train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.67,0.64,0.58,0.61,0.72,0.6118591944960987,20.803212612867355,0.64,0.6,0.74,0.66,0.66,0.6820722341537475,3.410361170768738,1712821221,,True,100,6d47ab2d,2024-04-11_09-40-21,10.502988815307617,1031.3255965709686,49428,AT-MB-PC-E13,127.0.0.1,1031.3255965709686,100,64,3,0.5,1e-05,6d47ab2d
0.58,0.54,0.48,0.51,0.62,0.70345279749702,23.91739511489868,0.56,0.57,0.32,0.41,0.55,0.8632890939712524,4.316445469856262,1712820304,,True,5,2acf0218,2024-04-11_09-25-04,19.77404499053955,108.9051284790039,38548,AT-MB-PC-E13,127.0.0.1,108.9051284790039,5,256,6,0.5,0.001,2acf0218
0.64,0.6,0.58,0.59,0.7,0.6367139781222624,21.64827525615692,0.58,0.55,0.69,0.61,0.62,0.7040851950645447,3.5204259753227234,1712820686,,True,45,dfdc51bc,2024-04-11_09-31-26,10.377803564071655,484.2199800014496,45724,AT-MB-PC-E13,127.0.0.1,484.2199800014496,45,64,3,0.5,1e-05,dfdc51bc
0.52,0.46,0.47,0.46,0.53,0.7764858656069812,26.40051943063736,0.54,0.51,0.76,0.61,0.62,0.7672428846359253,3.8362144231796265,1712820611,,True,15,a569bfbe,2024-04-11_09-30-11,19.570738315582275,306.66269063949585,38548,AT-MB-PC-E13,127.0.0.1,306.66269063949585,15,64,6,0.5,1e-05,a569bfbe
0.91,0.9,0.91,0.9,0.98,0.1972096713588518,6.705128826200962,0.72,0.7,0.71,0.7,0.78,0.6566737651824951,3.2833688259124756,1712821653,,True,100,02cee376,2024-04-11_09-47-33,10.814833641052246,1041.6337962150574,38548,AT-MB-PC-E13,127.0.0.1,1041.6337962150574,100,64,3,0.0,0.0001,02cee376
0.74,0.7,0.73,0.71,0.81,0.5326462466927135,18.10997238755226,0.52,0.0,0.0,0.0,0.64,2.3077688694000242,11.538844347000122,1712820855,,True,15,91936610,2024-04-11_09-34-15,10.20179796218872,168.51363062858582,45724,AT-MB-PC-E13,127.0.0.1,168.51363062858582,15,256,3,0.5,0.001,91936610
0.52,0.46,0.42,0.44,0.52,0.7816665733561796,26.576663494110107,0.52,0.0,0.0,0.0,0.4,1.4002309322357178,7.001154661178589,1712821021,,True,5,2f7c9b7d,2024-04-11_09-37-01,30.79396629333496,166.1542263031006,45724,AT-MB-PC-E13,127.0.0.1,166.1542263031006,5,256,10,0.5,0.0001,2f7c9b7d
0.53,0.48,0.46,0.47,0.54,0.8154567515148836,27.725529551506042,0.53,0.52,0.15,0.24,0.57,0.8725309133529663,4.3626545667648315,1712821186,,True,5,853e21bc,2024-04-11_09-39-46,30.647685050964355,165.71694803237915,45724,AT-MB-PC-E13,127.0.0.1,165.71694803237915,5,256,10,0.2,1e-05,853e21bc
0.65,0.62,0.58,0.6,0.68,0.6732920785160625,22.891930669546127,0.56,0.53,0.72,0.61,0.58,0.7774915218353271,3.8874576091766357,1712821291,,True,5,781dd9c2,2024-04-11_09-41-31,19.516827821731567,104.35657739639282,45724,AT-MB-PC-E13,127.0.0.1,104.35657739639282,5,64,6,0.2,0.0001,781dd9c2
0.64,0.6,0.6,0.6,0.7,0.636554430512821,21.642850637435913,0.56,0.53,0.67,0.59,0.63,0.7046219348907471,3.5231096744537354,1712821709,,True,45,c9734882,2024-04-11_09-48-29,10.728267908096313,487.5107731819153,49428,AT-MB-PC-E13,127.0.0.1,487.5107731819153,45,256,3,0.5,1e-05,c9734882
0.64,0.59,0.59,0.59,0.69,0.7154849671265658,24.326488882303238,0.48,0.18,0.03,0.05,0.4,2.174621605873108,10.87310802936554,1712821460,,True,5,9cc13c60,2024-04-11_09-44-20,30.877230882644653,169.5219452381134,45724,AT-MB-PC-E13,127.0.0.1,169.5219452381134,5,256,10,0.2,0.001,9cc13c60
0.52,0.46,0.47,0.47,0.53,0.7769761506248923,26.417189121246338,0.55,0.52,0.78,0.62,0.62,0.764915943145752,3.8245797157287598,1712821743,,True,15,50c75c68,2024-04-11_09-49-03,17.92099905014038,282.8940603733063,45724,AT-MB-PC-E13,127.0.0.1,282.8940603733063,15,128,6,0.5,1e-05,50c75c68
0.69,0.66,0.62,0.64,0.75,0.6256557518945021,21.27229556441307,0.52,0.0,0.0,0.0,0.47,2.0994972705841066,10.497486352920532,1712821717,,True,5,39b5ed8e,2024-04-11_09-48-37,7.824037551879883,64.33824300765991,38548,AT-MB-PC-E13,127.0.0.1,64.33824300765991,5,128,3,0.0,0.001,39b5ed8e
0.6,0.55,0.55,0.55,0.64,0.7111429361736074,24.17885982990265,0.54,1.0,0.04,0.08,0.52,1.2789422988891601,6.394711494445801,1712821870,,True,5,9cd1f42a,2024-04-11_09-51-10,34.255632400512695,161.0936141014099,49428,AT-MB-PC-E13,127.0.0.1,161.0936141014099,5,128,10,0.2,0.0001,9cd1f42a
0.52,0.45,0.44,0.45,0.53,0.7661024770315956,26.04748421907425,0.54,0.51,0.83,0.63,0.61,0.7322246074676514,3.661123037338257,1712821784,,True,5,74e9c03f,2024-04-11_09-49-44,11.112765073776245,66.4304838180542,38548,AT-MB-PC-E13,127.0.0.1,66.4304838180542,5,128,3,0.2,1e-05,74e9c03f
0.94,0.92,0.95,0.94,0.99,0.15216296385316289,5.173540771007538,0.72,0.7,0.74,0.72,0.82,0.6109020709991455,3.0545103549957275,1712823775,,True,100,57220705,2024-04-11_10-22-55,14.8890962600708,2031.4243125915527,45724,AT-MB-PC-E13,127.0.0.1,2031.4243125915527,100,256,6,0.0,0.0001,57220705
0.5,0.45,0.48,0.46,0.52,0.809972486075233,27.539064526557922,0.52,0.0,0.0,0.0,0.37,1.5300097703933715,7.650048851966858,1712821961,,True,5,959fa2d5,2024-04-11_09-52-41,34.31320667266846,177.13355684280396,38548,AT-MB-PC-E13,127.0.0.1,177.13355684280396,5,64,10,0.5,1e-05,959fa2d5
0.52,0.46,0.47,0.47,0.53,0.777227454325732,26.42573344707489,0.54,0.51,0.76,0.61,0.62,0.7654539585113526,3.8272697925567627,1712822198,,True,15,72f6325e,2024-04-11_09-56-38,21.448042154312134,328.3222715854645,49428,AT-MB-PC-E13,127.0.0.1,328.3222715854645,15,256,6,0.5,1e-05,72f6325e
0.94,0.92,0.95,0.94,0.99,0.14181761629879475,4.821798954159021,0.7,0.69,0.68,0.69,0.77,1.096510648727417,5.482553243637085,1712824000,,True,100,763b6e9c,2024-04-11_10-26-40,20.237754106521606,2038.9298088550568,38548,AT-MB-PC-E13,127.0.0.1,2038.9298088550568,100,128,6,0.0,0.001,763b6e9c
0.73,0.68,0.73,0.7,0.8,0.5547952538027483,18.86303862929344,0.6,0.6,0.5,0.55,0.64,0.8717148900032043,4.358574450016022,1712822542,,True,15,ad68e137,2024-04-11_10-02-22,21.501129150390625,344.2099771499634,49428,AT-MB-PC-E13,127.0.0.1,344.2099771499634,15,256,6,0.2,0.001,ad68e137
0.92,0.9,0.91,0.91,0.98,0.20385386575670802,6.931031435728073,0.72,0.69,0.74,0.71,0.81,0.5954438865184783,2.977219432592392,1712823751,,True,100,4a0a4969,2024-04-11_10-22-31,12.05944013595581,1207.9575486183167,49428,AT-MB-PC-E13,127.0.0.1,1207.9575486183167,100,64,3,0.0,0.0001,4a0a4969
0.86,0.85,0.84,0.84,0.94,0.34223513831110564,11.635994702577591,0.64,0.62,0.65,0.64,0.69,0.9082565665245056,4.541282832622528,1712824272,,True,45,54579fd1,2024-04-11_10-31-12,10.949678659439087,520.6062700748444,49428,AT-MB-PC-E13,127.0.0.1,520.6062700748444,45,64,3,0.0,0.0001,54579fd1
0.94,0.93,0.94,0.93,0.98,0.16926605911815867,5.755046010017395,0.72,0.7,0.74,0.72,0.83,0.6200606942176818,3.1003034710884094,1712825760,,True,100,6c666569,2024-04-11_10-56-00,19.68888783454895,1984.4208962917328,45724,AT-MB-PC-E13,127.0.0.1,1984.4208962917328,100,64,6,0.0,0.0001,6c666569
0.92,0.9,0.91,0.91,0.97,0.21387535991037593,7.271762236952782,0.66,0.62,0.69,0.66,0.77,0.687096095085144,3.43548047542572,1712825158,,True,100,1572192a,2024-04-11_10-45-58,11.569095611572266,1156.7623369693756,38548,AT-MB-PC-E13,127.0.0.1,1156.7623369693756,100,256,3,0.0,0.0001,1572192a
0.94,0.92,0.94,0.93,0.99,0.16005214281818447,5.441772855818272,0.74,0.73,0.72,0.73,0.81,0.6434929132461548,3.217464566230774,1712826265,,True,100,7a078b62,2024-04-11_11-04-25,20.23668646812439,1992.765986919403,49428,AT-MB-PC-E13,127.0.0.1,1992.765986919403,100,64,6,0.0,0.0001,7a078b62
0.77,0.74,0.76,0.75,0.85,0.4903414529912612,16.67160940170288,0.68,0.63,0.79,0.7,0.72,0.7196660280227661,3.5983301401138306,1712825353,,True,15,290b1a1f,2024-04-11_10-49-13,11.694783449172974,195.15700888633728,38548,AT-MB-PC-E13,127.0.0.1,195.15700888633728,15,64,3,0.0,0.0001,290b1a1f
0.75,0.72,0.72,0.72,0.83,0.5617424718597356,19.09924404323101,0.58,0.53,0.94,0.68,0.66,1.2276956737041473,6.138478368520737,1712825689,,True,15,156b7239,2024-04-11_10-54-49,21.064459562301636,336.4103481769562,38548,AT-MB-PC-E13,127.0.0.1,336.4103481769562,15,256,6,0.0,0.0001,156b7239
0.91,0.89,0.92,0.9,0.98,0.19904739015242634,6.767611265182495,0.71,0.67,0.76,0.71,0.8,0.6246406316757203,3.123203158378601,1712826851,,True,100,ca394613,2024-04-11_11-14-11,11.856072187423706,1161.0529599189758,38548,AT-MB-PC-E13,127.0.0.1,1161.0529599189758,100,64,3,0.0,0.0001,ca394613
0.77,0.74,0.75,0.74,0.85,0.5101377280319438,17.34468275308609,0.58,0.54,0.94,0.68,0.71,1.1776121854782104,5.888060927391052,1712826076,,True,15,47abedd0,2024-04-11_11-01-16,20.159705638885498,315.9524881839752,45724,AT-MB-PC-E13,127.0.0.1,315.9524881839752,15,256,6,0.0,0.0001,47abedd0
0.76,0.74,0.72,0.73,0.83,0.5524362422087613,18.782832235097885,0.69,0.66,0.71,0.68,0.72,0.750904095172882,3.7545204758644104,1712826383,,True,15,ad692592,2024-04-11_11-06-23,20.793293476104736,307.04290652275085,45724,AT-MB-PC-E13,127.0.0.1,307.04290652275085,15,64,6,0.0,0.0001,ad692592
0.94,0.93,0.95,0.94,0.99,0.15955925601370194,5.425014704465866,0.73,0.71,0.72,0.72,0.81,0.6461581468582154,3.2307907342910767,1712828327,,True,100,a8bf4601,2024-04-11_11-38-47,20.987393856048584,2061.419669866562,49428,AT-MB-PC-E13,127.0.0.1,2061.419669866562,100,256,6,0.0,0.0001,a8bf4601
0.95,0.93,0.95,0.94,0.99,0.16367251360241106,5.5648654624819756,0.69,0.66,0.72,0.69,0.81,0.6259727239608764,3.1298636198043823,1712828440,,True,100,fd274a1d,2024-04-11_11-40-40,20.471089601516724,2055.8047065734863,45724,AT-MB-PC-E13,127.0.0.1,2055.8047065734863,100,64,6,0.0,0.0001,fd274a1d
0.75,0.72,0.73,0.72,0.84,0.5338406045647228,18.150580555200577,0.6,0.55,0.92,0.69,0.72,0.9478601753711701,4.73930087685585,1712827191,,True,15,a57ea359,2024-04-11_11-19-51,21.164602756500244,339.73837399482727,38548,AT-MB-PC-E13,127.0.0.1,339.73837399482727,15,128,6,0.0,0.0001,a57ea359
0.78,0.74,0.76,0.75,0.85,0.5161856281406739,17.550311356782913,0.62,0.57,0.86,0.69,0.72,1.0114974498748779,5.05748724937439,1712827522,,True,15,b043a517,2024-04-11_11-25-22,20.819151163101196,331.2645363807678,38548,AT-MB-PC-E13,127.0.0.1,331.2645363807678,15,64,6,0.0,0.0001,b043a517
0.94,0.93,0.94,0.94,0.99,0.16064268087639527,5.46185114979744,0.66,0.63,0.68,0.65,0.78,0.7628983855247498,3.814491927623749,1712829488,,True,100,b0603d3b,2024-04-11_11-58-08,7.589463949203491,1965.7054119110107,38548,AT-MB-PC-E13,127.0.0.1,1965.7054119110107,100,256,6,0.0,0.0001,b0603d3b
0.68,0.64,0.66,0.65,0.74,0.671656855765511,22.836333096027374,0.58,0.67,0.25,0.36,0.64,1.318771767616272,6.59385883808136,1712828443,,True,5,b5cd6120,2024-04-11_11-40-43,18.75381064414978,116.59469151496887,49428,AT-MB-PC-E13,127.0.0.1,116.59469151496887,5,64,6,0.0,0.001,b5cd6120
0.78,0.75,0.75,0.75,0.85,0.5194791060160188,17.66228960454464,0.61,0.56,0.86,0.68,0.67,1.0042267978191375,5.021133989095688,1712828757,,True,15,b9c05d17,2024-04-11_11-45-57,17.955467462539673,317.0053162574768,45724,AT-MB-PC-E13,127.0.0.1,317.0053162574768,15,256,6,0.0,0.0001,b9c05d17
0.71,0.68,0.68,0.68,0.78,0.5797586318324593,19.71179348230362,0.54,0.55,0.15,0.24,0.57,1.0712650179862977,5.356325089931488,1712828630,,True,5,71c25eb3,2024-04-11_11-43-50,33.11180305480957,186.61872363090515,49428,AT-MB-PC-E13,127.0.0.1,186.61872363090515,5,64,10,0.0,0.0001,71c25eb3
0.64,0.61,0.57,0.59,0.68,0.6733388918287614,22.893522322177887,0.58,0.54,0.71,0.61,0.59,0.7567960381507873,3.7839801907539368,1712828752,,True,5,9713d840,2024-04-11_11-45-52,21.23935890197754,122.22937893867493,49428,AT-MB-PC-E13,127.0.0.1,122.22937893867493,5,256,6,0.2,0.0001,9713d840
0.59,0.55,0.48,0.51,0.62,0.7154494208448073,24.32528030872345,0.47,0.39,0.19,0.26,0.47,0.8615607380867004,4.307803690433502,1712828875,,True,5,d42faaad,2024-04-11_11-47-55,21.453081607818604,122.54687905311584,49428,AT-MB-PC-E13,127.0.0.1,122.54687905311584,5,256,6,0.5,0.001,d42faaad
