train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,test_accuracy-0_0,test_accuracy-0_5,test_ap,test_auc,test_mean_loss,test_sum_loss
0.08,0.6,0.09,0.49,0.7023980386116926,119.40766656398773,0.07,0.6,0.11,0.53,0.6953218507766724,17.38304626941681,0.08,0.61,0.11,0.49,0.6973421634459982,34.16976600885391
0.08,0.9,0.09,0.52,0.3429192091612255,58.29626555740833,0.07,0.92,0.12,0.57,0.2906670415401459,7.266676038503647,0.08,0.91,0.13,0.55,0.3121957286280029,15.29759070277214
0.08,0.92,0.14,0.62,0.2780457128496731,47.26777118444443,0.07,0.92,0.15,0.6,0.26553657054901125,6.638414263725281,0.08,0.92,0.15,0.61,0.2857699950738829,14.002729758620262
0.08,0.92,0.17,0.65,0.2661971546271268,45.25351628661156,0.07,0.93,0.16,0.62,0.2624303188920021,6.560757972300053,0.08,0.92,0.17,0.62,0.2780884467825598,13.626333892345428
0.08,0.92,0.19,0.66,0.2571212364470257,43.71061019599438,0.07,0.93,0.18,0.59,0.28656639099121095,7.164159774780273,0.08,0.92,0.21,0.65,0.29609034773038356,14.508427038788795
0.08,0.92,0.21,0.69,0.24691133621860953,41.97492715716362,0.07,0.93,0.24,0.71,0.2463541454076767,6.158853635191917,0.08,0.92,0.24,0.69,0.2655563348410081,13.012260407209396
0.08,0.92,0.21,0.69,0.2477816153098555,42.12287460267544,0.07,0.92,0.22,0.62,0.2717777293920517,6.794443234801292,0.08,0.92,0.23,0.68,0.2709374856583926,13.275936797261238
0.08,0.92,0.24,0.72,0.23854387542780708,40.5524588227272,0.07,0.93,0.24,0.7,0.24041565239429474,6.0103913098573685,0.08,0.92,0.25,0.71,0.2535835696118219,12.425594910979271
0.08,0.93,0.24,0.71,0.23847745665732553,40.54116763174534,0.07,0.93,0.22,0.67,0.23929890245199203,5.982472561299801,0.08,0.92,0.23,0.67,0.2600066552356798,12.74032610654831
0.08,0.92,0.24,0.72,0.23465909015606431,39.89204532653093,0.07,0.93,0.24,0.71,0.2313240772485733,5.783101931214333,0.08,0.92,0.26,0.72,0.24338648513871797,11.92593777179718
0.08,0.92,0.22,0.71,0.23731569270877279,40.34366776049137,0.07,0.93,0.21,0.68,0.23124405987560748,5.781101496890187,0.08,0.92,0.23,0.7,0.2560346646576512,12.545698568224907
0.08,0.93,0.26,0.74,0.22956368208808056,39.0258259549737,0.07,0.93,0.25,0.72,0.2214626783132553,5.536566957831383,0.08,0.92,0.28,0.73,0.23903935904405554,11.712928593158722
0.08,0.93,0.26,0.75,0.22487238689380534,38.22830577194691,0.07,0.93,0.28,0.71,0.23541029185056686,5.885257296264172,0.08,0.92,0.27,0.7,0.26968900068682067,13.214761033654213
