train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,test_accuracy-0_0,test_accuracy-0_5,test_ap,test_auc,test_mean_loss,test_sum_loss
0.08,0.56,0.1,0.51,0.7892267493640676,134.16854739189148,0.07,0.55,0.1,0.51,1.3530531883239747,33.826329708099365,0.08,0.55,0.1,0.51,1.3484332366865508,66.07322859764099
0.08,0.86,0.09,0.53,0.3901827948058353,66.331075116992,0.07,0.92,0.14,0.57,0.3692123560607433,9.230308901518583,0.08,0.92,0.15,0.59,0.3939534580829192,19.30371944606304
0.08,0.92,0.14,0.6,0.28804877843050397,48.96829233318567,0.07,0.92,0.18,0.65,0.3200986438989639,8.002466097474098,0.08,0.91,0.2,0.65,0.3248985803553036,15.920030437409878
0.08,0.92,0.16,0.63,0.2747270322897855,46.703595489263535,0.07,0.92,0.15,0.62,0.2822960162162781,7.057400405406952,0.08,0.92,0.17,0.63,0.3193307205730555,15.64720530807972
0.08,0.92,0.17,0.65,0.2673248021041646,45.44521635770798,0.07,0.92,0.18,0.67,0.2737474250793457,6.843685626983643,0.08,0.92,0.2,0.64,0.31440030981083306,15.40561518073082
0.08,0.92,0.19,0.67,0.25771505056935196,43.81155859678984,0.07,0.92,0.16,0.56,0.38593070149421693,9.648267537355423,0.08,0.92,0.17,0.6,0.38777222529966004,19.000839039683342
0.08,0.92,0.2,0.69,0.2500692890847431,42.51177914440632,0.07,0.92,0.16,0.57,0.31346100449562075,7.836525112390518,0.08,0.92,0.19,0.62,0.31873963012987255,15.618241876363754
0.08,0.92,0.21,0.71,0.24103459312635309,40.975880831480026,0.07,0.93,0.14,0.57,0.31213428139686583,7.803357034921646,0.08,0.92,0.17,0.62,0.3136386570273613,15.368294194340706
0.08,0.92,0.23,0.72,0.23648875469670577,40.20308829843998,0.07,0.93,0.25,0.7,0.25462268590927123,6.365567147731781,0.08,0.92,0.26,0.71,0.2929419376412217,14.35415494441986
0.08,0.93,0.26,0.73,0.23209839813849506,39.45672768354416,0.07,0.93,0.27,0.74,0.27196460545063017,6.799115136265755,0.08,0.92,0.27,0.74,0.2926665492811982,14.34066091477871
0.08,0.92,0.25,0.73,0.23208047085825134,39.45368004590273,0.07,0.93,0.26,0.7,0.25438532590866086,6.359633147716522,0.08,0.92,0.28,0.72,0.2800859392297511,13.724211022257805
0.08,0.93,0.27,0.75,0.22431047501809456,38.13278075307608,0.07,0.93,0.28,0.73,0.22923317551612854,5.7308293879032135,0.08,0.92,0.28,0.73,0.24359476079746167,11.936143279075623
0.08,0.93,0.28,0.76,0.22259178253657677,37.84060303121805,0.07,0.93,0.22,0.68,0.2774291175603867,6.935727939009666,0.08,0.92,0.25,0.7,0.3006258701183358,14.730667635798454
0.08,0.93,0.29,0.76,0.2186266826794428,37.166536055505276,0.07,0.93,0.27,0.71,0.2259757000207901,5.6493925005197525,0.08,0.92,0.28,0.73,0.24139574626270605,11.828391566872597
0.08,0.93,0.3,0.77,0.21618372995187254,36.75123409181833,0.07,0.93,0.3,0.77,0.21832335084676743,5.458083771169186,0.08,0.92,0.31,0.77,0.24073390936364933,11.795961558818817
0.08,0.93,0.32,0.78,0.21443145481102607,36.45334731787443,0.07,0.93,0.26,0.73,0.26074776411056516,6.51869410276413,0.08,0.92,0.28,0.72,0.2878469435536132,14.104500234127045
0.08,0.93,0.32,0.78,0.21305391551817165,36.21916563808918,0.07,0.93,0.29,0.75,0.22016811430454253,5.5042028576135635,0.08,0.92,0.31,0.77,0.2335298903742615,11.442964628338814
0.08,0.93,0.32,0.79,0.209835583672804,35.67204922437668,0.07,0.93,0.29,0.76,0.21163677871227266,5.290919467806816,0.08,0.92,0.31,0.76,0.2253053278035047,11.03996106237173
0.08,0.93,0.34,0.79,0.20796599620405365,35.35421935468912,0.07,0.93,0.32,0.78,0.2087014964222908,5.21753741055727,0.08,0.92,0.34,0.78,0.2208013934444408,10.8192682787776
0.08,0.93,0.33,0.79,0.2089806284974603,35.52670684456825,0.07,0.93,0.32,0.74,0.21448389530181886,5.362097382545471,0.08,0.93,0.34,0.75,0.22674422118128562,11.110466837882996
0.08,0.93,0.33,0.8,0.2063328483963714,35.07658422738314,0.07,0.93,0.32,0.79,0.21400300443172454,5.350075110793114,0.08,0.92,0.34,0.79,0.22344108321228806,10.948613077402115
0.08,0.93,0.34,0.8,0.2053079314529896,34.90234834700823,0.07,0.93,0.34,0.78,0.20723115235567094,5.180778808891773,0.08,0.93,0.36,0.78,0.22799066530198467,11.171542599797249
0.08,0.93,0.35,0.8,0.20470192331601592,34.799326963722706,0.07,0.93,0.34,0.77,0.21220995843410492,5.305248960852623,0.08,0.93,0.34,0.77,0.22934773169001754,11.23803885281086
0.08,0.93,0.36,0.8,0.20361099926864398,34.61386987566948,0.07,0.93,0.32,0.77,0.22298759788274766,5.574689947068691,0.08,0.93,0.36,0.78,0.22634496281341632,11.090903177857399
0.08,0.93,0.37,0.82,0.19964428758796524,33.93952888995409,0.07,0.93,0.32,0.78,0.2227458792924881,5.5686469823122025,0.08,0.93,0.37,0.78,0.23228577904555262,11.382003173232079
0.08,0.93,0.37,0.81,0.19858719973879702,33.75982395559549,0.07,0.93,0.34,0.79,0.2067121884226799,5.1678047105669975,0.08,0.92,0.35,0.78,0.222127194915499,10.884232550859451
0.08,0.93,0.37,0.82,0.19912688784739552,33.851570934057236,0.07,0.93,0.34,0.79,0.2111472836136818,5.278682090342045,0.08,0.93,0.36,0.78,0.21923098941238559,10.742318481206894
