train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_mean_loss,test_sum_loss
5.73,-37.27,-0.03,33.98,5.83,5.727673194488889,8654.514196872711,5.74,-36.29,-0.02,34.15,5.84,5.741352703836229,1860.1982760429382,5.78,-38.97,-0.03,34.51,5.87,5.7762726780809,1871.5123476982117
0.8,-0.48,0.55,1.31,1.14,0.8009494150773647,1210.2345661818981,0.56,0.31,0.73,0.64,0.8,0.5552906638678209,179.91417509317398,0.55,0.32,0.74,0.58,0.76,0.5450412100295962,176.59335204958916
0.56,0.37,0.7,0.56,0.75,0.5575149087105895,842.4050270617008,0.48,0.52,0.77,0.44,0.66,0.4793602156418341,155.31270986795425,0.47,0.53,0.77,0.41,0.64,0.468910204683557,151.92690631747246
0.49,0.49,0.75,0.45,0.67,0.49419176363534756,746.7237548530102,0.5,0.46,0.73,0.49,0.7,0.5045319868274677,163.46836373209953,0.49,0.48,0.73,0.45,0.67,0.494904662815877,160.34911075234413
0.46,0.56,0.78,0.39,0.63,0.45726450438494715,690.9266661256552,0.49,0.5,0.74,0.46,0.68,0.49146273971339804,159.23392766714096,0.48,0.51,0.74,0.42,0.65,0.48445360988010594,156.96296960115433
0.45,0.58,0.79,0.37,0.61,0.4485835278570691,677.8097105920315,0.45,0.57,0.81,0.39,0.62,0.44556184536145055,144.36203789710999,0.44,0.6,0.81,0.35,0.59,0.4359375123440484,141.24375399947166
0.44,0.59,0.79,0.37,0.6,0.442432679664923,668.5157789736986,0.46,0.58,0.83,0.38,0.62,0.4636892368212158,150.23531273007393,0.46,0.59,0.83,0.35,0.59,0.4576257605243612,148.27074640989304
0.44,0.6,0.79,0.36,0.6,0.4394197492489824,663.9632411152124,0.4,0.66,0.84,0.31,0.56,0.3997240749498208,129.51060028374195,0.39,0.68,0.85,0.28,0.52,0.38955051083991554,126.21436551213264
0.43,0.61,0.8,0.35,0.59,0.43293100700995374,654.1587515920401,0.59,0.44,0.85,0.51,0.71,0.5868628572350667,190.1435657441616,0.59,0.43,0.85,0.49,0.7,0.585129130769659,189.5818383693695
0.43,0.61,0.8,0.35,0.59,0.4332872877386845,654.6970917731524,0.42,0.62,0.84,0.35,0.59,0.416670294639505,135.00117546319962,0.41,0.64,0.84,0.31,0.56,0.40638534623531647,131.66885218024254
0.43,0.61,0.8,0.34,0.59,0.4304683002354214,650.4376016557217,0.4,0.64,0.83,0.33,0.57,0.39815987278649834,129.00379878282547,0.39,0.66,0.83,0.29,0.54,0.3879995942575696,125.71186853945255
0.42,0.64,0.81,0.32,0.57,0.415724372248394,628.1595264673233,0.44,0.58,0.85,0.39,0.62,0.44292696399821174,143.5083363354206,0.43,0.59,0.85,0.35,0.59,0.43140025308102736,139.77368199825287
0.41,0.65,0.82,0.31,0.56,0.4087744027100045,617.6581224948168,0.48,0.52,0.84,0.44,0.66,0.4807812961531274,155.77313995361328,0.47,0.53,0.84,0.4,0.64,0.4696511896672072,152.16698545217514
0.41,0.65,0.82,0.31,0.56,0.41000880920318955,619.5233107060194,0.4,0.64,0.85,0.33,0.58,0.39844750985503197,129.09699319303036,0.39,0.66,0.85,0.3,0.54,0.3866378937698441,125.27067758142948
0.4,0.66,0.83,0.31,0.55,0.40429432051099745,610.8887182921171,0.41,0.64,0.86,0.33,0.57,0.41005308728343176,132.8572002798319,0.4,0.66,0.86,0.29,0.54,0.39749401173105947,128.78805980086327
0.4,0.67,0.83,0.3,0.54,0.39667660928892823,599.3783566355705,0.37,0.68,0.85,0.29,0.54,0.3731902663906415,120.91364631056786,0.37,0.7,0.85,0.26,0.51,0.36666415158061333,118.79918511211872
0.4,0.66,0.83,0.3,0.55,0.4017294787713662,607.0132424235344,0.39,0.65,0.84,0.32,0.56,0.3938286221689648,127.6004735827446,0.38,0.67,0.84,0.29,0.54,0.3844188497758206,124.55170732736588
0.39,0.67,0.83,0.29,0.54,0.39484651584959757,596.6130854487419,0.37,0.69,0.86,0.28,0.53,0.3726603991271537,120.7419693171978,0.36,0.71,0.86,0.25,0.5,0.364411450692533,118.06931002438068
0.39,0.68,0.84,0.29,0.54,0.3898855165031712,589.1170154362917,0.36,0.72,0.87,0.26,0.51,0.3589659192495876,116.30495783686638,0.35,0.73,0.87,0.23,0.48,0.3518405031458831,113.99632301926613
0.39,0.68,0.84,0.29,0.54,0.39203110363884214,592.3589975982904,0.4,0.64,0.86,0.33,0.58,0.4044222174971192,131.03279846906662,0.4,0.66,0.86,0.3,0.55,0.39534150036396803,128.09064611792564
0.39,0.68,0.84,0.28,0.53,0.386750237948448,584.3796095401049,0.36,0.72,0.87,0.25,0.5,0.3551908538297371,115.08183664083481,0.35,0.73,0.87,0.23,0.48,0.352317530017944,114.15087972581387
0.38,0.69,0.84,0.28,0.53,0.3841874739691408,580.5072731673717,0.37,0.69,0.87,0.29,0.54,0.36934156044397826,119.66666558384895,0.36,0.7,0.86,0.26,0.51,0.35887132249312637,116.27430848777294
