train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate
0.62,0.57,0.58,0.58,0.68,0.6522164195775986,22.17535826563835,0.57,0.57,0.42,0.48,0.6,0.7335729598999023,3.6678647994995117,1712409356,,False,9,74cb61e4,2024-04-06_15-15-56,32.052125215530396,294.05664706230164,1656606,jyn,131.130.125.89,294.05664706230164,9,64,6,0.2,0.0001
0.65,0.61,0.61,0.61,0.72,0.6165691202177721,20.96335008740425,0.54,0.53,0.26,0.35,0.59,0.7887897491455078,3.943948745727539,1712409387,,False,10,74cb61e4,2024-04-06_15-16-27,30.764503955841064,324.8211510181427,1656606,jyn,131.130.125.89,324.8211510181427,10,64,6,0.2,0.0001
0.68,0.64,0.65,0.65,0.74,0.6148800744729883,20.905922532081604,0.55,0.53,0.44,0.48,0.58,0.8364905476570129,4.182452738285065,1712409417,,False,11,74cb61e4,2024-04-06_15-16-57,30.49064540863037,355.31179642677307,1656606,jyn,131.130.125.89,355.31179642677307,11,64,6,0.2,0.0001
0.67,0.63,0.61,0.62,0.74,0.6071071072536356,20.64164164662361,0.57,0.55,0.56,0.55,0.57,0.8159858226776123,4.0799291133880615,1712409447,,False,12,74cb61e4,2024-04-06_15-17-27,29.670929193496704,384.9827256202698,1656606,jyn,131.130.125.89,384.9827256202698,12,64,6,0.2,0.0001
0.71,0.67,0.67,0.67,0.77,0.575625999008908,19.57128396630287,0.55,0.55,0.33,0.41,0.57,1.0686106204986572,5.343053102493286,1712409480,,False,13,74cb61e4,2024-04-06_15-18-00,32.37158679962158,417.35431241989136,1656606,jyn,131.130.125.89,417.35431241989136,13,64,6,0.2,0.0001
0.69,0.66,0.64,0.65,0.77,0.5721957806278678,19.454656541347504,0.56,0.58,0.29,0.39,0.63,0.8034677386283875,4.017338693141937,1712409513,,False,14,74cb61e4,2024-04-06_15-18-33,33.875306129455566,451.2296185493469,1656606,jyn,131.130.125.89,451.2296185493469,14,64,6,0.2,0.0001
0.72,0.7,0.65,0.68,0.79,0.5547410486375585,18.861195653676987,0.52,0.5,0.12,0.2,0.58,0.9406978726387024,4.703489363193512,1712409548,,False,15,74cb61e4,2024-04-06_15-19-08,34.0714316368103,485.3010501861572,1656606,jyn,131.130.125.89,485.3010501861572,15,64,6,0.2,0.0001
0.72,0.67,0.71,0.69,0.78,0.5717970395789427,19.44109934568405,0.59,0.56,0.62,0.59,0.63,0.7738601803779602,3.869300901889801,1712409581,,False,16,74cb61e4,2024-04-06_15-19-41,33.26932978630066,518.5703799724579,1656606,jyn,131.130.125.89,518.5703799724579,16,64,6,0.2,0.0001
0.72,0.68,0.69,0.68,0.79,0.5786618327393251,19.674502313137054,0.56,0.55,0.46,0.5,0.6,1.1412572264671326,5.706286132335663,1712409612,,False,17,74cb61e4,2024-04-06_15-20-12,31.542948484420776,550.1133284568787,1656606,jyn,131.130.125.89,550.1133284568787,17,64,6,0.2,0.0001
0.72,0.69,0.66,0.67,0.79,0.5726761265712625,19.470988303422928,0.57,0.55,0.5,0.53,0.63,0.7587163209915161,3.7935816049575806,1712409644,,False,18,74cb61e4,2024-04-06_15-20-44,31.74441146850586,581.8577399253845,1656606,jyn,131.130.125.89,581.8577399253845,18,64,6,0.2,0.0001
0.74,0.7,0.72,0.71,0.81,0.5390912829076543,18.329103618860245,0.5,0.43,0.18,0.25,0.56,0.9517883419990539,4.75894170999527,1712409677,,False,19,74cb61e4,2024-04-06_15-21-17,32.566511154174805,614.4242510795593,1656606,jyn,131.130.125.89,614.4242510795593,19,64,6,0.2,0.0001
0.74,0.71,0.72,0.72,0.83,0.5030875863397822,17.104977935552597,0.6,0.6,0.49,0.54,0.65,0.8677979230880737,4.338989615440369,1712409708,,False,20,74cb61e4,2024-04-06_15-21-48,31.235747814178467,645.6599988937378,1656606,jyn,131.130.125.89,645.6599988937378,20,64,6,0.2,0.0001
