train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,test_accuracy-0_0,test_accuracy-0_5,test_ap,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate,logdir
0.07743,0.95758,0.75871,0.95212,0.11519477312617442,19.58311143144965,0.07345,0.93747,0.44698,0.82087,0.20282238304615022,5.070559576153755,0.08194,0.93501,0.50206,0.83646,0.20418601118180216,10.005114547908306,1713354248,,False,100,3912a8f7,2024-04-17_13-44-08,89.54572701454163,11677.22146987915,35440,AT-MB-PC-EOS,127.0.0.1,11677.22146987915,100,256,0.0,6,0.0001,3912a8f7
0.07743,0.95237,0.70942,0.93909,0.1266238536685705,21.526055123656988,0.07345,0.93667,0.43865,0.8242,0.20472750902175904,5.118187725543976,0.08194,0.93522,0.50816,0.8435,0.19786638599269243,9.69545291364193,1713350748,,False,100,654c4dbe,2024-04-17_12-45-48,84.68650984764099,8168.715109348297,6288,AT-MB-PC-EOS,127.0.0.1,8168.715109348297,100,256,0.5,3,0.001,654c4dbe
0.07743,0.94919,0.66414,0.9267,0.13722754705916432,23.328683000057936,0.07345,0.9375,0.42478,0.81668,0.20146296590566634,5.036574147641659,0.08194,0.93567,0.49228,0.82719,0.20242045637296172,9.918602362275124,1713354383,,False,100,d5a3bf52,2024-04-17_13-46-23,65.55806541442871,11792.916285276413,2400,AT-MB-PC-EOS,127.0.0.1,11792.916285276413,100,64,0.2,6,0.0001,d5a3bf52
