train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.68,0.64,0.66,0.65,0.75,0.5978649714413811,20.327409029006958,0.6,0.6,0.46,0.52,0.66,0.6547966122627258,3.273983061313629,1712947687,,True,100,c6e514e9,2024-04-12_20-48-07,127.75972437858582,12435.767323255539,52944,AT-MB-PC-E13,127.0.0.1,12435.767323255539,100,64,3,0.5,1e-05,c6e514e9
0.62,0.58,0.56,0.57,0.65,0.6893086924272425,23.436495542526245,0.53,0.51,0.67,0.57,0.57,0.8096593618392944,4.048296809196472,1712935925,,True,5,75d80b51,2024-04-12_17-32-05,131.73255157470703,669.2674875259399,39688,AT-MB-PC-E13,127.0.0.1,669.2674875259399,5,256,6,0.5,0.001,75d80b51
0.66,0.62,0.63,0.63,0.72,0.6272611074587878,21.326877653598785,0.56,0.59,0.28,0.38,0.59,0.6916461825370789,3.4582309126853943,1712938329,,True,45,c7c71b2f,2024-04-12_18-12-09,70.09005737304688,3068.6924533843994,1812,AT-MB-PC-E13,127.0.0.1,3068.6924533843994,45,64,3,0.5,1e-05,c7c71b2f
0.52,0.47,0.54,0.5,0.53,0.8049315231687882,27.3676717877388,0.54,0.56,0.14,0.22,0.44,0.814013671875,4.070068359375,1712936599,,True,5,27e94b78,2024-04-12_17-43-19,132.3847393989563,674.038492679596,39688,AT-MB-PC-E13,127.0.0.1,674.038492679596,5,64,6,0.5,1e-05,27e94b78
0.66,0.61,0.64,0.62,0.69,0.6475498553584603,22.016695082187653,0.5,0.48,0.47,0.48,0.49,0.8112211346626281,4.056105673313141,1712936951,,True,5,9aa886ed,2024-04-12_17-49-11,68.01230716705322,351.3703372478485,39688,AT-MB-PC-E13,127.0.0.1,351.3703372478485,5,64,3,0.0,0.0001,9aa886ed
0.6,0.55,0.53,0.54,0.63,0.7159378002671635,24.341885209083557,0.52,0.5,0.44,0.47,0.55,0.7715246438980102,3.8576232194900513,1712937304,,True,5,300dd129,2024-04-12_17-55-04,68.00796365737915,353.2290105819702,39688,AT-MB-PC-E13,127.0.0.1,353.2290105819702,5,256,3,0.5,0.001,300dd129
0.54,0.48,0.42,0.45,0.55,0.7373924185247982,25.07134222984314,0.52,0.5,0.72,0.59,0.58,0.7730952262878418,3.865476131439209,1712938474,,True,5,0534fe57,2024-04-12_18-14-34,283.75079584121704,1169.6463747024536,39688,AT-MB-PC-E13,127.0.0.1,1169.6463747024536,5,256,10,0.5,0.0001,0534fe57
0.53,0.48,0.51,0.49,0.55,0.7747762343462776,26.342391967773438,0.52,0.49,0.6,0.54,0.5,0.8305297136306763,4.152648568153381,1712943634,,True,5,6a96dd05,2024-04-12_19-40-34,423.2835011482239,5304.004234313965,1812,AT-MB-PC-E13,127.0.0.1,5304.004234313965,5,256,10,0.2,1e-05,6a96dd05
0.64,0.6,0.57,0.58,0.69,0.6511601306059781,22.139444440603256,0.5,0.46,0.35,0.4,0.49,0.913929033279419,4.569645166397095,1712949460,,True,5,ccd3b561,2024-04-12_21-17-40,278.1819109916687,10986.013747215271,39688,AT-MB-PC-E13,127.0.0.1,10986.013747215271,5,64,6,0.2,0.0001,ccd3b561
0.69,0.64,0.66,0.65,0.75,0.5966029842110241,20.28450146317482,0.6,0.61,0.46,0.52,0.66,0.6557353138923645,3.2786765694618225,1712955118,,True,100,98f0885f,2024-04-12_22-51-58,89.71307969093323,11483.619606733322,1812,AT-MB-PC-E13,127.0.0.1,11483.619606733322,100,256,3,0.5,1e-05,98f0885f
0.62,0.58,0.56,0.57,0.66,0.7645987640408909,25.99635797739029,0.52,0.5,0.43,0.46,0.55,0.9140621423721313,4.570310711860657,1712950729,,True,5,4e5c87a7,2024-04-12_21-38-49,269.2675232887268,3041.454743862152,52944,AT-MB-PC-E13,127.0.0.1,3041.454743862152,5,256,10,0.2,0.001,4e5c87a7
0.52,0.47,0.54,0.5,0.53,0.8049315792672774,27.367673695087433,0.54,0.56,0.14,0.22,0.44,0.8140111446380616,4.070055723190308,1712950557,,True,5,fafc0eb3,2024-04-12_21-35-57,279.3434853553772,1097.0567364692688,39688,AT-MB-PC-E13,127.0.0.1,1097.0567364692688,5,128,6,0.5,1e-05,fafc0eb3
0.94,0.92,0.94,0.93,0.99,0.15462425164878368,5.257224556058645,0.72,0.72,0.67,0.69,0.81,0.8165055513381958,4.082527756690979,1712959693,,True,100,f9cdd56c,2024-04-13_00-08-13,86.09413504600525,9135.242948770523,39688,AT-MB-PC-E13,127.0.0.1,9135.242948770523,100,128,3,0.0,0.001,f9cdd56c
0.87,0.84,0.88,0.86,0.94,0.3117658390718348,10.600038528442383,0.72,0.69,0.74,0.71,0.78,0.6660404682159424,3.330202341079712,1712979526,,True,100,8ec5b5b4,2024-04-13_05-38-46,269.66507601737976,28797.209009170532,52944,AT-MB-PC-E13,127.0.0.1,28797.209009170532,100,128,10,0.2,0.0001,8ec5b5b4
0.65,0.6,0.64,0.62,0.69,0.6503597533001619,22.112231612205505,0.6,0.58,0.57,0.57,0.61,0.6942450284957886,3.471225142478943,1712956460,,True,15,2934866f,2024-04-12_23-14-20,91.91302132606506,1341.8001854419708,1812,AT-MB-PC-E13,127.0.0.1,1341.8001854419708,15,128,3,0.2,1e-05,2934866f
0.67,0.63,0.6,0.62,0.73,0.6352295901845483,21.597806066274643,0.57,0.55,0.54,0.55,0.59,0.7918091416358948,3.959045708179474,1712957340,,True,5,bb947c61,2024-04-12_23-29-00,177.80815601348877,879.9096348285675,1812,AT-MB-PC-E13,127.0.0.1,879.9096348285675,5,256,6,0.0,0.0001,bb947c61
0.48,0.42,0.43,0.43,0.47,0.8080646343090955,27.474197566509247,0.49,0.48,0.96,0.64,0.47,0.79571692943573,3.97858464717865,1712958786,,True,5,f509bb39,2024-04-12_23-53-06,286.6593964099884,1446.8449292182922,1812,AT-MB-PC-E13,127.0.0.1,1446.8449292182922,5,64,10,0.5,1e-05,f509bb39
0.52,0.47,0.54,0.5,0.53,0.8049311795655418,27.367660105228424,0.54,0.56,0.14,0.22,0.44,0.8140226840972901,4.07011342048645,1712959671,,True,5,784375ec,2024-04-13_00-07-51,176.83255863189697,884.5065450668335,1812,AT-MB-PC-E13,127.0.0.1,884.5065450668335,5,256,6,0.5,1e-05,784375ec
0.88,0.85,0.89,0.87,0.96,0.2401142258416204,8.163883678615093,0.66,0.64,0.65,0.64,0.73,0.7881829500198364,3.940914750099182,1712977401,,True,100,fa707829,2024-04-13_05-03-21,166.7143406867981,17729.39026403427,1812,AT-MB-PC-E13,127.0.0.1,17729.39026403427,100,128,6,0.0,0.001,fa707829
0.66,0.61,0.61,0.61,0.67,0.7747473278466392,26.341409146785736,0.56,0.54,0.5,0.52,0.57,0.9314500212669372,4.657250106334686,1712960593,,True,5,8a925c4a,2024-04-13_00-23-13,180.68825364112854,900.790684223175,39688,AT-MB-PC-E13,127.0.0.1,900.790684223175,5,256,6,0.2,0.001,8a925c4a
0.66,0.63,0.58,0.6,0.69,0.6932727107230354,23.571272164583206,0.58,0.71,0.21,0.32,0.55,1.2756524682044983,6.3782623410224915,1712961063,,True,5,aedcbdbc,2024-04-13_00-31-03,93.45625829696655,469.0253813266754,39688,AT-MB-PC-E13,127.0.0.1,469.0253813266754,5,128,3,0.0,0.001,aedcbdbc
0.66,0.62,0.6,0.61,0.7,0.6705523554016563,22.79878008365631,0.56,0.6,0.21,0.31,0.57,1.2283958673477173,6.141979336738586,1712961531,,True,5,cd705592,2024-04-13_00-38-51,93.08477568626404,468.7308828830719,39688,AT-MB-PC-E13,127.0.0.1,468.7308828830719,5,64,3,0.0,0.001,cd705592
0.93,0.91,0.93,0.92,0.98,0.17069950962767882,5.80378332734108,0.74,0.73,0.71,0.72,0.79,0.8738032460212708,4.369016230106354,1712971252,,True,100,ec1e0846,2024-04-13_03-20-52,91.58645415306091,9719.921298265457,39688,AT-MB-PC-E13,127.0.0.1,9719.921298265457,100,128,3,0.0,0.001,ec1e0846
0.93,0.92,0.93,0.92,0.98,0.17111837075037115,5.818024605512619,0.74,0.74,0.69,0.71,0.81,0.8186720967292785,4.093360483646393,1712980226,,True,100,cddc410f,2024-04-13_05-50-26,85.59107279777527,8974.066878318787,39688,AT-MB-PC-E13,127.0.0.1,8974.066878318787,100,128,3,0.0,0.001,cddc410f
0.68,0.64,0.64,0.64,0.72,0.6788040557328392,23.079337894916534,0.59,0.61,0.38,0.47,0.58,0.8906334280967713,4.453167140483856,1712977850,,True,5,d5511cea,2024-04-13_05-10-50,87.74216771125793,449.367178440094,1812,AT-MB-PC-E13,127.0.0.1,449.367178440094,5,128,3,0.0,0.001,d5511cea
0.64,0.6,0.57,0.59,0.68,0.712600942920236,24.228432059288025,0.56,0.69,0.12,0.21,0.56,1.155262815952301,5.776314079761505,1712978297,,True,5,3b94a9aa,2024-04-13_05-18-17,88.73446488380432,446.43315505981445,1812,AT-MB-PC-E13,127.0.0.1,446.43315505981445,5,128,3,0.0,0.001,3b94a9aa
0.84,0.81,0.85,0.83,0.93,0.34513327435535546,11.734531328082085,0.61,0.68,0.35,0.46,0.72,1.108541977405548,5.5427098870277405,1712982141,,True,45,103fc804,2024-04-13_06-22-21,85.56906056404114,3844.3025839328766,1812,AT-MB-PC-E13,127.0.0.1,3844.3025839328766,45,128,3,0.0,0.001,103fc804
0.64,0.6,0.61,0.6,0.69,0.6915798231082804,23.513713985681534,0.58,0.66,0.26,0.38,0.57,1.1497491955757142,5.748745977878571,1712979975,,True,5,562cbf9c,2024-04-13_05-46-15,98.98931574821472,448.42733335494995,52944,AT-MB-PC-E13,127.0.0.1,448.42733335494995,5,128,3,0.0,0.001,562cbf9c
0.84,0.81,0.83,0.82,0.92,0.3588050152449047,12.19937051832676,0.67,0.69,0.56,0.62,0.71,1.093065357208252,5.46532678604126,1712982979,,True,45,b971ee47,2024-04-13_06-36-19,43.032392263412476,3003.9093174934387,52944,AT-MB-PC-E13,127.0.0.1,3003.9093174934387,45,128,3,0.0,0.001,b971ee47
0.93,0.92,0.94,0.93,0.98,0.17036700993776321,5.792478337883949,0.7,0.71,0.64,0.67,0.79,0.9246779263019562,4.623389631509781,1712984178,,True,100,46515a58,2024-04-13_06-56-18,20.739667892456055,3951.4902045726776,39688,AT-MB-PC-E13,127.0.0.1,3951.4902045726776,100,128,3,0.0,0.001,46515a58
