train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,test_accuracy-0_0,test_accuracy-0_5,test_ap,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate
0.07743,0.47014,0.10544,0.54282,0.8282613291459925,140.80442595481873,0.07345,0.47063,0.10634,0.55224,0.8319498324394226,20.798745810985565,0.08194,0.47575,0.11763,0.54891,0.8225376131583233,40.30434304475784,1713671482,,False,1,e5151073,2024-04-21_05-51-22,93.0308632850647,93.0308632850647,34700,AT-MB-PC-EOS,127.0.0.1,93.0308632850647,1,64,0.0,3,0.0001
0.07743,0.70116,0.08806,0.48336,0.5878815484397552,99.93986323475838,0.07345,0.81409,0.09482,0.47508,0.46963889956474303,11.740972489118576,0.08194,0.80812,0.09567,0.4505,0.4902834953094015,24.023891270160675,1713671563,,False,2,e5151073,2024-04-21_05-52-43,81.22380232810974,174.25466561317444,34700,AT-MB-PC-EOS,127.0.0.1,174.25466561317444,2,64,0.0,3,0.0001
0.07743,0.87058,0.08709,0.47796,0.4201052858549006,71.4178985953331,0.07345,0.89341,0.08661,0.47576,0.37792957305908204,9.44823932647705,0.08194,0.88904,0.09271,0.44626,0.4073548748785136,19.960388869047165,1713671652,,False,3,e5151073,2024-04-21_05-54-12,88.6823160648346,262.93698167800903,34700,AT-MB-PC-EOS,127.0.0.1,262.93698167800903,3,64,0.0,3,0.0001
0.07743,0.90323,0.10599,0.51605,0.3584168229032965,60.93085989356041,0.07345,0.9092,0.12884,0.54344,0.32163783013820646,8.040945753455162,0.08194,0.90531,0.12976,0.53493,0.3524913666199665,17.272076964378357,1713671733,,False,4,e5151073,2024-04-21_05-55-33,81.135183095932,344.07216477394104,34700,AT-MB-PC-EOS,127.0.0.1,344.07216477394104,4,64,0.0,3,0.0001
0.07743,0.91667,0.1475,0.57759,0.31045358031988146,52.777108654379845,0.07345,0.92159,0.16006,0.59783,0.2831872946023941,7.079682365059853,0.08194,0.91469,0.17074,0.59978,0.30734259893699567,15.059787347912788,1713671821,,False,5,e5151073,2024-04-21_05-57-01,88.50918698310852,432.58135175704956,34700,AT-MB-PC-EOS,127.0.0.1,432.58135175704956,5,64,0.0,3,0.0001
0.07743,0.92063,0.18296,0.62535,0.27926676965811675,47.475350841879845,0.07345,0.922,0.18258,0.61412,0.2657394164800644,6.64348541200161,0.08194,0.91721,0.2021,0.62272,0.28314865091625524,13.874283894896507,1713671903,,False,6,e5151073,2024-04-21_05-58-23,81.29413175582886,513.8754835128784,34700,AT-MB-PC-EOS,127.0.0.1,513.8754835128784,6,64,0.0,3,0.0001
0.07743,0.92355,0.20574,0.66048,0.2582407291321194,43.90092395246029,0.07345,0.92606,0.1965,0.64459,0.26494725853204726,6.623681463301182,0.08194,0.9207,0.24269,0.65066,0.2629438489675522,12.884248599410057,1713671987,,False,7,e5151073,2024-04-21_05-59-47,84.20756125450134,598.0830447673798,34700,AT-MB-PC-EOS,127.0.0.1,598.0830447673798,7,64,0.0,3,0.0001
0.07743,0.92462,0.23422,0.69239,0.24475983845836977,41.60917253792286,0.07345,0.92755,0.25713,0.69418,0.24294340282678603,6.073585070669651,0.08194,0.92194,0.26696,0.69374,0.2522461764058288,12.360062643885612,1713672072,,False,8,e5151073,2024-04-21_06-01-12,85.4003758430481,683.4834206104279,34700,AT-MB-PC-EOS,127.0.0.1,683.4834206104279,8,64,0.0,3,0.0001
0.07743,0.9257,0.25479,0.71453,0.2367859529221759,40.253611996769905,0.07345,0.92554,0.26439,0.71018,0.23690355837345123,5.922588959336281,0.08194,0.92,0.25793,0.69614,0.2521983786505096,12.35772055387497,1713672154,,False,9,e5151073,2024-04-21_06-02-34,81.78622007369995,765.2696406841278,34700,AT-MB-PC-EOS,127.0.0.1,765.2696406841278,9,64,0.0,3,0.0001
0.07743,0.92653,0.27331,0.7386,0.227716836201794,38.71186215430498,0.07345,0.92231,0.2407,0.70666,0.25443803250789643,6.360950812697411,0.08194,0.91892,0.27034,0.70895,0.2611928366276683,12.798448994755745,1713672242,,False,10,e5151073,2024-04-21_06-04-02,88.02281785011292,853.2924585342407,34700,AT-MB-PC-EOS,127.0.0.1,853.2924585342407,10,64,0.0,3,0.0001
0.07743,0.92728,0.286,0.74648,0.22598643412484842,38.41769380122423,0.07345,0.92867,0.27732,0.70511,0.2358195024728775,5.895487561821938,0.08194,0.92343,0.27613,0.70665,0.24392362577574594,11.952257663011551,1713672323,,False,11,e5151073,2024-04-21_06-05-23,80.5589542388916,933.8514127731323,34700,AT-MB-PC-EOS,127.0.0.1,933.8514127731323,11,64,0.0,3,0.0001
0.07743,0.92816,0.316,0.76654,0.21857216682504205,37.15726836025715,0.07345,0.93031,0.27779,0.72961,0.2190849831700325,5.4771245792508125,0.08194,0.92312,0.29393,0.73269,0.2332012534749751,11.42686142027378,1713672411,,False,12,e5151073,2024-04-21_06-06-51,88.45892119407654,1022.3103339672089,34700,AT-MB-PC-EOS,127.0.0.1,1022.3103339672089,12,64,0.0,3,0.0001
0.07743,0.92825,0.32427,0.77472,0.2154961482128676,36.634345196187496,0.07345,0.93091,0.31066,0.76027,0.21668521523475648,5.417130380868912,0.08194,0.9245,0.32101,0.75161,0.22874121732857763,11.208319649100304,1713672493,,False,13,e5151073,2024-04-21_06-08-13,81.56732082366943,1103.8776547908783,34700,AT-MB-PC-EOS,127.0.0.1,1103.8776547908783,13,64,0.0,3,0.0001
0.07743,0.92941,0.33985,0.78166,0.2111403503400438,35.893859557807446,0.07345,0.93118,0.32701,0.76643,0.21036727368831634,5.259181842207909,0.08194,0.92443,0.33751,0.77063,0.22678303308024697,11.112368620932102,1713672578,,False,14,e5151073,2024-04-21_06-09-38,85.06149816513062,1188.939152956009,34700,AT-MB-PC-EOS,127.0.0.1,1188.939152956009,14,64,0.0,3,0.0001
0.07743,0.92933,0.35116,0.79603,0.20730861863669228,35.242465168237686,0.07345,0.92795,0.27338,0.75268,0.21349436968564986,5.337359242141247,0.08194,0.92234,0.28881,0.7571,0.22902984552237451,11.222462430596352,1713672662,,False,15,e5151073,2024-04-21_06-11-02,84.42619037628174,1273.3653433322906,34700,AT-MB-PC-EOS,127.0.0.1,1273.3653433322906,15,64,0.0,3,0.0001
0.07743,0.93047,0.3686,0.79791,0.2064978057409034,35.10462697595358,0.07345,0.93266,0.29909,0.74742,0.2337733268737793,5.844333171844482,0.08194,0.92626,0.345,0.76554,0.23539065554433938,11.53414212167263,1713672744,,False,16,e5151073,2024-04-21_06-12-24,81.62952661514282,1354.9948699474335,34700,AT-MB-PC-EOS,127.0.0.1,1354.9948699474335,16,64,0.0,3,0.0001
0.07743,0.93202,0.381,0.80634,0.20027096981511397,34.046064868569374,0.07345,0.92955,0.33627,0.78233,0.21615015387535094,5.403753846883774,0.08194,0.92643,0.35386,0.78788,0.22379603829919076,10.966005876660347,1713672833,,False,17,e5151073,2024-04-21_06-13-53,88.85082912445068,1443.8456990718842,34700,AT-MB-PC-EOS,127.0.0.1,1443.8456990718842,17,64,0.0,3,0.0001
0.07743,0.93256,0.39192,0.81507,0.19946451660464792,33.908967822790146,0.07345,0.9323,0.34042,0.77973,0.2094106099009514,5.235265247523785,0.08194,0.92627,0.35673,0.78115,0.22103046215310387,10.83049264550209,1713672914,,False,18,e5151073,2024-04-21_06-15-14,81.46010994911194,1525.305809020996,34700,AT-MB-PC-EOS,127.0.0.1,1525.305809020996,18,64,0.0,3,0.0001
0.07743,0.93255,0.40644,0.82123,0.1954904969124233,33.23338447511196,0.07345,0.93065,0.30488,0.74583,0.21898739635944367,5.474684908986092,0.08194,0.92545,0.34695,0.76853,0.22213234189821748,10.884484753012657,1713673004,,False,19,e5151073,2024-04-21_06-16-44,89.4276168346405,1614.7334258556366,34700,AT-MB-PC-EOS,127.0.0.1,1614.7334258556366,19,64,0.0,3,0.0001
0.07743,0.93324,0.40666,0.82259,0.1936232036965735,32.91594462841749,0.07345,0.9297,0.30596,0.76513,0.21881068527698516,5.470267131924629,0.08194,0.92729,0.36843,0.78242,0.22976798716248298,11.258631370961666,1713673085,,False,20,e5151073,2024-04-21_06-18-05,81.56967306137085,1696.3030989170074,34700,AT-MB-PC-EOS,127.0.0.1,1696.3030989170074,20,64,0.0,3,0.0001
0.07743,0.93343,0.415,0.82569,0.19458520412445068,33.079484701156616,0.07345,0.9332,0.32531,0.77297,0.2052335125207901,5.1308378130197525,0.08194,0.92479,0.35077,0.78427,0.22367586089032038,10.960117183625698,1713673171,,False,21,e5151073,2024-04-21_06-19-31,85.93156170845032,1782.2346606254578,34700,AT-MB-PC-EOS,127.0.0.1,1782.2346606254578,21,64,0.0,3,0.0001
0.07743,0.93408,0.42598,0.83527,0.19024445221704595,32.34155687689781,0.07345,0.92985,0.32991,0.78141,0.21653193593025208,5.413298398256302,0.08194,0.92535,0.36428,0.79295,0.21629655908565132,10.598531395196915,1713673255,,False,22,e5151073,2024-04-21_06-20-55,84.22772884368896,1866.4623894691467,34700,AT-MB-PC-EOS,127.0.0.1,1866.4623894691467,22,64,0.0,3,0.0001
0.07743,0.93486,0.43404,0.83225,0.18938088723841837,32.19475083053112,0.07345,0.93578,0.35995,0.78181,0.20612464785575868,5.153116196393967,0.08194,0.92952,0.38823,0.78545,0.21490828525655123,10.53050597757101,1713673336,,False,23,e5151073,2024-04-21_06-22-16,80.97742462158203,1947.4398140907288,34700,AT-MB-PC-EOS,127.0.0.1,1947.4398140907288,23,64,0.0,3,0.0001
0.07743,0.93554,0.44366,0.83218,0.189141364746234,32.15403200685978,0.07345,0.93399,0.35725,0.79049,0.2036207437515259,5.090518593788147,0.08194,0.92776,0.39066,0.80065,0.21651760640801215,10.609362713992596,1713673425,,False,24,e5151073,2024-04-21_06-23-45,89.0834584236145,2036.5232725143433,34700,AT-MB-PC-EOS,127.0.0.1,2036.5232725143433,24,64,0.0,3,0.0001
0.07743,0.9361,0.45996,0.84601,0.1833543161258978,31.170233741402626,0.07345,0.93375,0.34672,0.77629,0.20890460044145584,5.222615011036396,0.08194,0.92923,0.40021,0.80237,0.21213471737443185,10.39460115134716,1713673507,,False,25,e5151073,2024-04-21_06-25-07,81.58809804916382,2118.111370563507,34700,AT-MB-PC-EOS,127.0.0.1,2118.111370563507,25,64,0.0,3,0.0001
0.07743,0.93559,0.45574,0.84678,0.18327974488630014,31.157556630671024,0.07345,0.93252,0.34249,0.77708,0.21377669781446457,5.344417445361614,0.08194,0.92771,0.38759,0.78871,0.2282846472701248,11.185947716236115,1713673596,,False,26,e5151073,2024-04-21_06-26-36,88.6823410987854,2206.7937116622925,34700,AT-MB-PC-EOS,127.0.0.1,2206.7937116622925,26,64,0.0,3,0.0001
0.07743,0.93673,0.46852,0.84802,0.18077552542090417,30.731839321553707,0.07345,0.93455,0.36015,0.78487,0.21299859255552292,5.324964813888073,0.08194,0.92819,0.39027,0.79578,0.22762711528612642,11.153728649020195,1713673677,,False,27,e5151073,2024-04-21_06-27-57,81.55334234237671,2288.347054004669,34700,AT-MB-PC-EOS,127.0.0.1,2288.347054004669,27,64,0.0,3,0.0001
0.07743,0.93699,0.47411,0.8553,0.17999429260106647,30.5990297421813,0.07345,0.93467,0.35292,0.78613,0.20726112216711046,5.181528054177761,0.08194,0.9293,0.42422,0.81229,0.2086723837621358,10.224946804344654,1713673763,,False,28,e5151073,2024-04-21_06-29-23,86.2136344909668,2374.560688495636,34700,AT-MB-PC-EOS,127.0.0.1,2374.560688495636,28,64,0.0,3,0.0001
0.07743,0.93761,0.48127,0.85334,0.18059037511839587,30.700363770127296,0.07345,0.93014,0.35032,0.7748,0.20859277456998826,5.214819364249706,0.08194,0.92709,0.40167,0.78757,0.21309340790826448,10.441576987504959,1713673847,,False,29,e5151073,2024-04-21_06-30-47,83.71248602867126,2458.2731745243073,34700,AT-MB-PC-EOS,127.0.0.1,2458.2731745243073,29,64,0.0,3,0.0001
0.07743,0.93829,0.48005,0.85714,0.17818653040072496,30.291710168123245,0.07345,0.93302,0.35856,0.79326,0.20550824731588363,5.137706182897091,0.08194,0.93056,0.42008,0.80528,0.21171859271672308,10.37421104311943,1713673929,,False,30,e5151073,2024-04-21_06-32-09,81.51224541664124,2539.7854199409485,34700,AT-MB-PC-EOS,127.0.0.1,2539.7854199409485,30,64,0.0,3,0.0001
0.07743,0.93926,0.50415,0.86276,0.17429013949106723,29.629323713481426,0.07345,0.93507,0.3563,0.78371,0.2038867336511612,5.09716834127903,0.08194,0.92952,0.4117,0.80047,0.2138385515736074,10.478089027106762,1713674017,,False,31,e5151073,2024-04-21_06-33-37,88.72093892097473,2628.506358861923,34700,AT-MB-PC-EOS,127.0.0.1,2628.506358861923,31,64,0.0,3,0.0001
0.07743,0.93789,0.49809,0.86526,0.17374925644082181,29.53737359493971,0.07345,0.93563,0.38788,0.80612,0.19250588208436967,4.8126470521092415,0.08194,0.93067,0.43558,0.80775,0.20387402541783392,9.989827245473862,1713674099,,False,32,e5151073,2024-04-21_06-34-59,81.28595280647278,2709.792311668396,34700,AT-MB-PC-EOS,127.0.0.1,2709.792311668396,32,64,0.0,3,0.0001
0.07743,0.93926,0.50352,0.86783,0.17334469022119747,29.46859733760357,0.07345,0.93402,0.38031,0.79817,0.19875582933425903,4.968895733356476,0.08194,0.93273,0.43737,0.8106,0.20371137893929772,9.981857568025589,1713674187,,False,33,e5151073,2024-04-21_06-36-27,88.27222442626953,2798.0645360946655,34700,AT-MB-PC-EOS,127.0.0.1,2798.0645360946655,33,64,0.0,3,0.0001
0.07743,0.93957,0.51047,0.86272,0.17351830755086506,29.49811228364706,0.07345,0.93589,0.37193,0.79882,0.20291925370693206,5.072981342673302,0.08194,0.9326,0.43966,0.81365,0.20568068523188027,10.078353576362133,1713674269,,False,34,e5151073,2024-04-21_06-37-49,81.67763090133667,2879.742166996002,34700,AT-MB-PC-EOS,127.0.0.1,2879.742166996002,34,64,0.0,3,0.0001
0.07743,0.94053,0.51494,0.87094,0.17164430048535853,29.179531082510948,0.07345,0.9356,0.38945,0.79287,0.19906002193689346,4.976500548422337,0.08194,0.932,0.43359,0.80659,0.20567823794423318,10.078233659267426,1713674356,,False,35,e5151073,2024-04-21_06-39-16,86.89246821403503,2966.6346352100372,34700,AT-MB-PC-EOS,127.0.0.1,2966.6346352100372,35,64,0.0,3,0.0001
