train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/optimizer/base_learning_rate
0.49966,0.0,0.0,0.0,0.50451,0.6946495632492107,256.32568883895874,0.49958,0.0,0.0,0.0,0.50193,0.694423851966858,52.08178889751434,1715761998,,False,1,800526e5,2024-05-15_10-33-18,20.869179010391235,20.869179010391235,48424,AT-MB-PC-E13,127.0.0.1,20.869179010391235,1,64,3,0.0001
0.49864,0.4985,0.3387,0.40335,0.50115,0.6934217550567172,255.87262761592865,0.50463,0.50926,0.27778,0.35948,0.51857,0.69272758324941,51.95456874370575,1715762017,,False,2,800526e5,2024-05-15_10-33-37,19.19425320625305,40.06343221664429,48424,AT-MB-PC-E13,127.0.0.1,40.06343221664429,2,64,3,0.0001
0.50976,0.51286,0.40231,0.45091,0.51518,0.6928280887564993,255.65356475114822,0.50379,0.66667,0.01684,0.03284,0.5865,0.6918364548683167,51.88773411512375,1715762036,,False,3,800526e5,2024-05-15_10-33-56,19.54882550239563,59.61225771903992,48424,AT-MB-PC-E13,127.0.0.1,59.61225771903992,3,64,3,0.0001
0.53437,0.54497,0.42028,0.47458,0.55592,0.6901004463030393,254.64706468582153,0.53665,0.52091,0.92256,0.66586,0.67606,0.685415530204773,51.40616476535797,1715762056,,False,4,800526e5,2024-05-15_10-34-16,19.91255807876587,79.52481579780579,48424,AT-MB-PC-E13,127.0.0.1,79.52481579780579,4,64,3,0.0001
0.67252,0.66927,0.68301,0.67607,0.74158,0.6620452714160205,244.2947051525116,0.96967,0.94286,1.0,0.97059,0.98739,0.5895169774691263,44.21377331018448,1715762075,,False,5,800526e5,2024-05-15_10-34-35,18.77251672744751,98.2973325252533,48424,AT-MB-PC-E13,127.0.0.1,98.2973325252533,5,64,3,0.0001
0.95528,0.95308,0.95777,0.95542,0.98762,0.34391807383153494,126.9057692438364,0.98484,0.98,0.9899,0.98492,0.98995,0.11170931612451872,8.378198709338903,1715762095,,False,6,800526e5,2024-05-15_10-34-55,19.38826012611389,117.68559265136719,48424,AT-MB-PC-E13,127.0.0.1,117.68559265136719,6,64,3,0.0001
0.9804,0.9739,0.98728,0.98054,0.99597,0.07312635693265009,26.983625708147883,0.98231,0.9799,0.98485,0.98237,0.98977,0.06622860688095292,4.967145516071469,1715762113,,False,7,800526e5,2024-05-15_10-35-13,18.79822301864624,136.48381567001343,48424,AT-MB-PC-E13,127.0.0.1,136.48381567001343,7,64,3,0.0001
0.97369,0.96815,0.97965,0.97387,0.99429,0.07910403953537062,29.18939058855176,0.98315,0.97674,0.9899,0.98328,0.99067,0.07925763788633049,5.944322841474786,1715762133,,False,8,800526e5,2024-05-15_10-35-33,19.718394994735718,156.20221066474915,48424,AT-MB-PC-E13,127.0.0.1,156.20221066474915,8,64,3,0.0001
0.97683,0.97117,0.98287,0.97699,0.99525,0.07199128329077784,26.56478353429702,0.98315,0.98316,0.98316,0.98316,0.98996,0.07719086096156388,5.789314572117291,1715762154,,False,9,800526e5,2024-05-15_10-35-54,20.468889236450195,176.67109990119934,48424,AT-MB-PC-E13,127.0.0.1,176.67109990119934,9,64,3,0.0001
0.97853,0.97798,0.97914,0.97856,0.99579,0.0693408460804289,25.586772203678265,0.98399,0.97837,0.9899,0.9841,0.99175,0.08401764852305253,6.30132363922894,1715762175,,True,10,800526e5,2024-05-15_10-36-15,21.031219244003296,197.70231914520264,48424,AT-MB-PC-E13,127.0.0.1,197.70231914520264,10,64,3,0.0001
