train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/optimizer/base_learning_rate
0.49966,0.0,0.0,0.0,0.5045,0.6946495613108482,256.325688123703,0.49958,0.0,0.0,0.0,0.50193,0.6944238511721293,52.0817888379097,1715762318,,False,1,e30f8fde,2024-05-15_10-38-38,21.24632167816162,21.24632167816162,48424,AT-MB-PC-E13,127.0.0.1,21.24632167816162,1,64,3,0.0001
0.49949,0.49973,0.31682,0.38779,0.50162,0.6934045687277466,255.86628586053848,0.51643,0.54274,0.2138,0.30676,0.52341,0.6926562436421713,51.94921827316284,1715762338,,False,2,e30f8fde,2024-05-15_10-38-58,20.278320789337158,41.52464246749878,48424,AT-MB-PC-E13,127.0.0.1,41.52464246749878,2,64,3,0.0001
0.51112,0.51407,0.41842,0.46134,0.51898,0.6926626588917038,255.59252113103867,0.51727,0.66667,0.07071,0.12785,0.59055,0.6916024867693583,51.870186507701874,1715762357,,False,3,e30f8fde,2024-05-15_10-39-17,18.845466375350952,60.37010884284973,48424,AT-MB-PC-E13,127.0.0.1,60.37010884284973,3,64,3,0.0001
0.54642,0.55767,0.45183,0.4992,0.56862,0.6894412158627498,254.40380865335464,0.5358,0.52026,0.92929,0.66707,0.6982,0.6841567206382752,51.311754047870636,1715762380,,False,4,e30f8fde,2024-05-15_10-39-40,22.995669841766357,83.36577868461609,48424,AT-MB-PC-E13,127.0.0.1,83.36577868461609,4,64,3,0.0001
0.67804,0.67196,0.69657,0.68404,0.74826,0.6573633822968336,242.56708806753159,0.97304,0.95765,0.9899,0.97351,0.98912,0.5803477303187052,43.52607977390289,1715762405,,False,5,e30f8fde,2024-05-15_10-40-05,24.4620623588562,107.82784104347229,48424,AT-MB-PC-E13,127.0.0.1,107.82784104347229,5,64,3,0.0001
0.95222,0.94747,0.9576,0.95251,0.98825,0.32585135877617005,120.23915138840675,0.98315,0.98976,0.97643,0.98305,0.98978,0.13274209707975387,9.95565728098154,1715762429,,False,6,e30f8fde,2024-05-15_10-40-29,24.536875247955322,132.3647162914276,48424,AT-MB-PC-E13,127.0.0.1,132.3647162914276,6,64,3,0.0001
0.98201,0.97749,0.98677,0.98211,0.99662,0.07141307194220019,26.351423546671867,0.98147,0.97987,0.98316,0.98151,0.99114,0.06510025061666966,4.882518796250224,1715762451,,False,7,e30f8fde,2024-05-15_10-40-51,21.885847568511963,154.25056385993958,48424,AT-MB-PC-E13,127.0.0.1,154.25056385993958,7,64,3,0.0001
0.97904,0.97367,0.98474,0.97917,0.99579,0.06414680063679087,23.670169434975833,0.98484,0.98,0.9899,0.98492,0.99158,0.07375010125959913,5.531257594469935,1715762476,,False,8,e30f8fde,2024-05-15_10-41-16,24.771144151687622,179.0217080116272,48424,AT-MB-PC-E13,127.0.0.1,179.0217080116272,8,64,3,0.0001
0.98082,0.97599,0.98592,0.98093,0.99612,0.062050076724165106,22.896478311216924,0.98315,0.98976,0.97643,0.98305,0.99043,0.09190581799174348,6.892936349380761,1715762500,,False,9,e30f8fde,2024-05-15_10-41-40,24.177720308303833,203.19942831993103,48424,AT-MB-PC-E13,127.0.0.1,203.19942831993103,9,64,3,0.0001
0.98201,0.9791,0.98507,0.98208,0.99652,0.05769252183618084,21.288540557550732,0.98484,0.98322,0.98653,0.98487,0.9919,0.08143772017831603,6.107829013373703,1715762525,,True,10,e30f8fde,2024-05-15_10-42-05,25.156001567840576,228.3554298877716,48424,AT-MB-PC-E13,127.0.0.1,228.3554298877716,10,64,3,0.0001
