train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate,logdir
0.9,0.87654,0.90254,0.88935,0.96957,0.2499237174496931,8.497406393289566,0.70199,0.73684,0.58333,0.65116,0.77461,0.7093826651573181,3.5469133257865906,0.72185,0.74419,0.65306,0.69565,0.8086,0.6098654925823211,6.098654925823212,1715905076,,False,100,7895c322,2024-05-17_02-17-56,74.01224565505981,7780.0196306705475,37752,AT-MB-PC-E13,127.0.0.1,7780.0196306705475,100,128,0.2,10,0.0001,7895c322
0.91132,0.89873,0.90254,0.90063,0.97097,0.24560067649273312,8.350423000752926,0.68212,0.7069,0.56944,0.63077,0.76389,0.7435423374176026,3.7177116870880127,0.72517,0.75397,0.64626,0.69597,0.81953,0.6041940659284591,6.041940659284592,1715905077,,False,100,f767df88,2024-05-17_02-17-57,73.91137099266052,7775.591479301453,9388,AT-MB-PC-E13,127.0.0.1,7775.591479301453,100,128,0.2,10,0.0001,f767df88
0.9217,0.90103,0.92585,0.91327,0.97895,0.18702894295839703,6.358984060585499,0.72848,0.73134,0.68056,0.70504,0.79395,0.7300778865814209,3.6503894329071045,0.71854,0.74219,0.64626,0.69091,0.8011,0.6677528858184815,6.6775288581848145,1715901746,,False,100,9bafa7aa,2024-05-17_01-22-26,43.93999528884888,4439.213896036148,35820,AT-MB-PC-E13,127.0.0.1,4439.213896036148,100,64,0.0,3,0.0001,9bafa7aa
