train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate
0.5,0.49215,0.32867,0.39413,0.48703,1.5236997980820506,28.95029616355896,0.5,0.5,0.22727,0.3125,0.4969,0.9691747824350992,2.907524347305298,1714930206,,False,1,519896ee,2024-05-05_19-30-06,8.521187543869019,8.521187543869019,24788,AT-MB-PC-E13,127.0.0.1,8.521187543869019,1,32,1,0.0,1e-05
0.48443,0.46809,0.30769,0.37131,0.49226,1.475551310338472,28.03547489643097,0.5,0.5,0.31818,0.38889,0.49768,1.420681397120158,4.262044191360474,1714930213,,False,2,519896ee,2024-05-05_19-30-13,7.398112058639526,15.919299602508545,24788,AT-MB-PC-E13,127.0.0.1,15.919299602508545,2,32,1,0.0,1e-05
0.49654,0.48649,0.31469,0.38217,0.49607,1.4115656112369739,26.819746613502502,0.5,0.5,0.27273,0.35294,0.49716,1.6825154622395833,5.04754638671875,1714930221,,False,3,519896ee,2024-05-05_19-30-21,7.958423614501953,23.877723217010498,24788,AT-MB-PC-E13,127.0.0.1,23.877723217010498,3,32,1,0.0,1e-05
0.50865,0.50515,0.34266,0.40833,0.4914,1.3598529163159823,25.837205410003662,0.5,0.5,0.31818,0.38889,0.49716,1.6036535898844402,4.81096076965332,1714930229,,False,4,519896ee,2024-05-05_19-30-29,8.001630544662476,31.879353761672974,24788,AT-MB-PC-E13,127.0.0.1,31.879353761672974,4,32,1,0.0,1e-05
0.49308,0.48168,0.32168,0.38574,0.48189,1.3133247086876316,24.953169465065002,0.5,0.5,0.27273,0.35294,0.49406,1.41831374168396,4.25494122505188,1714930237,,False,5,519896ee,2024-05-05_19-30-37,8.039427995681763,39.918781757354736,24788,AT-MB-PC-E13,127.0.0.1,39.918781757354736,5,32,1,0.0,1e-05
0.48097,0.46277,0.3042,0.36709,0.49638,1.1915061097396047,22.63861608505249,0.5,0.5,0.22727,0.3125,0.49948,1.169191837310791,3.507575511932373,1714930245,,False,6,519896ee,2024-05-05_19-30-45,7.6173460483551025,47.53612780570984,24788,AT-MB-PC-E13,127.0.0.1,47.53612780570984,6,32,1,0.0,1e-05
0.50346,0.49727,0.31818,0.38806,0.49541,0.9929083021063554,18.865257740020752,0.5,0.5,0.18182,0.26667,0.49871,1.0252641240755718,3.075792372226715,1714930252,,False,7,519896ee,2024-05-05_19-30-52,7.535013198852539,55.07114100456238,24788,AT-MB-PC-E13,127.0.0.1,55.07114100456238,7,32,1,0.0,1e-05
0.50519,0.5,0.2972,0.37281,0.49792,0.8870955140967118,16.854814767837524,0.5,0.5,0.18182,0.26667,0.49483,0.8575748205184937,2.572724461555481,1714930260,,False,8,519896ee,2024-05-05_19-31-00,7.466552734375,62.53769373893738,24788,AT-MB-PC-E13,127.0.0.1,62.53769373893738,8,32,1,0.0,1e-05
0.50346,0.49655,0.25175,0.33411,0.50071,0.792613823162882,15.059662640094757,0.5,0.5,0.09091,0.15385,0.50026,0.7850618759791056,2.355185627937317,1714930268,,False,9,519896ee,2024-05-05_19-31-08,7.716479063034058,70.25417280197144,24788,AT-MB-PC-E13,127.0.0.1,70.25417280197144,9,32,1,0.0,1e-05
0.5173,0.52555,0.25175,0.34043,0.49404,0.7605707080740678,14.450843453407288,0.5,0.5,0.13636,0.21429,0.50465,0.7509747942288717,2.252924382686615,1714930276,,False,10,519896ee,2024-05-05_19-31-16,7.9222731590271,78.17644596099854,24788,AT-MB-PC-E13,127.0.0.1,78.17644596099854,10,32,1,0.0,1e-05
0.52076,0.52381,0.34615,0.41684,0.50517,0.7357695196804247,13.97962087392807,0.51136,0.54545,0.13636,0.21818,0.50181,0.7380211353302002,2.2140634059906006,1714930284,,False,11,519896ee,2024-05-05_19-31-24,7.897093296051025,86.07353925704956,24788,AT-MB-PC-E13,127.0.0.1,86.07353925704956,11,32,1,0.0,1e-05
0.50692,0.50237,0.37063,0.42656,0.50087,0.7367743285078752,13.998712241649628,0.5,0.5,0.09091,0.15385,0.50826,0.7411965727806091,2.2235897183418274,1714930291,,False,12,519896ee,2024-05-05_19-31-31,7.505200147628784,93.57873940467834,24788,AT-MB-PC-E13,127.0.0.1,93.57873940467834,12,32,1,0.0,1e-05
0.50692,0.50211,0.41608,0.45507,0.49246,0.7219347138153879,13.71675956249237,0.5,0.5,0.18182,0.26667,0.50103,0.7364873687426249,2.2094621062278748,1714930299,,False,13,519896ee,2024-05-05_19-31-39,7.962567329406738,101.54130673408508,24788,AT-MB-PC-E13,127.0.0.1,101.54130673408508,13,32,1,0.0,1e-05
0.5173,0.51613,0.39161,0.44533,0.51038,0.7090913120069002,13.472734928131104,0.5,0.5,0.27273,0.35294,0.49768,0.7310839891433716,2.1932519674301147,1714930307,,False,14,519896ee,2024-05-05_19-31-47,7.83497166633606,109.37627840042114,24788,AT-MB-PC-E13,127.0.0.1,109.37627840042114,14,32,1,0.0,1e-05
0.51211,0.5084,0.42308,0.46183,0.50314,0.7194800784713343,13.670121490955353,0.5,0.5,0.45455,0.47619,0.50646,0.7249057094256083,2.174717128276825,1714930315,,False,15,519896ee,2024-05-05_19-31-55,7.891700029373169,117.26797842979431,24788,AT-MB-PC-E13,127.0.0.1,117.26797842979431,15,32,1,0.0,1e-05
0.48789,0.48,0.41958,0.44776,0.47117,0.7171782443397924,13.626386642456055,0.5,0.5,0.27273,0.35294,0.49845,0.7132374246915182,2.1397122740745544,1714930323,,False,16,519896ee,2024-05-05_19-32-03,7.8796706199646,125.14764904975891,24788,AT-MB-PC-E13,127.0.0.1,125.14764904975891,16,32,1,0.0,1e-05
0.51557,0.51172,0.45804,0.48339,0.5004,0.7194525160287556,13.669597804546356,0.5,0.5,0.27273,0.35294,0.49871,0.7222175200780233,2.16665256023407,1714930330,,False,17,519896ee,2024-05-05_19-32-10,6.977508068084717,132.12515711784363,24788,AT-MB-PC-E13,127.0.0.1,132.12515711784363,17,32,1,0.0,1e-05
0.50173,0.49583,0.41608,0.45247,0.50019,0.7136702286569696,13.559734344482422,0.51136,0.51282,0.45455,0.48193,0.50878,0.7231395244598389,2.1694185733795166,1714930337,,False,18,519896ee,2024-05-05_19-32-17,7.820468425750732,139.94562554359436,24788,AT-MB-PC-E13,127.0.0.1,139.94562554359436,18,32,1,0.0,1e-05
0.50519,0.5,0.41259,0.45211,0.4926,0.7102892649801154,13.495496034622192,0.5,0.5,0.36364,0.42105,0.50465,0.7065329949061075,2.1195989847183228,1714930346,,False,19,519896ee,2024-05-05_19-32-26,8.336114406585693,148.28173995018005,24788,AT-MB-PC-E13,127.0.0.1,148.28173995018005,19,32,1,0.0,1e-05
