train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times,logdir
0.79,0.71,1.0,0.83,0.91,0.2905278592489851,90.64469208568335,0.73,0.66,0.93,0.78,0.85,0.8255391908339418,258.3937667310238,1712415938,,True,100,8516b161,2024-04-06_17-05-38,45.77759289741516,4736.55726480484,46560,AT-MB-PC-E13,127.0.0.1,4736.55726480484,100,1,8516b161
0.99,0.99,1.0,0.99,1.0,0.009025645223862098,2.8160013098449745,0.97,0.97,0.98,0.97,0.99,0.2898962612716841,90.73752977803713,1712418581,,True,100,46698c3a,2024-04-06_17-49-41,77.95566058158875,7372.5363919734955,47072,AT-MB-PC-E13,127.0.0.1,7372.5363919734955,100,3,46698c3a
0.5,0.5,0.56,0.53,0.5,0.6994040182385689,218.2140536904335,0.5,0.5,0.48,0.49,0.5,0.6970887342200112,218.1887738108635,1712416050,,True,2,790001fa,2024-04-06_17-07-30,42.77622127532959,111.87927174568176,46560,AT-MB-PC-E13,127.0.0.1,111.87927174568176,2,1,790001fa
0.99,0.99,1.0,0.99,1.0,0.008702591059463138,2.715208410552499,0.97,0.96,0.98,0.97,0.99,0.2811684410386438,88.00572204509551,1712421259,,False,75,01653fc1,2024-04-06_18-34-19,71.1565191745758,5208.154396772385,46560,AT-MB-PC-E13,127.0.0.1,5208.154396772385,75,3,01653fc1
0.53,0.53,0.48,0.5,0.54,0.6960693695224248,217.17364329099655,0.54,0.69,0.16,0.26,0.64,0.6802186640306783,212.90844184160233,1712418737,,True,2,e19e3825,2024-04-06_17-52-17,64.52862000465393,156.0629427433014,47072,AT-MB-PC-E13,127.0.0.1,156.0629427433014,2,2,e19e3825
0.53,0.53,0.48,0.51,0.54,0.6957234705869968,217.065722823143,0.53,0.73,0.1,0.17,0.62,0.6956229287976274,217.72997671365738,1712418889,,True,2,ed154c93,2024-04-06_17-54-49,63.14055323600769,152.29390382766724,47072,AT-MB-PC-E13,127.0.0.1,152.29390382766724,2,2,ed154c93
