train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.5,0.5,0.83,0.62,0.5,1.0553400431608044,1815.1848742365837,0.5,0.5,0.84,0.63,0.5,1.0721198385352984,393.46798074245453,0.5,0.5,0.83,0.63,0.5,1.0827164035953887,395.1914873123169,1713209668,,False,1,da7ec0c7,2024-04-15_21-34-28,425.1032717227936,425.1032717227936,35900,AT-MB-PC-E13,127.0.0.1,425.1032717227936,1,3
0.82,0.82,0.83,0.82,0.93,0.3180133444701083,546.9829524885863,0.93,0.95,0.9,0.92,0.99,0.15876614196576197,58.26717410143465,0.93,0.94,0.91,0.93,0.99,0.1585170905883998,57.85873806476593,1713210059,,False,2,da7ec0c7,2024-04-15_21-40-59,391.2860450744629,816.3893167972565,35900,AT-MB-PC-E13,127.0.0.1,816.3893167972565,2,3
0.94,0.94,0.94,0.94,0.99,0.12087164810901985,207.89923474751413,0.95,0.95,0.95,0.95,0.99,0.10228589239859527,37.538922510284465,0.95,0.95,0.95,0.95,0.99,0.10060312658395261,36.7201412031427,1713210449,,False,3,da7ec0c7,2024-04-15_21-47-29,390.44203639030457,1206.831353187561,35900,AT-MB-PC-E13,127.0.0.1,1206.831353187561,3,3
0.96,0.96,0.96,0.96,1.0,0.08912043759777336,153.28715266817017,0.95,0.99,0.91,0.95,1.0,0.14136063177591382,51.87935186176037,0.95,0.99,0.91,0.95,1.0,0.14059894798699868,51.31861601525452,1713210839,,False,4,da7ec0c7,2024-04-15_21-53-59,389.23143243789673,1596.0627856254578,35900,AT-MB-PC-E13,127.0.0.1,1596.0627856254578,4,3
0.96,0.96,0.96,0.96,1.0,0.07863417409305755,135.25077944005898,0.97,0.98,0.95,0.97,1.0,0.0754251898126526,27.681044661243504,0.97,0.98,0.96,0.97,1.0,0.0678192396970314,24.754022489416457,1713211218,,False,5,da7ec0c7,2024-04-15_22-00-18,379.2457911968231,1975.3085768222809,35900,AT-MB-PC-E13,127.0.0.1,1975.3085768222809,5,3
0.97,0.97,0.97,0.97,1.0,0.0679864686466063,116.93672607216286,0.96,0.93,0.98,0.96,1.0,0.10632565326118595,39.021514746855246,0.96,0.94,0.98,0.96,1.0,0.10218718397743642,37.298322151764296,1713211592,,False,6,da7ec0c7,2024-04-15_22-06-32,374.24968552589417,2349.558262348175,35900,AT-MB-PC-E13,127.0.0.1,2349.558262348175,6,3
0.97,0.97,0.97,0.97,1.0,0.06235647205501791,107.2531319346308,0.97,0.96,0.98,0.97,1.0,0.06322802911848477,23.20468668648391,0.97,0.96,0.99,0.97,1.0,0.05896992082394618,21.524021100740356,1713211969,,False,7,da7ec0c7,2024-04-15_22-12-49,376.5175848007202,2726.0758471488953,35900,AT-MB-PC-E13,127.0.0.1,2726.0758471488953,7,3
0.97,0.97,0.98,0.97,1.0,0.05613832347288164,96.55791637335642,0.97,0.98,0.97,0.97,1.0,0.061857907544542436,22.701852068847074,0.98,0.98,0.97,0.98,1.0,0.05571531511756292,20.336090017910465,1713212343,,False,8,da7ec0c7,2024-04-15_22-19-03,374.50885128974915,3100.5846984386444,35900,AT-MB-PC-E13,127.0.0.1,3100.5846984386444,8,3
0.98,0.98,0.98,0.98,1.0,0.049736484740206345,85.54675375315492,0.98,0.98,0.97,0.98,1.0,0.048732353137050786,17.88477360129764,0.98,0.98,0.98,0.98,1.0,0.045751753735355234,16.69939011340466,1713212718,,False,9,da7ec0c7,2024-04-15_22-25-18,374.41353964805603,3474.9982380867004,35900,AT-MB-PC-E13,127.0.0.1,3474.9982380867004,9,3
0.98,0.98,0.98,0.98,1.0,0.04449826813617598,76.53702119422269,0.98,0.98,0.97,0.98,1.0,0.06130650559837479,22.499487554603547,0.98,0.98,0.97,0.98,1.0,0.057328798644239086,20.925011505147268,1713213093,,False,10,da7ec0c7,2024-04-15_22-31-33,375.83659625053406,3850.8348343372345,35900,AT-MB-PC-E13,127.0.0.1,3850.8348343372345,10,3
