train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.08,0.92,0.21,0.69,0.24523442264865428,41.689851850271225,0.07,0.93,0.22,0.67,0.2426968139410019,6.067420348525047,1712874528,,True,100,f931e5bf,2024-04-12_00-28-48,193.31800150871277,19588.868760347366,35604,AT-MB-PC-EOS,127.0.0.1,19588.868760347366,100,64,3,0.5,1e-05,f931e5bf
0.08,0.93,0.39,0.83,0.19012714251875878,32.32161422818899,0.07,0.93,0.36,0.81,0.19231180161237715,4.807795040309429,1712890500,,True,100,db338203,2024-04-12_04-55-00,356.49657464027405,35527.49242091179,15224,AT-MB-PC-EOS,127.0.0.1,35527.49242091179,100,256,6,0.5,0.001,db338203
0.08,0.92,0.21,0.69,0.24525266964645948,41.69295383989811,0.07,0.93,0.22,0.67,0.2428630006313324,6.07157501578331,1712874541,,True,100,53bbdeae,2024-04-12_00-29-01,185.91799545288086,19561.110580205917,40180,AT-MB-PC-EOS,127.0.0.1,19561.110580205917,100,64,3,0.5,1e-05,53bbdeae
0.08,0.81,0.1,0.51,0.4549832580720677,77.34715387225151,0.07,0.83,0.11,0.51,0.4332640135288239,10.831600338220596,1712876407,,True,5,3e5e17bc,2024-04-12_01-00-07,370.8631567955017,1868.0824468135834,37320,AT-MB-PC-EOS,127.0.0.1,1868.0824468135834,5,64,6,0.5,1e-05,3e5e17bc
0.08,0.94,0.58,0.89,0.1575654962045305,26.786134354770184,0.07,0.94,0.38,0.81,0.19563280284404755,4.890820071101189,1712894056,,True,100,d01cc197,2024-04-12_05-54-16,187.8312737941742,19496.65357875824,35248,AT-MB-PC-EOS,127.0.0.1,19496.65357875824,100,64,3,0.0,0.0001,d01cc197
0.08,0.94,0.51,0.88,0.17023541690672145,28.940020874142647,0.07,0.93,0.39,0.81,0.20196004450321198,5.049001112580299,1712895993,,True,100,9a68ca5b,2024-04-12_06-26-33,192.19157433509827,19577.0256626606,7808,AT-MB-PC-EOS,127.0.0.1,19577.0256626606,100,256,3,0.5,0.001,9a68ca5b
0.08,0.91,0.09,0.51,0.33064633537741267,56.209877014160156,0.07,0.91,0.08,0.46,0.3533125966787338,8.832814916968346,1712893446,,True,5,ddd8169f,2024-04-12_05-44-06,577.7536125183105,2910.3812131881714,41716,AT-MB-PC-EOS,127.0.0.1,2910.3812131881714,5,256,10,0.5,0.0001,ddd8169f
0.08,0.8,0.08,0.48,0.46105871533646303,78.37998160719872,0.07,0.83,0.07,0.42,0.43265451431274415,10.816362857818604,1712896414,,True,5,1533e643,2024-04-12_06-33-34,583.3843419551849,2961.115923643112,47340,AT-MB-PC-EOS,127.0.0.1,2961.115923643112,5,256,10,0.2,1e-05,1533e643
0.08,0.94,0.55,0.89,0.16240510817836312,27.60886839032173,0.07,0.94,0.4,0.82,0.197422032058239,4.935550801455975,1712931235,,True,100,a0d96923,2024-04-12_16-13-55,371.98908019065857,37150.030700445175,40108,AT-MB-PC-EOS,127.0.0.1,37150.030700445175,100,64,6,0.2,0.0001,a0d96923
0.08,0.73,0.09,0.48,0.5551267096224953,94.3715406358242,0.07,0.78,0.08,0.45,0.49212249875068664,12.303062468767166,1712897019,,True,5,ef8fda5f,2024-04-12_06-43-39,207.77521920204163,1018.0899949073792,29084,AT-MB-PC-EOS,127.0.0.1,1018.0899949073792,5,256,3,0.5,1e-05,ef8fda5f
