train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_mean_loss,test_sum_loss
6.34,-46.39,-0.11,42.07,6.49,6.339988456349906,9579.722557544708,6.37,-45.5,-0.16,42.58,6.53,6.365446680857811,2062.404724597931,6.43,-49.32,-0.18,43.46,6.59,6.433242694831189,2084.370633125305
1.4,-3.5,0.29,3.99,2.0,1.4022134612286667,2118.7445399165154,0.8,-0.36,0.56,1.25,1.12,0.8004408751924833,259.3428435623646,0.83,-0.56,0.52,1.35,1.16,0.8256074217734514,267.49680465459824
0.72,-0.11,0.57,0.99,0.99,0.7249037477648235,1095.3295628726482,0.55,0.34,0.71,0.6,0.78,0.5459874407560737,176.89993080496788,0.55,0.29,0.69,0.61,0.78,0.5509582367944129,178.51046872138977
0.56,0.35,0.69,0.58,0.76,0.5637078521702954,851.7625646293163,0.53,0.44,0.76,0.51,0.71,0.5317976963188913,172.30245360732079,0.54,0.4,0.74,0.52,0.72,0.538157433639338,174.3630084991455
0.5,0.49,0.74,0.45,0.67,0.49893603099646905,753.8923428356647,0.48,0.52,0.76,0.44,0.66,0.4777159353281245,154.77996304631233,0.47,0.53,0.75,0.4,0.64,0.46732896833140175,151.41458573937416
0.46,0.55,0.77,0.4,0.63,0.4636420000080712,700.5630620121956,0.44,0.57,0.82,0.39,0.62,0.44144060214360553,143.0267550945282,0.44,0.56,0.81,0.38,0.61,0.44262737026553095,143.41126796603203
0.44,0.6,0.8,0.36,0.6,0.4392048399390013,663.638513147831,0.44,0.62,0.83,0.35,0.59,0.4361303692430626,141.30623963475227,0.43,0.62,0.83,0.33,0.58,0.4333954175221331,140.42011527717113
0.43,0.62,0.81,0.34,0.58,0.4255248710739936,642.9680801928043,0.38,0.68,0.84,0.3,0.54,0.3831852538350188,124.15202224254608,0.38,0.69,0.84,0.27,0.52,0.3757611547631246,121.74661414325237
0.41,0.64,0.82,0.32,0.56,0.41186806106906626,622.3326402753592,0.51,0.45,0.82,0.5,0.71,0.5127352300433465,166.12621453404427,0.5,0.48,0.82,0.45,0.67,0.4999328938163357,161.97825759649277
0.41,0.65,0.83,0.31,0.55,0.40547739373659314,612.6763419359922,0.43,0.61,0.86,0.36,0.6,0.42555986289624814,137.8813955783844,0.41,0.62,0.85,0.33,0.57,0.4121752315097385,133.54477500915527
0.4,0.67,0.83,0.3,0.54,0.3986395197661013,602.344314366579,0.42,0.62,0.86,0.35,0.59,0.4164624909559886,134.9338470697403,0.4,0.64,0.86,0.31,0.56,0.40318630700126107,130.63236346840858
0.39,0.68,0.84,0.29,0.53,0.391918361847721,592.1886447519064,0.36,0.71,0.87,0.26,0.51,0.36165211220950255,117.17528435587883,0.36,0.72,0.86,0.25,0.5,0.35520542514177017,115.08655774593353
0.38,0.69,0.84,0.27,0.52,0.38463673440333945,581.1861056834459,0.38,0.66,0.85,0.31,0.56,0.38200700568196216,123.77026984095573,0.37,0.68,0.85,0.28,0.53,0.36794603358448286,119.21451488137245
0.38,0.7,0.85,0.27,0.52,0.37863364849242054,572.1154428720474,0.36,0.74,0.87,0.24,0.49,0.36427785446982325,118.02602484822273,0.36,0.73,0.86,0.24,0.49,0.3631004584884202,117.64454855024815
0.37,0.71,0.85,0.26,0.51,0.37386244648856726,564.9061566442251,0.35,0.74,0.87,0.24,0.49,0.348912229232582,113.04756227135658,0.34,0.74,0.87,0.22,0.47,0.3408288270878939,110.42853997647762
0.37,0.71,0.85,0.26,0.51,0.37180822451606954,561.8022272437811,0.42,0.68,0.87,0.3,0.55,0.42092676635509657,136.38027229905128,0.42,0.66,0.86,0.3,0.54,0.4213212175685682,136.5080744922161
0.37,0.72,0.86,0.25,0.5,0.36781284969465217,555.7652158886194,0.35,0.76,0.88,0.22,0.47,0.3466481711761451,112.31400746107101,0.34,0.75,0.87,0.22,0.46,0.3447125815315011,111.68687641620636
0.36,0.73,0.86,0.24,0.49,0.3624260855936042,547.6258153319359,0.33,0.77,0.88,0.21,0.45,0.3327750823472017,107.81912668049335,0.33,0.77,0.88,0.2,0.44,0.32767635298731884,106.16713836789131
0.36,0.73,0.86,0.24,0.49,0.3582848564312996,541.3684180676937,0.44,0.67,0.88,0.3,0.55,0.4386695718139778,142.1289412677288,0.44,0.65,0.88,0.3,0.55,0.4390111776229776,142.23962154984474
0.35,0.74,0.87,0.23,0.48,0.3536246472699685,534.3268420249224,0.35,0.76,0.88,0.22,0.47,0.3488765422852687,113.03599970042706,0.35,0.75,0.87,0.22,0.47,0.34837277086428653,112.87277776002884
0.35,0.74,0.87,0.23,0.48,0.35146738323527876,531.0672160685062,0.35,0.76,0.89,0.22,0.47,0.348585244866065,112.94161933660507,0.34,0.75,0.88,0.21,0.46,0.34469195303541644,111.68019278347492
0.35,0.75,0.87,0.23,0.48,0.35071271488320976,529.92691218853,0.34,0.75,0.88,0.23,0.48,0.3411825515881733,110.54314671456814,0.33,0.75,0.88,0.22,0.46,0.33322575633172635,107.96514505147934
0.35,0.75,0.87,0.22,0.47,0.3467930106730906,524.0042391270399,0.33,0.77,0.89,0.21,0.46,0.33416933023635254,108.27086299657822,0.33,0.77,0.88,0.2,0.45,0.33092621755268836,107.22009448707104
0.34,0.75,0.87,0.22,0.47,0.34371002152572006,519.345842525363,0.39,0.72,0.89,0.26,0.51,0.38528453020585907,124.83218778669834,0.39,0.7,0.88,0.26,0.51,0.38604263804944944,125.07781472802162
0.34,0.75,0.87,0.22,0.47,0.3440619203564665,519.8775616586208,0.32,0.79,0.89,0.19,0.44,0.3178810963384163,102.99347521364689,0.32,0.78,0.89,0.19,0.43,0.3158453987152488,102.33390918374062
0.34,0.76,0.87,0.22,0.47,0.3424779413789412,517.4841694235802,0.59,0.45,0.89,0.51,0.71,0.5913372691030856,191.59327518939972,0.58,0.44,0.89,0.49,0.7,0.5824472306319225,188.7129027247429
0.34,0.76,0.88,0.21,0.46,0.3387412781020334,511.8380712121725,0.38,0.73,0.89,0.25,0.5,0.37788418041151245,122.43447445333004,0.38,0.72,0.89,0.24,0.49,0.37829268337399874,122.56682941317558
0.34,0.76,0.88,0.21,0.46,0.3354740897742113,506.9013496488333,0.36,0.73,0.89,0.25,0.5,0.3625698780388008,117.47264048457146,0.35,0.73,0.89,0.23,0.48,0.35277289933996436,114.29841938614845
