train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate,logdir
0.98,0.97,0.98,0.98,1.0,0.05232823029270067,1.7791598299518228,0.71,0.7,0.68,0.69,0.76,1.7117728114128112,8.558864057064056,0.77,0.77,0.76,0.76,0.83,1.271825098991394,12.71825098991394,1713023867,,False,100,952a8334,2024-04-13_17-57-47,42.75947642326355,4292.965965270996,50756,AT-MB-PC-E13,127.0.0.1,4292.965965270996,100,128,0.0,6,0.001,952a8334
0.94,0.95,0.93,0.94,0.99,0.14076426296549685,4.785984940826893,0.72,0.71,0.71,0.71,0.79,0.7981224775314331,3.9906123876571655,0.7,0.76,0.57,0.65,0.79,0.8061275362968445,8.061275362968445,1713023875,,False,100,6e96d174,2024-04-13_17-57-55,38.83988070487976,4295.895462751389,36376,AT-MB-PC-E13,127.0.0.1,4295.895462751389,100,256,0.0,6,0.0001,6e96d174
0.95,0.95,0.93,0.94,0.99,0.12876141914988265,4.37788825109601,0.7,0.69,0.68,0.69,0.76,0.9405910789966583,4.702955394983292,0.68,0.76,0.51,0.61,0.77,0.9538495182991028,9.538495182991028,1713023875,,False,100,d7e8909b,2024-04-13_17-57-55,38.39414858818054,4291.230632543564,43296,AT-MB-PC-E13,127.0.0.1,4291.230632543564,100,256,0.0,6,0.0001,d7e8909b
