train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_mean_loss,test_sum_loss
6.46,-48.25,-0.13,43.72,6.61,6.464605870742344,9768.01947069168,6.66,-49.81,-0.2,46.53,6.82,6.663061765976894,2158.8320121765137,6.74,-54.1,-0.2,47.58,6.9,6.743884637032026,2185.0186223983765
1.56,-4.14,0.25,4.56,2.14,1.5557402582613542,2350.7235302329063,0.89,-0.5,0.48,1.37,1.17,0.8921741764118643,289.064433157444,0.92,-0.65,0.45,1.42,1.19,0.9191868995994698,297.8165554702282
0.8,-0.31,0.5,1.16,1.08,0.8037823433910751,1214.5151208639145,0.69,0.03,0.59,0.88,0.94,0.68934275108723,223.3470513522625,0.69,-0.02,0.57,0.88,0.94,0.6950240741357391,225.18780001997948
0.64,0.19,0.62,0.72,0.85,0.6350670310340126,959.5862838923931,0.58,0.36,0.72,0.58,0.76,0.5803925212886598,188.0471768975258,0.58,0.33,0.7,0.58,0.76,0.5793014775823664,187.6936787366867
0.56,0.36,0.68,0.57,0.75,0.5614861214224035,848.4055294692516,0.52,0.41,0.73,0.54,0.74,0.5232610574659006,169.5365826189518,0.51,0.42,0.72,0.5,0.71,0.5148499543652122,166.81138521432877
0.53,0.44,0.72,0.5,0.71,0.5252959774196897,793.7222218811512,0.57,0.35,0.76,0.6,0.77,0.5652590485082732,183.14393171668053,0.55,0.35,0.75,0.56,0.75,0.5544812286525597,179.65191808342934
0.49,0.5,0.75,0.44,0.66,0.4898172609660895,740.1138813197613,0.64,0.32,0.77,0.62,0.79,0.6360639986800559,206.0847355723381,0.62,0.32,0.76,0.59,0.77,0.6208664501706759,201.160729855299
0.47,0.54,0.76,0.41,0.64,0.4687110059589522,708.2223300039768,0.54,0.46,0.75,0.5,0.71,0.5370362154495569,173.99973380565643,0.53,0.45,0.74,0.48,0.69,0.5294481320881549,171.5411947965622
0.45,0.58,0.79,0.37,0.61,0.44658959101242074,674.7968720197678,0.41,0.63,0.82,0.34,0.58,0.4065471287862754,131.72126972675323,0.4,0.64,0.82,0.31,0.56,0.4005708829212336,129.78496606647968
0.44,0.59,0.79,0.37,0.61,0.4418666098762395,667.6604475229979,0.44,0.62,0.82,0.35,0.59,0.4423810652928588,143.33146515488625,0.44,0.61,0.81,0.34,0.58,0.440286445626874,142.65280838310719
