train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.08,0.92,0.21,0.68,0.2450791906346293,41.66346240788698,0.07,0.93,0.23,0.67,0.2395964127779007,5.989910319447517,1712834031,,True,100,757dec9c,2024-04-11_13-13-51,144.44304704666138,15185.652260303497,1616173,rey,131.130.125.90,15185.652260303497,100,64,3,0.5,1e-05,757dec9c
0.08,0.93,0.44,0.85,0.18420637929264236,31.315084479749203,0.07,0.93,0.36,0.81,0.1967470434308052,4.91867608577013,1712847979,,True,100,d64b526b,2024-04-11_17-06-19,312.9784767627716,29127.80733180046,1616405,rey,131.130.125.90,29127.80733180046,100,256,6,0.5,0.001,d64b526b
0.08,0.92,0.21,0.68,0.24504302236087183,41.65731380134821,0.07,0.93,0.23,0.67,0.23947529673576354,5.986882418394089,1712835596,,True,100,b8390124,2024-04-11_13-39-56,132.3289918899536,16737.40186023712,1616594,rey,131.130.125.90,16737.40186023712,100,64,3,0.5,1e-05,b8390124
0.08,0.77,0.1,0.49,0.5239465534687042,89.07091408967972,0.07,0.83,0.1,0.5,0.46949997305870056,11.737499326467514,1712835465,,True,5,2db0da1e,2024-04-11_13-37-45,278.0108439922333,1426.7706096172333,1701812,rey,131.130.125.90,1426.7706096172333,5,64,6,0.5,1e-05,2db0da1e
0.08,0.95,0.62,0.91,0.1486158751827829,25.264698781073093,0.07,0.94,0.41,0.81,0.19149958074092865,4.787489518523216,1712850299,,True,100,46951b51,2024-04-11_17-44-59,172.75827288627625,14824.274975061417,1702092,rey,131.130.125.90,14824.274975061417,100,64,3,0.0,0.0001,46951b51
0.08,0.94,0.53,0.88,0.16681487792555025,28.35852924734354,0.07,0.94,0.4,0.81,0.19192567795515061,4.798141948878765,1712851820,,True,100,f668e0f8,2024-04-11_18-10-20,414.18739461898804,16217.494664907455,1702193,rey,131.130.125.90,16217.494664907455,100,256,3,0.5,0.001,f668e0f8
0.08,0.91,0.09,0.52,0.32832880186683994,55.815896317362785,0.07,0.91,0.1,0.52,0.32716579258441925,8.179144814610481,1712850869,,True,5,7172a268,2024-04-11_17-54-29,553.8281507492065,2882.655109167099,1718114,rey,131.130.125.90,2882.655109167099,5,256,10,0.5,0.0001,7172a268
0.08,0.76,0.09,0.5,0.512806740753791,87.17714592814445,0.07,0.79,0.09,0.49,0.46906969308853147,11.726742327213287,1712856256,,True,5,659bc6d7,2024-04-11_19-24-16,1368.1158874034882,5950.2771162986755,1730647,rey,131.130.125.90,5950.2771162986755,5,256,10,0.2,1e-05,659bc6d7
0.08,0.94,0.49,0.86,0.17793291868532404,30.24859617650509,0.07,0.93,0.36,0.78,0.21354554563760758,5.338638640940189,1712903119,,True,45,0218c389,2024-04-12_08-25-19,354.8971269130707,52240.18512105942,1736619,rey,131.130.125.90,52240.18512105942,45,64,6,0.2,0.0001,0218c389
0.08,0.67,0.09,0.49,0.6039838832967421,102.67726016044617,0.07,0.75,0.1,0.49,0.5458348441123962,13.645871102809906,1712854311,,True,5,fcc78ba8,2024-04-11_18-51-51,567.1159133911133,2480.2132892608643,1758810,rey,131.130.125.90,2480.2132892608643,5,256,3,0.5,1e-05,fcc78ba8
