train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.5,0.5,0.83,0.62,0.5,1.0553400436806124,1815.1848751306534,0.5,0.5,0.84,0.63,0.5,1.07211984925439,393.4679846763611,0.5,0.5,0.83,0.63,0.5,1.0827164270289957,395.1914958655834,1713209663,,False,1,f95780cd,2024-04-15_21-34-23,425.2970950603485,425.2970950603485,32312,AT-MB-PC-E13,127.0.0.1,425.2970950603485,1,3
0.82,0.82,0.83,0.82,0.93,0.3195210481333265,549.5762027893215,0.93,0.92,0.93,0.93,0.99,0.1486533323241961,54.55577296297997,0.93,0.93,0.94,0.93,0.99,0.1459821929517266,53.283500427380204,1713210055,,False,2,f95780cd,2024-04-15_21-40-55,391.44310688972473,816.7402019500732,32312,AT-MB-PC-E13,127.0.0.1,816.7402019500732,2,3
0.94,0.94,0.94,0.94,0.99,0.12413768728864705,213.5168221364729,0.95,0.93,0.97,0.95,0.99,0.10632594795888087,39.02162290090928,0.95,0.94,0.97,0.96,0.99,0.099240325731927,36.22271889215335,1713210445,,False,3,f95780cd,2024-04-15_21-47-25,390.51188230514526,1207.2520842552185,32312,AT-MB-PC-E13,127.0.0.1,1207.2520842552185,3,3
0.96,0.96,0.96,0.96,1.0,0.09060558514008948,155.8416064409539,0.96,0.98,0.94,0.96,1.0,0.09850404468857955,36.150984400708694,0.96,0.98,0.94,0.96,1.0,0.09563079074803382,34.905238623032346,1713210835,,False,4,f95780cd,2024-04-15_21-53-55,389.4724221229553,1596.7245063781738,32312,AT-MB-PC-E13,127.0.0.1,1596.7245063781738,4,3
0.96,0.96,0.96,0.96,1.0,0.0756185413886225,130.06389118843072,0.97,0.97,0.97,0.97,1.0,0.06866016808030645,25.198281685472466,0.97,0.97,0.97,0.97,1.0,0.06384818301606311,23.304586800863035,1713211213,,False,5,f95780cd,2024-04-15_22-00-13,378.07579255104065,1974.8002989292145,32312,AT-MB-PC-E13,127.0.0.1,1974.8002989292145,5,3
0.97,0.97,0.97,0.97,1.0,0.06503523967017658,111.86061223270372,0.97,0.97,0.96,0.97,1.0,0.08053721775475582,29.557158915995387,0.97,0.97,0.96,0.97,1.0,0.08094285559736943,29.54414229303984,1713211587,,False,6,f95780cd,2024-04-15_22-06-27,374.2689514160156,2349.06925034523,32312,AT-MB-PC-E13,127.0.0.1,2349.06925034523,6,3
0.97,0.97,0.97,0.97,1.0,0.058824800467414735,101.17865680395334,0.97,0.97,0.97,0.97,1.0,0.07166654909674645,26.30162351850595,0.97,0.98,0.97,0.97,1.0,0.06188289230057096,22.5872556897084,1713211964,,False,7,f95780cd,2024-04-15_22-12-44,376.56577372550964,2725.6350240707397,32312,AT-MB-PC-E13,127.0.0.1,2725.6350240707397,7,3
0.98,0.97,0.98,0.98,1.0,0.05409491159753934,93.04324794776767,0.97,0.97,0.97,0.97,1.0,0.06491665117971077,23.82441098295385,0.97,0.97,0.97,0.97,1.0,0.06067889087134972,22.14779516804265,1713212338,,False,8,f95780cd,2024-04-15_22-18-58,374.6744689941406,3100.3094930648804,32312,AT-MB-PC-E13,127.0.0.1,3100.3094930648804,8,3
0.98,0.97,0.98,0.98,1.0,0.05030692007695866,86.5279025323689,0.98,0.97,0.98,0.98,1.0,0.04945335666506146,18.149381896077557,0.98,0.97,0.99,0.98,1.0,0.04428274926897894,16.163203483177313,1713212713,,False,9,f95780cd,2024-04-15_22-25-13,374.3520829677582,3474.6615760326385,32312,AT-MB-PC-E13,127.0.0.1,3474.6615760326385,9,3
0.98,0.97,0.98,0.98,1.0,0.04693598157551859,80.72988830989198,0.98,0.97,0.98,0.98,1.0,0.04767407635252222,17.496386021375656,0.98,0.98,0.98,0.98,1.0,0.043021929055338325,15.703004105198488,1713213089,,False,10,f95780cd,2024-04-15_22-31-29,376.8118016719818,3851.4733777046204,32312,AT-MB-PC-E13,127.0.0.1,3851.4733777046204,10,3
