train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.5001,0.50018,0.28335,0.36176,0.50008,0.891099520218678,278.02305030822754,0.4999,0.4998,0.2508,0.334,0.50054,0.9676967354628224,302.88907819986343,1713885436,,False,1,b7695fe1,2024-04-23_17-17-16,126.41951298713684,126.41951298713684,36800,AT-MB-PC-E13,127.0.0.1,126.41951298713684,1,2
0.73578,0.74706,0.71294,0.7296,0.84383,0.45939482610004073,143.3311857432127,0.8583,0.8039,0.9478,0.86994,0.94998,0.2982248948119319,93.34439207613468,1713885528,,False,2,b7695fe1,2024-04-23_17-18-48,91.37635350227356,217.7958664894104,36800,AT-MB-PC-E13,127.0.0.1,217.7958664894104,2,2
0.90214,0.90392,0.89994,0.90193,0.97759,0.18424489449423093,57.48440708220005,0.8793,0.85336,0.916,0.88357,0.96898,0.20743541309413627,64.92728429846466,1713885624,,False,3,b7695fe1,2024-04-23_17-20-24,95.91972541809082,313.7155919075012,36800,AT-MB-PC-E13,127.0.0.1,313.7155919075012,3,2
0.91521,0.9181,0.91176,0.91492,0.98381,0.15197614282041264,47.41655655996874,0.8898,0.87669,0.9072,0.89168,0.97359,0.19059532989685338,59.656338257715106,1713885712,,False,4,b7695fe1,2024-04-23_17-21-52,88.17246723175049,401.8880591392517,36800,AT-MB-PC-E13,127.0.0.1,401.8880591392517,4,2
0.92042,0.92403,0.91617,0.92008,0.98609,0.14000611872679422,43.6819090427598,0.8928,0.89773,0.8866,0.89213,0.9747,0.18620395411353427,58.28183763753623,1713885800,,False,5,b7695fe1,2024-04-23_17-23-20,88.35068035125732,490.23873949050903,36800,AT-MB-PC-E13,127.0.0.1,490.23873949050903,5,2
0.92263,0.92738,0.91707,0.92219,0.98619,0.14092357212510437,43.968154503032565,0.8882,0.87704,0.903,0.88983,0.97474,0.17878388636671125,55.95935643278062,1713885888,,True,6,b7695fe1,2024-04-23_17-24-48,88.2440857887268,578.4828252792358,36800,AT-MB-PC-E13,127.0.0.1,578.4828252792358,6,2
