train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.08,0.92,0.24,0.71,0.23620388293090988,40.15466009825468,0.07,0.93,0.24,0.69,0.23567201495170592,5.891800373792648,1712226793,,True,100,6b90568f,2024-04-04_12-33-13,109.53826951980591,11203.928024053574,32864,AT-MB-PC-EOS,127.0.0.1,11203.928024053574,100,64,3,0.5,1e-05,6b90568f
0.08,0.92,0.22,0.72,0.2331526435473386,39.63594940304756,0.07,0.93,0.21,0.68,0.24744106590747833,6.186026647686958,1712218640,,True,15,3c5553d0,2024-04-04_10-17-20,204.59768557548523,3041.347194671631,14692,AT-MB-PC-EOS,127.0.0.1,3041.347194671631,15,256,6,0.5,0.001,3c5553d0
0.08,0.92,0.25,0.71,0.2362215255989748,40.157659351825714,0.07,0.93,0.25,0.7,0.2354682904481888,5.8867072612047195,1712226824,,True,100,f9847c5e,2024-04-04_12-33-44,103.79423928260803,11218.486764192581,15296,AT-MB-PC-EOS,127.0.0.1,11218.486764192581,100,64,3,0.5,1e-05,f9847c5e
0.08,0.6,0.09,0.51,0.6622754486168132,112.58682626485825,0.07,0.68,0.1,0.51,0.5856611216068268,14.64152804017067,1712216652,,True,5,dee12445,2024-04-04_09-44-12,205.3412857055664,1038.5856449604034,37948,AT-MB-PC-EOS,127.0.0.1,1038.5856449604034,5,64,6,0.5,1e-05,dee12445
0.08,0.95,0.64,0.92,0.14356639109113636,24.406286485493183,0.07,0.94,0.39,0.8,0.19963172644376756,4.990793161094189,1712226818,,True,100,f2fdee82,2024-04-04_12-33-38,105.64786410331726,11196.96438074112,29248,AT-MB-PC-EOS,127.0.0.1,11196.96438074112,100,64,3,0.0,0.0001,f2fdee82
0.08,0.94,0.54,0.88,0.16426288459230873,27.924690380692482,0.07,0.93,0.39,0.81,0.20056072741746903,5.014018185436726,1712227870,,True,100,7c2512cf,2024-04-04_12-51-10,114.82922792434692,11209.71095442772,5400,AT-MB-PC-EOS,127.0.0.1,11209.71095442772,100,256,3,0.5,0.001,7c2512cf
0.08,0.91,0.11,0.54,0.33566828063305687,57.06360770761967,0.07,0.92,0.13,0.54,0.34706933200359347,8.676733300089836,1712220296,,True,5,9662f18e,2024-04-04_10-44-56,333.9968771934509,1648.017051935196,33892,AT-MB-PC-EOS,127.0.0.1,1648.017051935196,5,256,10,0.5,0.0001,9662f18e
0.08,0.73,0.11,0.54,0.5452068232438143,92.68515995144844,0.07,0.8,0.13,0.55,0.4973689341545105,12.434223353862762,1712221952,,True,5,097385e0,2024-04-04_11-12-32,328.9442570209503,1646.3906095027924,11944,AT-MB-PC-EOS,127.0.0.1,1646.3906095027924,5,256,10,0.2,1e-05,097385e0
0.08,0.91,0.13,0.55,0.3169800839879934,53.88661427795887,0.07,0.92,0.14,0.54,0.3014951038360596,7.537377595901489,1712222985,,True,5,a860bd5e,2024-04-04_11-29-45,200.60582900047302,1024.8970053195953,15700,AT-MB-PC-EOS,127.0.0.1,1024.8970053195953,5,64,6,0.2,0.0001,a860bd5e
0.08,0.81,0.08,0.46,0.4748104796690099,80.71778154373169,0.07,0.88,0.08,0.44,0.41689861059188843,10.42246526479721,1712223552,,True,5,56df3c27,2024-04-04_11-39-12,110.37521719932556,558.0378124713898,16332,AT-MB-PC-EOS,127.0.0.1,558.0378124713898,5,256,3,0.5,1e-05,56df3c27
0.08,0.92,0.17,0.64,0.2733517925528919,46.46980473399162,0.07,0.92,0.11,0.53,0.31229870557785033,7.8074676394462585,1712225201,,True,5,2f3c2f18,2024-04-04_12-06-41,327.9049563407898,1639.9403035640717,1644,AT-MB-PC-EOS,127.0.0.1,1639.9403035640717,5,256,10,0.2,0.001,2f3c2f18
0.08,0.6,0.09,0.51,0.6622945722411661,112.59007728099823,0.07,0.68,0.1,0.51,0.5856594312191009,14.641485780477524,1712226237,,True,5,b908148b,2024-04-04_12-23-57,200.62970900535583,1026.1132867336273,32492,AT-MB-PC-EOS,127.0.0.1,1026.1132867336273,5,128,6,0.5,1e-05,b908148b
0.08,0.96,0.82,0.97,0.09582498371601104,16.290247231721878,0.07,0.93,0.43,0.81,0.23609792172908783,5.902448043227196,1712237903,,True,100,4b139f4d,2024-04-04_15-38-23,115.31292176246643,11656.288282871246,4476,AT-MB-PC-EOS,127.0.0.1,11656.288282871246,100,128,3,0.0,0.001,4b139f4d
0.08,0.94,0.51,0.86,0.1736094468656708,29.51360596716404,0.07,0.94,0.37,0.78,0.21763641983270646,5.440910495817661,1712241919,,True,45,be575716,2024-04-04_16-45-19,337.379239320755,15116.560292005539,31472,AT-MB-PC-EOS,127.0.0.1,15116.560292005539,45,128,10,0.2,0.0001,be575716
0.08,0.84,0.09,0.48,0.4381163842537824,74.479785323143,0.07,0.89,0.1,0.47,0.38792126059532167,9.698031514883041,1712227412,,True,5,e8cbf54a,2024-04-04_12-43-32,118.26741480827332,585.278799533844,26568,AT-MB-PC-EOS,127.0.0.1,585.278799533844,5,128,3,0.2,1e-05,e8cbf54a
0.08,0.92,0.14,0.56,0.30821185751872904,52.39601577818394,0.07,0.92,0.15,0.53,0.3039149844646454,7.597874611616135,1712227892,,True,5,6b8fecc3,2024-04-04_12-51-32,204.596617937088,1057.9990520477295,3392,AT-MB-PC-EOS,127.0.0.1,1057.9990520477295,5,256,6,0.0,0.0001,6b8fecc3
0.08,0.91,0.11,0.55,0.325692936427453,55.36779919266701,0.07,0.92,0.11,0.53,0.3418069571256638,8.545173928141594,1712232605,,True,15,56c44f16,2024-04-04_14-10-05,346.5249502658844,5184.135351896286,13132,AT-MB-PC-EOS,127.0.0.1,5184.135351896286,15,64,10,0.5,1e-05,56c44f16
