train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.69,0.65,0.65,0.65,0.76,0.5920860171318054,20.130924582481384,0.6,0.61,0.47,0.53,0.69,0.6363564133644104,3.181782066822052,1712783583,,True,100,eb31e445,2024-04-10_23-13-03,13.875916957855225,1360.9089841842651,43604,AT-MB-PC-E13,127.0.0.1,1360.9089841842651,100,64,3,0.5,1e-05,eb31e445
0.83,0.81,0.81,0.81,0.91,0.36272745272692514,12.332733392715454,0.74,0.73,0.74,0.73,0.8,0.5732785999774933,2.8663929998874664,1712784842,,True,100,2b38d278,2024-04-10_23-34-02,26.23612689971924,2614.062611103058,43204,AT-MB-PC-E13,127.0.0.1,2614.062611103058,100,256,6,0.5,0.001,2b38d278
0.68,0.64,0.64,0.64,0.75,0.5931465424158994,20.16698244214058,0.6,0.61,0.47,0.53,0.69,0.636090099811554,3.1804504990577698,1712783609,,True,100,11088900,2024-04-10_23-13-29,14.31264066696167,1374.2184648513794,17240,AT-MB-PC-E13,127.0.0.1,1374.2184648513794,100,64,3,0.5,1e-05,11088900
0.54,0.48,0.38,0.42,0.52,0.713864787536509,24.271402776241302,0.48,0.38,0.15,0.22,0.44,0.7168795585632324,3.584397792816162,1712783717,,True,5,7bcbc4d0,2024-04-10_23-15-17,26.407018184661865,133.39125752449036,43604,AT-MB-PC-E13,127.0.0.1,133.39125752449036,5,64,6,0.5,1e-05,7bcbc4d0
0.93,0.92,0.92,0.92,0.98,0.18687856460318847,6.353871196508408,0.74,0.74,0.68,0.71,0.8,0.7253041505813599,3.6265207529067993,1712784987,,True,100,e7d30c9c,2024-04-10_23-36-27,14.298729181289673,1377.6218020915985,17240,AT-MB-PC-E13,127.0.0.1,1377.6218020915985,100,64,3,0.0,0.0001,e7d30c9c
0.65,0.61,0.62,0.61,0.7,0.6439611499800402,21.894679099321365,0.53,0.52,0.24,0.32,0.56,0.9692496538162232,4.846248269081116,1712783790,,True,5,9917a6bf,2024-04-10_23-16-30,13.38742470741272,73.22431564331055,43604,AT-MB-PC-E13,127.0.0.1,73.22431564331055,5,256,3,0.5,0.001,9917a6bf
0.54,0.49,0.58,0.53,0.57,0.7086391378851498,24.093730688095093,0.48,0.47,0.58,0.52,0.47,0.7097451210021972,3.5487256050109863,1712784011,,True,5,a5bac1ae,2024-04-10_23-20-11,43.189433097839355,221.26638269424438,43604,AT-MB-PC-E13,127.0.0.1,221.26638269424438,5,256,10,0.5,0.0001,a5bac1ae
0.48,0.45,0.64,0.52,0.52,0.7411278118105495,25.198345601558685,0.52,0.5,0.75,0.6,0.51,0.7153963327407837,3.5769816637039185,1712784232,,True,5,3aeccccd,2024-04-10_23-23-52,43.49882411956787,220.84255266189575,43604,AT-MB-PC-E13,127.0.0.1,220.84255266189575,5,256,10,0.2,1e-05,3aeccccd
0.9,0.87,0.91,0.89,0.96,0.23576000946409562,8.015840321779251,0.75,0.73,0.75,0.74,0.8,0.7091325759887696,3.5456628799438477,1712786895,,True,100,bc37e6da,2024-04-11_00-08-15,24.289451122283936,2662.792974948883,43604,AT-MB-PC-E13,127.0.0.1,2662.792974948883,100,64,6,0.2,0.0001,bc37e6da
0.53,0.47,0.47,0.47,0.53,0.7195301231215981,24.46402418613434,0.54,0.51,0.54,0.53,0.53,0.7293981790542603,3.6469908952713013,1712784915,,True,5,3cbb8f33,2024-04-10_23-35-15,13.931111812591553,73.07635164260864,43204,AT-MB-PC-E13,127.0.0.1,73.07635164260864,5,256,3,0.5,1e-05,3cbb8f33
