train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.4998,0.49969,0.32412,0.3932,0.50009,0.9179254392018685,286.39273703098297,0.5,0.5,0.3046,0.37857,0.5001,0.940212759727868,294.2865937948227,1714471111,,False,1,882b1413,2024-04-30_11-58-31,513.3195922374725,513.3195922374725,63172,AT-MB-PC-E13,127.0.0.1,513.3195922374725,1,2
0.61699,0.6195,0.60647,0.61292,0.68657,0.6196548550938948,193.3323147892952,0.8036,0.82815,0.7662,0.79597,0.90223,0.3978260417049304,124.51955105364323,1714471593,,False,2,882b1413,2024-04-30_12-06-33,482.9001626968384,996.2197549343109,63172,AT-MB-PC-E13,127.0.0.1,996.2197549343109,2,2
0.86944,0.86837,0.87089,0.86963,0.95299,0.2745138781192975,85.64832997322083,0.8687,0.89963,0.83,0.86341,0.96014,0.28746376630549614,89.97615885362029,1714472074,,False,3,882b1413,2024-04-30_12-14-34,480.9503450393677,1477.1700999736786,63172,AT-MB-PC-E13,127.0.0.1,1477.1700999736786,3,2
0.89984,0.90234,0.89673,0.89953,0.9725,0.21172558999835298,66.05838407948613,0.897,0.85358,0.9584,0.90296,0.97549,0.21760896656412287,68.11160653457046,1714472562,,False,4,882b1413,2024-04-30_12-22-42,487.8078935146332,1964.9779934883118,63172,AT-MB-PC-E13,127.0.0.1,1964.9779934883118,4,2
0.91221,0.91499,0.90885,0.91191,0.98004,0.17841900267805427,55.66672883555293,0.9064,0.87546,0.9476,0.9101,0.97867,0.22065198167373007,69.06407026387751,1714473120,,False,5,882b1413,2024-04-30_12-32-00,557.6349210739136,2522.6129145622253,63172,AT-MB-PC-E13,127.0.0.1,2522.6129145622253,5,2
0.92258,0.92668,0.91777,0.9222,0.98438,0.15715186952804336,49.031383292749524,0.9133,0.96199,0.8606,0.90848,0.98314,0.18832297572128165,58.94509140076116,1714473602,,False,6,882b1413,2024-04-30_12-40-02,481.6944215297699,3004.3073360919952,63172,AT-MB-PC-E13,127.0.0.1,3004.3073360919952,6,2
0.92728,0.92978,0.92438,0.92707,0.9859,0.14859234694487009,46.36081224679947,0.9122,0.94668,0.8736,0.90867,0.98052,0.20973144357089704,65.64594183769077,1714474081,,False,7,882b1413,2024-04-30_12-48-01,479.3330512046814,3483.6403872966766,63172,AT-MB-PC-E13,127.0.0.1,3483.6403872966766,7,2
0.9352,0.93633,0.93389,0.93511,0.98877,0.1334825848850111,41.64656648412347,0.9346,0.9473,0.9204,0.93366,0.98936,0.13395190750138639,41.926947047933936,1714474564,,False,8,882b1413,2024-04-30_12-56-04,482.5770080089569,3966.2173953056335,63172,AT-MB-PC-E13,127.0.0.1,3966.2173953056335,8,2
0.94121,0.94156,0.94081,0.94118,0.99044,0.12266017905531977,38.26997586525977,0.9311,0.92059,0.9436,0.93195,0.98832,0.135639115712775,42.45504321809858,1714475049,,False,9,882b1413,2024-04-30_13-04-09,485.46908140182495,4451.6864767074585,63172,AT-MB-PC-E13,127.0.0.1,4451.6864767074585,9,2
0.94191,0.94306,0.9406,0.94183,0.99102,0.118214812873003,36.883021616376936,0.9261,0.97823,0.8716,0.92184,0.9869,0.18588297828933753,58.18137220456265,1714475555,,True,10,882b1413,2024-04-30_13-12-35,505.99489283561707,4957.681369543076,63172,AT-MB-PC-E13,127.0.0.1,4957.681369543076,10,2
