train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate
0.07743,0.47095,0.08589,0.50249,0.7494073969476364,127.39925748109818,0.07345,0.46908,0.09334,0.50026,0.7471826934814453,18.679567337036133,1714589522,,False,1,2f992c55,2024-05-01_20-52-02,134.9253385066986,134.9253385066986,4060,AT-MB-PC-EOS,127.0.0.1,134.9253385066986,1,256,3,0.5,0.001
0.07743,0.81476,0.08646,0.50508,0.4532292570261394,77.0489736944437,0.07345,0.92576,0.1104,0.53384,0.3270533174276352,8.17633293569088,1714589646,,False,2,2f992c55,2024-05-01_20-54-06,124.07755613327026,259.0028946399689,4060,AT-MB-PC-EOS,127.0.0.1,259.0028946399689,2,256,3,0.5,0.001
0.07743,0.9186,0.11097,0.53518,0.30881993279737585,52.499388575553894,0.07345,0.92776,0.1756,0.5699,0.28596264123916626,7.1490660309791565,1714589770,,False,3,2f992c55,2024-05-01_20-56-10,124.09666919708252,383.0995638370514,4060,AT-MB-PC-EOS,127.0.0.1,383.0995638370514,3,256,3,0.5,0.001
0.07743,0.92152,0.13014,0.57657,0.2883438427658642,49.018453270196915,0.07345,0.92381,0.1565,0.61327,0.28013467133045195,7.003366783261299,1714589893,,False,4,2f992c55,2024-05-01_20-58-13,123.16038799285889,506.2599518299103,4060,AT-MB-PC-EOS,127.0.0.1,506.2599518299103,4,256,3,0.5,0.001
0.07743,0.92116,0.14084,0.60302,0.27796906048760694,47.25474028289318,0.07345,0.92552,0.15838,0.58517,0.29031779259443286,7.257944814860821,1714590017,,False,5,2f992c55,2024-05-01_21-00-17,123.80415058135986,630.0641024112701,4060,AT-MB-PC-EOS,127.0.0.1,630.0641024112701,5,256,3,0.5,0.001
0.07743,0.9222,0.14921,0.61953,0.26759046044419793,45.49037827551365,0.07345,0.92535,0.15928,0.61479,0.2566229647397995,6.4155741184949875,1714590145,,False,6,2f992c55,2024-05-01_21-02-25,127.6133770942688,757.6774795055389,4060,AT-MB-PC-EOS,127.0.0.1,757.6774795055389,6,256,3,0.5,0.001
0.07743,0.92287,0.16666,0.64242,0.25973600775879974,44.15512131899595,0.07345,0.92692,0.16982,0.57683,0.316148122549057,7.903703063726425,1714590268,,False,7,2f992c55,2024-05-01_21-04-28,123.95766186714172,881.6351413726807,4060,AT-MB-PC-EOS,127.0.0.1,881.6351413726807,7,256,3,0.5,0.001
0.07743,0.92264,0.17086,0.64953,0.2566664013792487,43.633288234472275,0.07345,0.92663,0.17458,0.65388,0.2505322587490082,6.2633064687252045,1714590392,,False,8,2f992c55,2024-05-01_21-06-32,123.57788109779358,1005.2130224704742,4060,AT-MB-PC-EOS,127.0.0.1,1005.2130224704742,8,256,3,0.5,0.001
0.07743,0.92278,0.1639,0.65289,0.25493114038425335,43.33829386532307,0.07345,0.92692,0.18355,0.62069,0.2544138079881668,6.36034519970417,1714590516,,False,9,2f992c55,2024-05-01_21-08-36,123.82839441299438,1129.0414168834686,4060,AT-MB-PC-EOS,127.0.0.1,1129.0414168834686,9,256,3,0.5,0.001
0.07743,0.92265,0.16551,0.64818,0.2530835698632633,43.02420687675476,0.07345,0.92641,0.17005,0.62628,0.2789495301246643,6.973738253116608,1714590639,,False,10,2f992c55,2024-05-01_21-10-39,123.13107562065125,1252.1724925041199,4060,AT-MB-PC-EOS,127.0.0.1,1252.1724925041199,10,256,3,0.5,0.001
0.07743,0.92304,0.1823,0.67525,0.24599618675077664,41.81935174763203,0.07345,0.92643,0.21296,0.70335,0.229350565969944,5.7337641492486,1714590763,,False,11,2f992c55,2024-05-01_21-12-43,123.4783787727356,1375.6508712768555,4060,AT-MB-PC-EOS,127.0.0.1,1375.6508712768555,11,256,3,0.5,0.001
0.07743,0.92224,0.181,0.68562,0.241491817288539,41.05360893905163,0.07345,0.92701,0.19924,0.69651,0.25167016685009,6.291754171252251,1714590886,,False,12,2f992c55,2024-05-01_21-14-46,123.07998633384705,1498.7308576107025,4060,AT-MB-PC-EOS,127.0.0.1,1498.7308576107025,12,256,3,0.5,0.001
0.07743,0.92357,0.20144,0.68821,0.23762414586894653,40.39610479772091,0.07345,0.92443,0.19465,0.68565,0.2470559686422348,6.17639921605587,1714591009,,False,13,2f992c55,2024-05-01_21-16-49,123.59415602684021,1622.3250136375427,4060,AT-MB-PC-EOS,127.0.0.1,1622.3250136375427,13,256,3,0.5,0.001
0.07743,0.92353,0.2074,0.69999,0.23676167108556803,40.249484084546566,0.07345,0.9275,0.21258,0.6757,0.24075593471527099,6.018898367881775,1714591132,,False,14,2f992c55,2024-05-01_21-18-52,123.16535949707031,1745.490373134613,4060,AT-MB-PC-EOS,127.0.0.1,1745.490373134613,14,256,3,0.5,0.001
0.07743,0.92278,0.20588,0.7051,0.23478860390536926,39.91406266391277,0.07345,0.92616,0.19684,0.68049,0.2418892937898636,6.04723234474659,1714591256,,True,15,2f992c55,2024-05-01_21-20-56,123.55641651153564,1869.0467896461487,4060,AT-MB-PC-EOS,127.0.0.1,1869.0467896461487,15,256,3,0.5,0.001
