train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.08,0.93,0.29,0.76,0.22206970453262329,37.75184977054596,0.07,0.93,0.29,0.77,0.21753931641578675,5.438482910394669,1713251629,,True,100,8be2847d,2024-04-16_09-13-49,63.7689208984375,6786.1270587444305,41084,AT-MB-PC-EOS,127.0.0.1,6786.1270587444305,100,64,3,0.5,1e-05,8be2847d
0.08,0.94,0.57,0.89,0.1575187115546535,26.778180964291096,0.07,0.94,0.42,0.81,0.1893938098847866,4.734845247119665,1713255578,,True,100,e5c2fb62,2024-04-16_10-19-38,97.10684967041016,10728.169018745422,42248,AT-MB-PC-EOS,127.0.0.1,10728.169018745422,100,256,6,0.5,0.001,e5c2fb62
0.08,0.93,0.29,0.76,0.22203323955045026,37.745650723576546,0.07,0.93,0.29,0.77,0.21740461230278016,5.435115307569504,1713251710,,True,100,f5795400,2024-04-16_09-15-10,62.56640291213989,6823.36044549942,22476,AT-MB-PC-EOS,127.0.0.1,6823.36044549942,100,64,3,0.5,1e-05,f5795400
0.08,0.77,0.08,0.46,0.5001564239754396,85.02659207582474,0.07,0.86,0.08,0.47,0.43245985627174377,10.811496406793594,1713252180,,True,5,db862243,2024-04-16_09-23-00,109.6468858718872,541.9786179065704,36328,AT-MB-PC-EOS,127.0.0.1,541.9786179065704,5,64,6,0.5,1e-05,db862243
0.08,0.95,0.67,0.92,0.13754220083355903,23.382174141705036,0.07,0.94,0.43,0.81,0.1942285904288292,4.85571476072073,1713258498,,True,100,44a0771b,2024-04-16_11-08-18,101.07218647003174,6732.09725022316,17304,AT-MB-PC-EOS,127.0.0.1,6732.09725022316,100,64,3,0.0,0.0001,44a0771b
0.08,0.95,0.7,0.93,0.1279580823419725,21.75287399813533,0.07,0.94,0.44,0.81,0.2073394078016281,5.183485195040703,1713258881,,True,100,393030b8,2024-04-16_11-14-41,62.615375995635986,6635.100173473358,46788,AT-MB-PC-EOS,127.0.0.1,6635.100173473358,100,256,3,0.5,0.001,393030b8
0.08,0.91,0.11,0.56,0.31967945493319455,54.345507338643074,0.07,0.91,0.1,0.55,0.32625442266464233,8.156360566616058,1713256383,,True,5,33c128df,2024-04-16_10-33-03,154.46422600746155,791.9736731052399,7840,AT-MB-PC-EOS,127.0.0.1,791.9736731052399,5,256,10,0.5,0.0001,33c128df
0.08,0.85,0.09,0.51,0.43938313301871806,74.69513261318207,0.07,0.87,0.08,0.5,0.40944576740264893,10.236144185066223,1713257184,,True,5,1a4824a5,2024-04-16_10-46-24,156.9921727180481,791.6557061672211,11860,AT-MB-PC-EOS,127.0.0.1,791.6557061672211,5,256,10,0.2,1e-05,1a4824a5
0.08,0.95,0.66,0.92,0.14033488629057128,23.856930669397116,0.07,0.94,0.42,0.82,0.1977834679186344,4.94458669796586,1713275163,,True,100,d8598ac2,2024-04-16_15-46-03,152.1634237766266,17924.847959518433,39068,AT-MB-PC-EOS,127.0.0.1,17924.847959518433,100,64,6,0.2,0.0001,d8598ac2
0.08,0.81,0.08,0.45,0.4939939181594288,83.97896608710289,0.07,0.85,0.07,0.45,0.4436907458305359,11.092268645763397,1713258836,,True,5,da15dbb7,2024-04-16_11-13-56,63.278451681137085,329.0981373786926,33664,AT-MB-PC-EOS,127.0.0.1,329.0981373786926,5,256,3,0.5,1e-05,da15dbb7
