train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_mean_loss,test_sum_loss
5.37076,-32.5795,-0.05991,29.80817,5.45969,5.370729248859802,8115.171895027161,5.34438,-31.27339,-0.07101,29.55375,5.43634,5.344305238606017,1731.5548973083496,5.37553,-33.55961,-0.0729,29.84352,5.46292,5.3758373510690385,1741.7713017463684
1.59954,-4.44508,0.25957,4.83354,2.19853,1.599452281455817,2416.7723972797394,0.81071,-0.38661,0.52592,1.26976,1.12684,0.8112513800094157,262.8454471230507,0.84402,-0.64527,0.49251,1.42075,1.19195,0.8440606193042096,273.4756406545639
0.73426,-0.14426,0.56337,1.01575,1.00784,0.7342414189497419,1109.43878403306,0.59476,0.30757,0.70069,0.63408,0.79629,0.5946216059871662,192.65740033984184,0.60716,0.2359,0.67356,0.65983,0.8123,0.6071909398392394,196.7298645079136
0.59343,0.27307,0.66368,0.64529,0.8033,0.5934083550517564,896.6400244832039,0.53875,0.4098,0.74786,0.54046,0.73516,0.5386763212305529,174.5311280786991,0.5427,0.3849,0.7341,0.53116,0.72881,0.5425655413189052,175.7912353873253
0.55045,0.37111,0.70211,0.55826,0.74716,0.5504378027903332,831.7115200161934,0.54326,0.38357,0.75416,0.56449,0.75132,0.5433286368662928,176.03847834467888,0.53915,0.37493,0.74588,0.53977,0.73469,0.5391220576417299,174.6755466759205
0.52432,0.42425,0.72623,0.51108,0.7149,0.5243362236661993,792.2720339596272,0.59118,0.27866,0.66704,0.66055,0.81274,0.5910435297790869,191.49810364842415,0.59685,0.22,0.65232,0.67356,0.82071,0.5969204970715959,193.40224105119705
0.50487,0.47352,0.7442,0.46735,0.68363,0.5048938169730254,762.8945574462414,0.47916,0.51186,0.79011,0.44701,0.66859,0.4790458232164383,155.210846722126,0.49095,0.45976,0.77413,0.46651,0.68302,0.49087836896931686,159.04459154605865
0.48371,0.51302,0.76612,0.43229,0.65748,0.4836881752640581,730.8528328239918,0.47198,0.50822,0.76495,0.45034,0.67107,0.4720505106228369,152.94436544179916,0.46369,0.5211,0.76017,0.41355,0.64308,0.4637109289566676,150.2423409819603
0.47527,0.5322,0.77488,0.41526,0.64441,0.4752750270497633,718.1405658721924,0.44103,0.59525,0.81006,0.37064,0.60881,0.4410094086218763,142.88704839348793,0.44279,0.57867,0.7992,0.36383,0.60319,0.44282505265724514,143.47531706094742
0.46418,0.54938,0.78281,0.40001,0.63247,0.46416839706747837,701.3584479689598,0.46511,0.5248,0.77958,0.43516,0.65967,0.4652045978072249,150.72628968954086,0.4665,0.51797,0.76392,0.41625,0.64518,0.4664709591019301,151.13659074902534
0.45793,0.56091,0.78798,0.38978,0.62432,0.45791630039619025,691.9115298986435,0.44242,0.58583,0.80483,0.37927,0.61585,0.44239088782557734,143.33464765548706,0.44871,0.56267,0.79087,0.37765,0.61453,0.44876028569760146,145.39833256602287
0.44592,0.5821,0.79863,0.37097,0.60907,0.4459241565728645,673.7914005815983,0.4967,0.51653,0.75895,0.44273,0.66538,0.49664977882747297,160.91452834010124,0.48969,0.52282,0.75559,0.41206,0.64192,0.48979146668204554,158.69243520498276
0.43453,0.5991,0.80542,0.35587,0.59655,0.4345176085425401,656.5561065077782,0.55018,0.47206,0.82666,0.48345,0.69531,0.5502669697190509,178.28649818897247,0.55185,0.44567,0.81779,0.47868,0.69187,0.5518741416342464,178.80722188949585
