train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_mean_loss,test_sum_loss
5.41,-33.01,0.08,30.19,5.49,5.4117923508725525,8177.2182421684265,5.39,-31.72,0.08,29.96,5.47,5.387984890996674,1745.7071046829224,5.42,-34.07,0.07,30.29,5.5,5.422425470234435,1756.865852355957
1.68,-4.82,0.22,5.16,2.27,1.6803784532550152,2539.051842868328,0.85,-0.55,0.48,1.42,1.19,0.8526207284059053,276.24911600351334,0.89,-0.83,0.44,1.58,1.26,0.8884656215891426,287.8628613948822
0.73,-0.14,0.55,1.01,1.01,0.7276373376994635,1099.4600172638893,0.56,0.39,0.73,0.56,0.75,0.5557429058316313,180.06070148944855,0.58,0.3,0.7,0.61,0.78,0.57612653867698,186.66499853134155
0.56,0.33,0.68,0.59,0.77,0.5591494299614375,844.874788671732,0.47,0.53,0.77,0.43,0.66,0.4664541751514246,151.13115274906158,0.48,0.48,0.75,0.45,0.67,0.4811590648727653,155.89553701877594
0.51,0.44,0.72,0.5,0.71,0.514089090728665,776.788616091013,0.44,0.57,0.79,0.39,0.63,0.4448585820234852,144.1341805756092,0.45,0.55,0.77,0.39,0.62,0.452266896304525,146.5344744026661
0.49,0.48,0.74,0.46,0.68,0.49341326186705864,745.5474386811256,0.46,0.53,0.77,0.43,0.65,0.4602520619461566,149.12166807055473,0.47,0.43,0.75,0.49,0.7,0.47360151334677214,153.44689032435417
0.47,0.52,0.76,0.42,0.65,0.4728763658703754,714.5161888301373,0.42,0.61,0.81,0.36,0.6,0.42197830050631807,136.72096936404705,0.42,0.6,0.8,0.34,0.58,0.4237353890950297,137.29026606678963
0.45,0.57,0.78,0.38,0.62,0.4499536115727939,679.8799070864916,0.44,0.6,0.81,0.37,0.61,0.43805750946939725,141.93063306808472,0.44,0.6,0.8,0.35,0.59,0.4394600868776993,142.38506814837456
0.45,0.58,0.79,0.37,0.61,0.44508094376558344,672.5173060297966,0.41,0.62,0.82,0.35,0.59,0.41435629856071354,134.2514407336712,0.42,0.61,0.8,0.34,0.58,0.4186691377817849,135.6488006412983
0.43,0.6,0.8,0.35,0.59,0.43224372726098975,653.1202718913555,0.42,0.58,0.81,0.38,0.62,0.4214165586932206,136.53896501660347,0.42,0.57,0.79,0.37,0.61,0.4237232836032355,137.2863438874483
