train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_mean_loss,test_sum_loss
5.41,-33.01,0.08,30.19,5.49,5.411792363811218,8177.21826171875,5.39,-31.72,0.08,29.96,5.47,5.387984888053235,1745.707103729248,5.42,-34.07,0.07,30.29,5.5,5.422425473177874,1756.8658533096313
1.69,-4.84,0.23,5.18,2.28,1.6851886682049633,2546.3200776576996,0.87,-0.59,0.48,1.45,1.21,0.8659884804560815,280.5802676677704,0.9,-0.88,0.44,1.62,1.27,0.9032596934724737,292.6561406850815
0.73,-0.15,0.55,1.02,1.01,0.7309483978465879,1104.4630291461945,0.57,0.36,0.73,0.59,0.77,0.5711447030857757,185.05088379979134,0.59,0.25,0.7,0.64,0.8,0.5937245084363737,192.3667407333851
0.56,0.32,0.68,0.6,0.77,0.5647748506163857,853.3747992813587,0.48,0.49,0.76,0.46,0.68,0.481732385394014,156.08129286766052,0.49,0.45,0.74,0.48,0.69,0.49258497918461575,159.5975332558155
0.52,0.43,0.72,0.51,0.71,0.5172576141783451,781.5762550234795,0.46,0.54,0.79,0.42,0.65,0.4562157285802158,147.81389605998993,0.46,0.52,0.77,0.42,0.64,0.463414801031719,150.14639553427696
0.49,0.48,0.74,0.46,0.68,0.4936255744598623,745.868243008852,0.63,0.18,0.72,0.75,0.87,0.6319506051547733,204.75199607014656,0.65,0.08,0.71,0.79,0.89,0.6454757122713842,209.1341307759285
0.47,0.53,0.76,0.42,0.65,0.4714757764205327,712.3998981714249,0.43,0.6,0.81,0.36,0.6,0.4253792194304643,137.82286709547043,0.42,0.6,0.8,0.34,0.58,0.41929800987795546,135.85255520045757
0.46,0.56,0.78,0.39,0.62,0.45505891566754647,687.5940215736628,0.47,0.57,0.82,0.39,0.63,0.4744038270947374,153.70683997869492,0.47,0.57,0.81,0.38,0.61,0.47382641832033795,153.5197595357895
0.45,0.58,0.79,0.37,0.61,0.4478313654838691,676.6731932461262,0.42,0.6,0.81,0.36,0.6,0.4222421623122545,136.80646058917046,0.43,0.58,0.79,0.36,0.6,0.4294354554127764,139.13708755373955
0.43,0.6,0.8,0.36,0.6,0.43195150809363764,652.6787287294865,0.42,0.59,0.82,0.38,0.61,0.42315519564313653,137.10228338837624,0.42,0.59,0.8,0.35,0.6,0.42230412478984136,136.8265364319086
0.43,0.61,0.8,0.35,0.59,0.42806580044393266,646.8074244707823,0.4,0.65,0.83,0.32,0.56,0.39885428317903,129.22878775000572,0.4,0.64,0.82,0.31,0.56,0.4020960379253935,130.2791162878275
0.41,0.63,0.81,0.33,0.57,0.41351828150682934,624.8261233568192,0.46,0.59,0.82,0.37,0.61,0.4597264715918788,148.95137679576874,0.45,0.59,0.82,0.35,0.59,0.45432073098641856,147.1999168395996
0.4,0.65,0.82,0.31,0.56,0.40495723935644173,611.8903886675835,0.41,0.66,0.85,0.32,0.56,0.4090410514194288,132.52930065989494,0.41,0.65,0.84,0.3,0.55,0.4084683691645846,132.3437516093254
0.4,0.65,0.83,0.31,0.56,0.4006679544063848,605.4092791080475,0.45,0.55,0.85,0.41,0.64,0.44688723066154823,144.79146273434162,0.44,0.56,0.84,0.38,0.61,0.4392427767132535,142.31465965509415
0.39,0.67,0.83,0.3,0.54,0.39268187377762115,593.3423112779856,0.39,0.65,0.85,0.32,0.56,0.3862151500343541,125.13370861113071,0.38,0.65,0.83,0.3,0.55,0.38310736620131836,124.12678664922714
0.39,0.67,0.84,0.29,0.54,0.3889049856000827,587.635433241725,0.38,0.68,0.85,0.29,0.54,0.37610528572106067,121.85811257362366,0.37,0.69,0.85,0.27,0.52,0.37301360926142446,120.85640940070152
0.38,0.68,0.84,0.29,0.53,0.38416400795382116,580.4718160182238,0.39,0.65,0.86,0.32,0.56,0.38843132495696164,125.85174928605556,0.38,0.65,0.85,0.3,0.55,0.3836284848275008,124.29562908411026
0.38,0.68,0.84,0.28,0.53,0.3820331869221617,577.2521454393864,0.37,0.69,0.86,0.28,0.53,0.36886774495611957,119.51314936578274,0.36,0.7,0.86,0.26,0.51,0.3629094212787387,117.58265249431133
