train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.07743,0.9247,0.23896,0.71434,0.23624884104904006,40.16230297833681,0.07345,0.92813,0.2606,0.73048,0.22669835031032562,5.667458757758141,1714768641,,True,100,77de6033,2024-05-03_22-37-21,37.75924277305603,3739.4806921482086,25324,AT-MB-PC-EOS,127.0.0.1,3739.4806921482086,100,64,3,0.5,1e-05,77de6033
0.07743,0.93453,0.44136,0.85103,0.18114058278939305,30.793899074196815,0.07345,0.93216,0.34855,0.80103,0.20472148448228836,5.118037112057209,1714770843,,True,100,739ac654,2024-05-03_23-14-03,65.54591536521912,5933.690550327301,2372,AT-MB-PC-EOS,127.0.0.1,5933.690550327301,100,256,6,0.5,0.001,739ac654
0.07743,0.78715,0.07827,0.46777,0.49308823504868676,83.82499995827675,0.07345,0.8477,0.07563,0.45731,0.4355493175983429,10.888732939958572,1714765113,,True,5,8886eebe,2024-05-03_21-38-33,37.02233147621155,196.14862823486328,11696,AT-MB-PC-EOS,127.0.0.1,196.14862823486328,5,64,3,0.5,1e-05,8886eebe
0.07743,0.59648,0.08962,0.49535,0.6793376326560974,115.48739755153656,0.07345,0.64613,0.08793,0.4907,0.6619899797439576,16.549749493598938,1714765442,,True,5,0b9be302,2024-05-03_21-44-02,62.09393072128296,319.5896496772766,14296,AT-MB-PC-EOS,127.0.0.1,319.5896496772766,5,64,6,0.5,1e-05,0b9be302
0.07743,0.94702,0.62982,0.91433,0.1462130217867739,24.856213703751564,0.07345,0.93646,0.41496,0.81726,0.19881510645151138,4.970377661287785,1714769192,,True,100,d1c59074,2024-05-03_22-46-32,37.18069815635681,3740.413930416107,10136,AT-MB-PC-EOS,127.0.0.1,3740.413930416107,100,64,3,0.0,0.0001,d1c59074
0.07743,0.93157,0.3949,0.83012,0.1943337579860407,33.036738857626915,0.07345,0.92704,0.32447,0.77514,0.22386964052915573,5.596741013228893,1714770382,,True,45,df3d6a53,2024-05-03_23-06-22,37.93246030807495,1732.4282977581024,25812,AT-MB-PC-EOS,127.0.0.1,1732.4282977581024,45,256,3,0.5,0.001,df3d6a53
0.07743,0.89988,0.12098,0.53126,0.3412518997402752,58.01282295584679,0.07345,0.92234,0.12664,0.52621,0.34125729382038117,8.53143234550953,1714769683,,True,5,0f08d160,2024-05-03_22-54-43,94.54810047149658,481.8135187625885,20676,AT-MB-PC-EOS,127.0.0.1,481.8135187625885,5,256,10,0.5,0.0001,0f08d160
0.07743,0.77169,0.10095,0.50765,0.5029044328367009,85.49375358223915,0.07345,0.82343,0.1266,0.50949,0.4560743224620819,11.401858061552048,1714770173,,True,5,253e8442,2024-05-03_23-02-53,94.30227494239807,481.475848197937,24540,AT-MB-PC-EOS,127.0.0.1,481.475848197937,5,256,10,0.2,1e-05,253e8442
0.07743,0.90233,0.12515,0.54708,0.3330811626770917,56.62379765510559,0.07345,0.90572,0.11294,0.53535,0.32878569662570956,8.219642415642738,1714770498,,True,5,f75d22bb,2024-05-03_23-08-18,62.08846664428711,313.97137665748596,18316,AT-MB-PC-EOS,127.0.0.1,313.97137665748596,5,64,6,0.2,0.0001,f75d22bb
0.07743,0.78712,0.07827,0.4678,0.49311514058533834,83.82957389950752,0.07345,0.8477,0.07567,0.45755,0.43558101534843446,10.889525383710861,1714770588,,True,5,21e531dd,2024-05-03_23-09-48,39.418638944625854,197.7069137096405,24524,AT-MB-PC-EOS,127.0.0.1,197.7069137096405,5,256,3,0.5,1e-05,21e531dd
