train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.5,0.5,0.5,0.5,0.5,0.7250522203884797,267.544269323349,0.5,0.5,0.71,0.59,0.51,0.7363973188400269,55.229798913002014,1712432173,,True,10,40fd918e,2024-04-06_21-36-13,456.3189105987549,4793.455626487732,1693667,jyn,131.130.125.89,4793.455626487732,10,64,3,0.5,1e-05,40fd918e
0.5,0.5,0.47,0.49,0.5,0.6975716512377669,257.403939306736,0.5,0.5,0.13,0.2,0.5,0.69421790599823,52.06634294986725,1712431919,,True,5,31f87df3,2024-04-06_21-31-59,903.4196832180023,4534.760771989822,1693841,jyn,131.130.125.89,4534.760771989822,5,256,6,0.5,0.001,31f87df3
0.5,0.5,0.5,0.5,0.5,0.7243841910749916,267.2977665066719,0.5,0.5,0.75,0.6,0.51,0.739636325041453,55.47272437810898,1712432211,,True,10,242c6d74,2024-04-06_21-36-51,451.6780138015747,4820.694995641708,1693957,jyn,131.130.125.89,4820.694995641708,10,64,3,0.5,1e-05,242c6d74
0.5,0.5,0.5,0.5,0.5,0.714160646526471,263.5252785682678,0.5,0.5,0.7,0.58,0.5,0.7236239926020305,54.27179944515228,1712436624,,True,10,dfcd7098,2024-04-06_22-50-24,963.0709583759308,9228.103185653687,1694067,jyn,131.130.125.89,9228.103185653687,10,64,6,0.5,1e-05,dfcd7098
0.97,0.97,0.97,0.97,1.0,0.06369737100955931,23.504329902527388,0.97,0.96,0.98,0.97,1.0,0.0847240586563324,6.3543043992249295,1712432220,,True,10,d513d624,2024-04-06_21-37-00,448.1793067455292,4818.747008562088,1694183,jyn,131.130.125.89,4818.747008562088,10,64,3,0.0,0.0001,d513d624
0.5,0.5,0.33,0.4,0.5,0.6936558817783345,255.95902037620544,0.5,0.0,0.0,0.0,0.5,0.6936484710375468,52.02363532781601,1712436923,,True,10,a4df4325,2024-04-06_22-55-23,457.15185260772705,4997.033584833145,1695779,jyn,131.130.125.89,4997.033584833145,10,256,3,0.5,0.001,a4df4325
0.49,0.49,0.5,0.5,0.49,0.7037622959310124,259.68828719854355,0.5,0.5,0.45,0.47,0.5,0.6972097150484721,52.29072862863541,1712447333,,True,10,b6da5b74,2024-04-07_01-48-53,1524.6766610145569,15154.043456792831,1695890,jyn,131.130.125.89,15154.043456792831,10,256,10,0.5,0.0001,b6da5b74
0.51,0.51,0.5,0.5,0.51,0.707946877815536,261.2323979139328,0.51,0.51,0.59,0.54,0.51,0.7116161020596822,53.371207654476166,1712447367,,True,10,64139f3f,2024-04-07_01-49-27,1510.025113582611,15150.36460852623,1695973,jyn,131.130.125.89,15150.36460852623,10,256,10,0.2,1e-05,64139f3f
0.97,0.97,0.97,0.97,1.0,0.08308275019703307,30.657534822705202,0.97,0.97,0.98,0.97,0.99,0.1243358264991548,9.32518698743661,1712441628,,True,10,4b52d87d,2024-04-07_00-13-48,918.3452639579773,9401.888435840607,1696048,jyn,131.130.125.89,9401.888435840607,10,64,6,0.2,0.0001,4b52d87d
0.5,0.5,0.51,0.5,0.5,0.7246035558744498,267.37871211767197,0.5,0.5,0.74,0.6,0.51,0.7400626428922017,55.50469821691513,1712441682,,True,10,4e88c119,2024-04-07_00-14-42,467.8820164203644,5052.079367876053,1697245,jyn,131.130.125.89,5052.079367876053,10,256,3,0.5,1e-05,4e88c119
