train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate
0.48,0.46,0.85,0.59,0.55,0.8881679633084465,30.197710752487183,0.48,0.48,0.93,0.63,0.67,0.8332690954208374,4.166345477104187,0.53,0.51,0.92,0.65,0.63,0.8447393238544464,8.447393238544464,1713015806,,False,1,7ca2a045,2024-04-13_15-43-26,38.032668113708496,38.032668113708496,52992,AT-MB-PC-E13,127.0.0.1,38.032668113708496,1,256,0.0,6,0.0001
0.59,0.53,0.57,0.55,0.6,0.7094426067436442,24.121048629283905,0.56,0.54,0.43,0.48,0.6,0.693617868423462,3.4680893421173096,0.61,0.6,0.56,0.58,0.67,0.6376462757587433,6.376462757587433,1713015843,,False,2,7ca2a045,2024-04-13_15-44-03,37.273643493652344,75.30631160736084,52992,AT-MB-PC-E13,127.0.0.1,75.30631160736084,2,256,0.0,6,0.0001
0.7,0.66,0.66,0.66,0.74,0.6120575096677331,20.809955328702927,0.58,0.56,0.5,0.53,0.6,0.6873455047607422,3.436727523803711,0.67,0.66,0.67,0.67,0.72,0.6211556375026703,6.211556375026703,1713015881,,False,3,7ca2a045,2024-04-13_15-44-41,37.88405895233154,113.19037055969238,52992,AT-MB-PC-E13,127.0.0.1,113.19037055969238,3,256,0.0,6,0.0001
0.73,0.71,0.64,0.68,0.78,0.569204272592769,19.352945268154144,0.58,0.54,0.88,0.67,0.6,0.7915659189224243,3.9578295946121216,0.62,0.57,0.88,0.69,0.74,0.6819747745990753,6.819747745990753,1713015918,,False,4,7ca2a045,2024-04-13_15-45-18,37.315696001052856,150.50606656074524,52992,AT-MB-PC-E13,127.0.0.1,150.50606656074524,4,256,0.0,6,0.0001
0.72,0.69,0.69,0.69,0.81,0.5449716115699095,18.529034793376923,0.59,0.59,0.46,0.52,0.6,0.709997832775116,3.54998916387558,0.7,0.68,0.73,0.7,0.75,0.5900421947240829,5.9004219472408295,1713015955,,False,5,7ca2a045,2024-04-13_15-45-55,36.93330359458923,187.43937015533447,52992,AT-MB-PC-E13,127.0.0.1,187.43937015533447,5,256,0.0,6,0.0001
0.75,0.74,0.68,0.71,0.83,0.5080961225663915,17.27526816725731,0.59,0.57,0.54,0.56,0.59,0.7529568195343017,3.764784097671509,0.7,0.68,0.73,0.7,0.76,0.591279712319374,5.912797123193741,1713015993,,False,6,7ca2a045,2024-04-13_15-46-33,37.58083963394165,225.02020978927612,52992,AT-MB-PC-E13,127.0.0.1,225.02020978927612,6,256,0.0,6,0.0001
0.78,0.77,0.74,0.75,0.86,0.492219139547909,16.735450744628906,0.62,0.56,0.88,0.68,0.67,0.8413192510604859,4.206596255302429,0.64,0.59,0.84,0.69,0.72,0.7337318360805511,7.3373183608055115,1713016030,,False,7,7ca2a045,2024-04-13_15-47-10,37.58084273338318,262.6010525226593,52992,AT-MB-PC-E13,127.0.0.1,262.6010525226593,7,256,0.0,6,0.0001
0.78,0.75,0.76,0.75,0.85,0.4904731135157978,16.676085859537125,0.65,0.62,0.68,0.65,0.64,0.8355415105819702,4.177707552909851,0.69,0.64,0.8,0.71,0.75,0.6476976960897446,6.476976960897446,1713016068,,False,8,7ca2a045,2024-04-13_15-47-48,37.77208232879639,300.3731348514557,52992,AT-MB-PC-E13,127.0.0.1,300.3731348514557,8,256,0.0,6,0.0001
0.81,0.78,0.79,0.79,0.88,0.45136674975647645,15.3464694917202,0.65,0.69,0.49,0.57,0.69,0.8032100915908813,4.016050457954407,0.7,0.71,0.64,0.67,0.75,0.693773964047432,6.9377396404743195,1713016106,,False,9,7ca2a045,2024-04-13_15-48-26,37.290942668914795,337.6640775203705,52992,AT-MB-PC-E13,127.0.0.1,337.6640775203705,9,256,0.0,6,0.0001
0.77,0.76,0.71,0.73,0.84,0.49337925718111153,16.77489474415779,0.64,0.58,0.85,0.69,0.67,0.8880313396453857,4.440156698226929,0.67,0.62,0.82,0.71,0.72,0.7369913339614869,7.369913339614868,1713016143,,False,10,7ca2a045,2024-04-13_15-49-03,37.41575527191162,375.0798327922821,52992,AT-MB-PC-E13,127.0.0.1,375.0798327922821,10,256,0.0,6,0.0001
0.76,0.73,0.73,0.73,0.83,0.5312690585851669,18.063147991895676,0.64,0.58,0.88,0.7,0.73,0.7633643865585327,3.8168219327926636,0.66,0.59,0.93,0.72,0.71,0.7272675514221192,7.272675514221191,1713016180,,False,11,7ca2a045,2024-04-13_15-49-40,37.436145544052124,412.51597833633423,52992,AT-MB-PC-E13,127.0.0.1,412.51597833633423,11,256,0.0,6,0.0001
0.8,0.76,0.8,0.78,0.87,0.4620211562689613,15.708719313144684,0.68,0.68,0.6,0.64,0.73,0.6909193634986878,3.4545968174934387,0.68,0.67,0.65,0.66,0.75,0.6124937891960144,6.124937891960144,1713016218,,False,12,7ca2a045,2024-04-13_15-50-18,37.36838459968567,449.8843629360199,52992,AT-MB-PC-E13,127.0.0.1,449.8843629360199,12,256,0.0,6,0.0001
0.8,0.77,0.78,0.78,0.88,0.44676007155109854,15.18984243273735,0.68,0.68,0.62,0.65,0.72,0.6931837677955628,3.4659188389778137,0.68,0.77,0.49,0.6,0.75,0.7401978194713592,7.4019781947135925,1713016255,,False,13,7ca2a045,2024-04-13_15-50-55,37.47017192840576,487.35453486442566,52992,AT-MB-PC-E13,127.0.0.1,487.35453486442566,13,256,0.0,6,0.0001
0.82,0.79,0.79,0.79,0.88,0.44089462038348703,14.990417093038559,0.61,0.57,0.71,0.63,0.65,1.025627028942108,5.128135144710541,0.7,0.64,0.87,0.74,0.75,0.6530462980270386,6.530462980270386,1713016293,,False,14,7ca2a045,2024-04-13_15-51-33,37.26668095588684,524.6212158203125,52992,AT-MB-PC-E13,127.0.0.1,524.6212158203125,14,256,0.0,6,0.0001
0.82,0.79,0.81,0.8,0.9,0.4058745687498766,13.799735337495804,0.65,0.61,0.71,0.66,0.68,0.7370299816131591,3.685149908065796,0.69,0.66,0.77,0.71,0.78,0.5805292725563049,5.805292725563049,1713016330,,False,15,7ca2a045,2024-04-13_15-52-10,37.11484336853027,561.7360591888428,52992,AT-MB-PC-E13,127.0.0.1,561.7360591888428,15,256,0.0,6,0.0001
0.82,0.79,0.81,0.8,0.9,0.412426901214263,14.022514641284943,0.63,0.63,0.54,0.58,0.69,0.7518810153007507,3.7594050765037537,0.72,0.7,0.74,0.72,0.8,0.5815509408712387,5.815509408712387,1713016367,,False,16,7ca2a045,2024-04-13_15-52-47,37.36807703971863,599.1041362285614,52992,AT-MB-PC-E13,127.0.0.1,599.1041362285614,16,256,0.0,6,0.0001
0.83,0.8,0.82,0.81,0.9,0.3907814578098409,13.286569565534592,0.72,0.7,0.74,0.72,0.72,0.769693648815155,3.848468244075775,0.75,0.71,0.83,0.76,0.81,0.5783769637346268,5.783769637346268,1713016404,,False,17,7ca2a045,2024-04-13_15-53-24,37.2904007434845,636.3945369720459,52992,AT-MB-PC-E13,127.0.0.1,636.3945369720459,17,256,0.0,6,0.0001
0.83,0.82,0.81,0.81,0.92,0.37351837491287904,12.699624747037888,0.71,0.69,0.71,0.7,0.79,0.5559123873710632,2.779561936855316,0.73,0.72,0.71,0.72,0.79,0.5657212734222412,5.657212734222412,1713016442,,False,18,7ca2a045,2024-04-13_15-54-02,37.35137915611267,673.7459161281586,52992,AT-MB-PC-E13,127.0.0.1,673.7459161281586,18,256,0.0,6,0.0001
