train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.07743,0.92306,0.21086,0.68311,0.2475680395084269,42.08656671643257,0.07345,0.92658,0.20838,0.63547,0.2500870615243912,6.252176538109779,1713617272,,True,100,cc6b8058,2024-04-20_14-47-52,158.13796401023865,15900.130100488663,45484,AT-MB-PC-EOS,127.0.0.1,15900.130100488663,100,64,3,0.5,1e-05,cc6b8058
0.07743,0.93155,0.40009,0.8388,0.18926843093598592,32.1756332591176,0.07345,0.92985,0.33822,0.80325,0.1995045378804207,4.987613447010517,1713630311,,True,100,40a560c9,2024-04-20_18-25-11,308.73605966567993,28929.820309638977,45560,AT-MB-PC-EOS,127.0.0.1,28929.820309638977,100,256,6,0.5,0.001,40a560c9
0.07743,0.73368,0.08606,0.48026,0.5464896170532002,92.90323489904404,0.07345,0.80424,0.07756,0.44803,0.47072564721107485,11.76814118027687,1713602200,,True,5,39a2ec04,2024-04-20_10-36-40,162.2460126876831,810.6211514472961,25336,AT-MB-PC-EOS,127.0.0.1,810.6211514472961,5,64,3,0.5,1e-05,39a2ec04
0.07743,0.80591,0.09551,0.49861,0.460283629859195,78.24821707606316,0.07345,0.85626,0.0953,0.47213,0.4045454955101013,10.113637387752533,1713603712,,True,5,13429e57,2024-04-20_11-01-52,299.5482032299042,1503.2003355026245,35068,AT-MB-PC-EOS,127.0.0.1,1503.2003355026245,5,64,6,0.5,1e-05,13429e57
0.07743,0.94259,0.5742,0.89255,0.15953432019142544,27.120834432542324,0.07345,0.93505,0.37252,0.82362,0.1920678734779358,4.801696836948395,1713619676,,True,100,1fbbdda8,2024-04-20_15-27-56,158.59243059158325,15955.516313314438,19084,AT-MB-PC-EOS,127.0.0.1,15955.516313314438,100,64,3,0.0,0.0001,1fbbdda8
0.07743,0.93752,0.49516,0.87112,0.1736593047485632,29.522081807255745,0.07345,0.93388,0.37653,0.80527,0.20025119066238403,5.006279766559601,1713633465,,True,100,b1507801,2024-04-20_19-17-45,165.10647869110107,16178.64345574379,12176,AT-MB-PC-EOS,127.0.0.1,16178.64345574379,100,256,3,0.5,0.001,b1507801
0.07743,0.91089,0.08885,0.50587,0.329927014077411,56.087592393159866,0.07345,0.91965,0.09363,0.46962,0.3228145742416382,8.070364356040955,1713622115,,True,5,7953a4d3,2024-04-20_16-08-35,482.9725296497345,2430.389135837555,24104,AT-MB-PC-EOS,127.0.0.1,2430.389135837555,5,256,10,0.5,0.0001,7953a4d3
0.07743,0.80861,0.08275,0.47882,0.4589883941061356,78.02802699804306,0.07345,0.85088,0.08111,0.45009,0.4114138472080231,10.285346180200577,1713624554,,True,5,9220068d,2024-04-20_16-49-14,487.12957859039307,2430.7841358184814,12860,AT-MB-PC-EOS,127.0.0.1,2430.7841358184814,5,256,10,0.2,1e-05,9220068d
0.07743,0.92596,0.26158,0.7351,0.2330292053958949,39.61496491730213,0.07345,0.92867,0.24844,0.71908,0.22921742081642152,5.730435520410538,1713629080,,True,15,dd65ebe7,2024-04-20_18-04-40,301.6401128768921,4513.372074127197,14320,AT-MB-PC-EOS,127.0.0.1,4513.372074127197,15,64,6,0.2,0.0001,dd65ebe7
0.07743,0.73363,0.08605,0.48023,0.5464906706529505,92.90341401100159,0.07345,0.80399,0.07755,0.44807,0.4707091343402863,11.767728358507156,1713629899,,True,5,7ab3ff5e,2024-04-20_18-18-19,163.35795402526855,810.1372575759888,40804,AT-MB-PC-EOS,127.0.0.1,810.1372575759888,5,256,3,0.5,1e-05,7ab3ff5e
