train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.581089973449707,0.31518,0.67008,0.5941100120544434,0.7707800269126892,0.581028158005815,181.86181345582008,0.5649899840354919,0.34209,0.73749,0.6038699746131897,0.7770900130271912,0.5647119587412277,176.75484308600426,1713478859,,True,100,ad389e91,2024-04-19_00-20-59,177.01973342895508,16304.43015241623,3528350,rey,131.130.125.90,16304.43015241623,100,64,3,0.5,1e-05,ad389e91
0.5691499710083008,0.35716,0.61953,0.5576900243759155,0.7467799782752991,0.5692170299470615,178.16493037343025,0.5609899759292603,0.4059,0.67005,0.5452899932861328,0.7384399771690369,0.5610602690388982,175.6118642091751,1713475124,,True,45,8b291f8e,2024-04-18_23-18-44,292.95098304748535,12563.921639680862,3528546,rey,131.130.125.90,12563.921639680862,45,256,6,0.5,0.001,8b291f8e
3.04121994972229,-12.64848,0.13005,11.840510368347168,3.440999984741211,3.0420901596355745,952.1742199659348,2.0812699794769287,-7.01149,0.14454,7.3533501625061035,2.711709976196289,2.0821434510782506,651.7109001874924,1713463495,,True,5,5949dc96,2024-04-18_20-04-55,154.23691773414612,930.2154548168182,3528688,rey,131.130.125.90,930.2154548168182,5,64,3,0.5,1e-05,5949dc96
2.6601200103759766,-10.30987,0.02538,9.811690330505371,3.1323599815368652,2.6609701443784917,832.8836551904678,1.967769980430603,-6.12422,0.08903,6.538969993591309,2.5571401119232178,1.966991138534424,615.6682263612747,1713464063,,True,5,10d93c74,2024-04-18_20-14-23,284.10090947151184,1492.800586938858,3528824,rey,131.130.125.90,1492.800586938858,5,64,6,0.5,1e-05,10d93c74
0.31821000576019287,0.78209,0.88963,0.18904000520706177,0.4347899854183197,0.3182307255153839,99.60621708631516,0.3561899960041046,0.72344,0.86841,0.25383999943733215,0.5038300156593323,0.35601912848294354,111.43398721516132,1713478519,,True,100,b7b3ef79,2024-04-19_00-15-19,164.08011555671692,15942.179282188416,3528962,rey,131.130.125.90,15942.179282188416,100,64,3,0.0,0.0001,b7b3ef79
0.39375001192092896,0.67289,0.82966,0.2837800085544586,0.5327100157737732,0.39392867679603566,123.29967583715916,0.3806599974632263,0.67803,0.8476,0.29552000761032104,0.5436199903488159,0.3805488474643269,119.1117892563343,1713479885,,True,100,c75e7ce6,2024-04-19_00-38-05,165.80056071281433,16383.03195810318,3529267,rey,131.130.125.90,16383.03195810318,100,256,3,0.5,0.001,c75e7ce6
0.9162099957466125,-0.65176,0.42801,1.432960033416748,1.197059988975525,0.9168796442187251,286.98332864046097,1.010159969329834,-0.79573,0.55127,1.648210048675537,1.2838300466537476,1.0098781642822412,316.0918654203415,1713466443,,True,5,fcb45473,2024-04-18_20-54-03,454.2513060569763,2373.9201741218567,3529419,rey,131.130.125.90,2373.9201741218567,5,256,10,0.5,0.0001,fcb45473
1.4758599996566772,-3.25488,0.31939,3.6912500858306885,1.9212599992752075,1.4764773367692867,462.1374064087868,1.2310099601745605,-1.97956,0.3766,2.734790086746216,1.6537200212478638,1.2311248615526924,385.34208166599274,1713468824,,True,5,24c155dd,2024-04-18_21-33-44,445.4418694972992,2374.5784661769867,3529789,rey,131.130.125.90,2374.5784661769867,5,256,10,0.2,1e-05,24c155dd
0.3383699953556061,0.7589,0.8741,0.2091600000858307,0.4573400020599365,0.3385262978248322,105.95873121917248,0.37856999039649963,0.68706,0.86675,0.2872300148010254,0.5359399914741516,0.3786360290103827,118.51307708024979,1713494160,,True,100,501c00fb,2024-04-19_04-36-00,189.60141563415527,25328.538170814514,3538229,rey,131.130.125.90,25328.538170814514,100,64,6,0.2,0.0001,501c00fb
3.0413999557495117,-12.6496,0.1301,11.841480255126953,3.4411399364471436,3.042263886037345,952.228596329689,2.081360101699829,-7.01236,0.14461,7.35414981842041,2.7118499279022217,2.0822275012445908,651.7372078895569,1713476224,,True,5,e972271e,2024-04-18_23-37-04,169.31538438796997,1091.2625288963318,3546111,rey,131.130.125.90,1091.2625288963318,5,256,3,0.5,1e-05,e972271e
0.6117299795150757,0.2568,0.57998,0.6447499990463257,0.8029599785804749,0.6116980322824118,191.4614841043949,0.5949299931526184,0.35351,0.67034,0.5933799743652344,0.7703099846839905,0.5949814100615894,186.2291813492775,1713482821,,True,15,ee6ac5e6,2024-04-19_01-27-01,488.02771973609924,6588.390661239624,3546327,rey,131.130.125.90,6588.390661239624,15,256,10,0.2,0.001,ee6ac5e6
2.6601200103759766,-10.30952,0.02535,9.811380386352539,3.132309913635254,2.6609627880608313,832.8813526630402,1.9682999849319458,-6.12399,0.08887,6.538760185241699,2.5571000576019287,1.9675180569243507,615.8331518173218,1713480093,,True,5,a4d0a603,2024-04-19_00-41-33,251.65424013137817,1565.5488593578339,3546713,rey,131.130.125.90,1565.5488593578339,5,128,6,0.5,1e-05,a4d0a603
0.48677998781204224,0.51068,0.7478,0.4244999885559082,0.6515399813652039,0.4869446009873582,152.41366010904312,0.792930006980896,-0.07166,0.75737,0.9836199879646301,0.9917799830436707,0.7937907447068455,248.45650309324265,1713481611,,True,15,a296ae27,2024-04-19_01-06-51,188.5274212360382,2743.170978784561,3546837,rey,131.130.125.90,2743.170978784561,15,128,3,0.0,0.001,a296ae27
0.40580999851226807,0.65905,0.82516,0.2957899868488312,0.5438600182533264,0.40587624088643837,127.03926339745522,0.4465000033378601,0.58654,0.85527,0.37950000166893005,0.6160299777984619,0.446416547504096,139.72837936878204,1713494900,,True,45,dfc69126,2024-04-19_04-48-20,180.2709047794342,15005.912641048431,3547041,rey,131.130.125.90,15005.912641048431,45,128,10,0.2,0.0001,dfc69126
2.3253300189971924,-8.46594,0.15463,8.212010383605957,2.8656599521636963,2.3270494979791367,728.3664928674698,1.8972500562667847,-5.87071,0.18822,6.306280136108398,2.511229991912842,1.8979466700325378,594.0573077201843,1713481198,,True,5,fd8aab9e,2024-04-19_00-59-58,182.21426153182983,1096.65927028656,3547138,rey,131.130.125.90,1096.65927028656,5,128,3,0.2,1e-05,fd8aab9e
0.28064000606536865,0.82483,0.91071,0.15196000039577484,0.38982999324798584,0.2808062298038897,87.89234992861748,0.3408600091934204,0.74412,0.87742,0.23486000299453735,0.4846299886703491,0.34088222463481344,106.6961363106966,1713498140,,True,100,1fc374b0,2024-04-19_05-42-20,83.53423643112183,16932.169930934906,3547363,rey,131.130.125.90,16932.169930934906,100,256,6,0.0,0.0001,1fc374b0
2.0422298908233643,-6.69546,0.13753,6.676060199737549,2.5838100910186768,2.0433545840053133,639.569984793663,2.2149899005889893,-6.79482,0.17036,7.15447998046875,2.6747899055480957,2.214785328307472,693.2278077602386,1713484162,,True,5,a2113600,2024-04-19_01-49-22,464.89712953567505,2542.7448687553406,3547494,rey,131.130.125.90,2542.7448687553406,5,64,10,0.5,1e-05,a2113600
2.660550117492676,-10.31173,0.02519,9.813300132751465,3.132620096206665,2.661400328048121,833.0183026790619,1.9677300453186035,-6.12346,0.08906,6.538269996643066,2.556999921798706,1.9669436277292025,615.6533554792404,1713484529,,True,5,8f504893,2024-04-19_01-55-29,281.84208059310913,1700.763631105423,3547720,rey,131.130.125.90,1700.763631105423,5,256,6,0.5,1e-05,8f504893
0.6480399966239929,0.17077,0.63115,0.7193800210952759,0.8481600284576416,0.647797722309923,202.7606870830059,0.8116499781608582,-0.32162,0.52875,1.2130500078201294,1.1013799905776978,0.8112822475905617,253.9313434958458,1713485844,,True,5,c26cea4c,2024-04-19_02-17-24,297.6911566257477,1674.3685719966888,3547959,rey,131.130.125.90,1674.3685719966888,5,128,6,0.0,0.001,c26cea4c
0.6710600256919861,0.12723,0.53763,0.7571600079536438,0.8701500296592712,0.671285256029318,210.1122851371765,0.6081799864768982,0.28164,0.59736,0.6593499779701233,0.8119999766349792,0.6083751918789678,190.4214350581169,1713488640,,True,15,337c256f,2024-04-19_03-04-00,256.15071630477905,4101.8265998363495,3548085,rey,131.130.125.90,4101.8265998363495,15,256,6,0.2,0.001,337c256f
