train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.69245,0.66009,0.63771,0.64871,0.76402,0.5851186312296811,19.89403346180916,0.5894,0.6,0.41667,0.4918,0.68943,0.6491819381713867,3.2459096908569336,1714399200,,True,100,0ea9d35c,2024-04-29_16-00-00,36.88324284553528,3604.912095308304,62840,AT-MB-PC-E13,127.0.0.1,3604.912095308304,100,64,3,0.5,1e-05,0ea9d35c
0.83679,0.80698,0.83263,0.8196,0.9259,0.3483267058344448,11.843107998371124,0.69536,0.72414,0.58333,0.64615,0.76855,0.6591650128364563,3.2958250641822815,1714400540,,True,100,771db755,2024-04-29_16-22-20,50.45274233818054,4938.571783542633,60080,AT-MB-PC-E13,127.0.0.1,4938.571783542633,100,256,6,0.5,0.001,771db755
0.69434,0.66372,0.63559,0.64935,0.7642,0.5852657433818368,19.899035274982452,0.5894,0.6,0.41667,0.4918,0.68855,0.6488894939422607,3.2444474697113037,1714399222,,True,100,d0ffde41,2024-04-29_16-00-22,36.858272314071655,3615.1178290843964,50732,AT-MB-PC-E13,127.0.0.1,3615.1178290843964,100,64,3,0.5,1e-05,d0ffde41
0.57642,0.52473,0.51695,0.52081,0.56842,0.69930839713882,23.77648550271988,0.56291,0.53191,0.69444,0.60241,0.57305,0.7067854166030884,3.533927083015442,1714399455,,True,5,907141d5,2024-04-29_16-04-15,49.929983139038086,254.83533477783203,62840,AT-MB-PC-E13,127.0.0.1,254.83533477783203,5,64,6,0.5,1e-05,907141d5
0.91698,0.90506,0.9089,0.90698,0.97864,0.19025392326361992,6.4686333909630775,0.68874,0.68657,0.63889,0.66187,0.79738,0.7041642308235169,3.5208211541175842,1714403552,,True,100,12b5dbbe,2024-04-29_17-12-32,45.93961048126221,4329.754885435104,50732,AT-MB-PC-E13,127.0.0.1,4329.754885435104,100,64,3,0.0,0.0001,12b5dbbe
0.6566,0.62385,0.57627,0.59912,0.70646,0.6184037590728086,21.025727808475494,0.50993,0.45455,0.13889,0.21277,0.46932,1.7539230465888977,8.769615232944489,1714399641,,True,5,14ca236f,2024-04-29_16-07-21,36.290215730667114,186.2164068222046,62840,AT-MB-PC-E13,127.0.0.1,186.2164068222046,5,256,3,0.5,0.001,14ca236f
0.54623,0.49233,0.61229,0.5458,0.57693,0.7071298080332139,24.042413473129272,0.50331,0.47619,0.41667,0.44444,0.50501,0.7294920563697815,3.6474602818489075,1714399990,,True,5,77fd73b5,2024-04-29_16-13-10,70.71081638336182,348.23897767066956,62840,AT-MB-PC-E13,127.0.0.1,348.23897767066956,5,256,10,0.5,0.0001,77fd73b5
0.67736,0.63598,0.64407,0.64,0.73441,0.5991239021806156,20.37021267414093,0.5894,0.57812,0.51389,0.54412,0.6315,0.6645818948745728,3.3229094743728638,1714401126,,True,15,fd77c29a,2024-04-29_16-32-06,78.02415490150452,1136.7356090545654,62840,AT-MB-PC-E13,127.0.0.1,1136.7356090545654,15,256,10,0.2,1e-05,fd77c29a
0.90755,0.89957,0.89195,0.89574,0.9708,0.2442176333245109,8.303399533033371,0.70199,0.68493,0.69444,0.68966,0.8009,0.6428234338760376,3.214117169380188,1714406427,,True,100,301d067d,2024-04-29_18-00-27,61.739891052246094,5886.370483636856,60080,AT-MB-PC-E13,127.0.0.1,5886.370483636856,100,64,6,0.2,0.0001,301d067d
0.54623,0.48688,0.35381,0.40982,0.52487,0.7108089503119973,24.16750431060791,0.60265,0.65,0.36111,0.46429,0.56584,0.7369338750839234,3.6846693754196167,1714401358,,True,5,9f3d1ab2,2024-04-29_16-35-58,44.3756799697876,231.24713110923767,62840,AT-MB-PC-E13,127.0.0.1,231.24713110923767,5,256,3,0.5,1e-05,9f3d1ab2
0.81792,0.8,0.78814,0.79402,0.89662,0.40448228839565725,13.752397805452347,0.59603,0.64103,0.34722,0.45045,0.69673,0.8179586410522461,4.0897932052612305,1714404742,,True,45,bc37da5a,2024-04-29_17-32-22,69.56158924102783,3384.403475999832,62840,AT-MB-PC-E13,127.0.0.1,3384.403475999832,45,256,10,0.2,0.001,bc37da5a
0.57642,0.52473,0.51695,0.52081,0.56843,0.6993086338043213,23.776493549346924,0.56291,0.53191,0.69444,0.60241,0.57305,0.7067814826965332,3.533907413482666,1714403864,,True,5,16673cb6,2024-04-29_17-17-44,60.26247453689575,311.8424324989319,50732,AT-MB-PC-E13,127.0.0.1,311.8424324989319,5,128,6,0.5,1e-05,16673cb6
0.77925,0.73333,0.79237,0.76171,0.85996,0.47072480180684256,16.004643261432648,0.52318,0.5,0.18056,0.26531,0.59028,1.8544912815093995,9.272456407546997,1714404432,,True,15,515cdd80,2024-04-29_17-27-12,37.47095274925232,568.1224427223206,50732,AT-MB-PC-E13,127.0.0.1,568.1224427223206,15,128,3,0.0,0.001,515cdd80
0.90849,0.89474,0.90042,0.89757,0.97315,0.208395820330171,7.085457891225815,0.69536,0.70312,0.625,0.66176,0.77057,0.762616240978241,3.813081204891205,1714412255,,True,100,e736db0b,2024-04-29_19-37-35,73.62751460075378,7822.297256469727,50732,AT-MB-PC-E13,127.0.0.1,7822.297256469727,100,128,10,0.2,0.0001,e736db0b
