train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_mean_loss,test_sum_loss
5.41,-33.01,0.08,30.19,5.49,5.411792351503706,8177.218243122101,5.39,-31.72,0.08,29.96,5.47,5.38798486744916,1745.7070970535278,5.42,-34.07,0.07,30.29,5.5,5.4224254393283235,1756.8658423423767
1.68,-4.84,0.23,5.18,2.28,1.6842255015234375,2544.864732801914,0.86,-0.57,0.47,1.44,1.2,0.862462803537463,279.437948346138,0.9,-0.86,0.43,1.61,1.27,0.8995219938181065,291.4451259970665
0.73,-0.15,0.55,1.02,1.01,0.7300400935917166,1103.0905814170837,0.56,0.38,0.73,0.57,0.76,0.5629462362439545,182.39458054304123,0.58,0.29,0.7,0.62,0.78,0.5820505165575464,188.584367364645
0.56,0.33,0.68,0.6,0.77,0.5632253602235858,851.0335192978382,0.47,0.51,0.77,0.45,0.67,0.4728841346539097,153.21445962786674,0.49,0.45,0.74,0.47,0.69,0.48748618161972657,157.9455228447914
0.52,0.43,0.72,0.51,0.71,0.5175637846589483,782.0388786196709,0.46,0.54,0.79,0.43,0.65,0.4575151375230448,148.2349045574665,0.46,0.51,0.77,0.42,0.65,0.46449286260722594,150.4956874847412
0.5,0.47,0.74,0.47,0.68,0.4954121975729909,748.5678305327892,0.53,0.4,0.73,0.55,0.74,0.5267864825364984,170.67882034182549,0.54,0.35,0.71,0.56,0.75,0.5369739385298741,173.9795560836792
0.48,0.52,0.76,0.43,0.65,0.4755181663482888,718.5079493522644,0.44,0.59,0.81,0.38,0.61,0.44032743559391413,142.66608913242817,0.44,0.57,0.8,0.37,0.61,0.4412373525125009,142.9609022140503
0.45,0.57,0.78,0.39,0.62,0.4523146269161286,683.4474012702703,0.47,0.58,0.81,0.39,0.62,0.46781425601170384,151.57181894779205,0.47,0.57,0.8,0.37,0.61,0.46805022601728086,151.648273229599
0.45,0.58,0.79,0.37,0.61,0.4467331265215839,675.0137541741133,0.4,0.62,0.83,0.35,0.59,0.40417480202000816,130.95263585448265,0.4,0.62,0.83,0.33,0.57,0.40108504449879684,129.95155441761017
0.43,0.6,0.8,0.35,0.59,0.4317916252710108,652.4371457844973,0.4,0.64,0.83,0.33,0.58,0.4048542450239629,131.17277538776398,0.41,0.63,0.81,0.32,0.57,0.4085567635886463,132.3723914027214
0.43,0.61,0.81,0.34,0.59,0.4253833520440058,642.7542449384928,0.4,0.62,0.84,0.34,0.59,0.396465319680211,128.45476357638836,0.4,0.61,0.83,0.33,0.58,0.3981571546583264,129.00291810929775
0.41,0.63,0.81,0.33,0.57,0.41351083726736193,624.8148751109838,0.44,0.62,0.83,0.35,0.59,0.4370659929182794,141.60938170552254,0.44,0.61,0.83,0.34,0.58,0.436778038142272,141.51608435809612
0.4,0.65,0.82,0.31,0.56,0.4042142451913999,610.7677244842052,0.47,0.59,0.85,0.37,0.61,0.46617135331954485,151.03951847553253,0.47,0.58,0.84,0.36,0.6,0.46721389632166166,151.37730240821838
0.4,0.65,0.83,0.31,0.55,0.3995951141331229,603.7882174551487,0.43,0.59,0.85,0.37,0.61,0.42543036752828844,137.83943907916546,0.41,0.61,0.85,0.34,0.58,0.41323822741339233,133.88918568193913
0.39,0.67,0.83,0.3,0.54,0.3924822079018991,593.0406161397696,0.4,0.61,0.84,0.35,0.6,0.40133501405333294,130.03254455327988,0.4,0.61,0.83,0.33,0.58,0.3975770389316259,128.81496061384678
0.39,0.67,0.84,0.29,0.54,0.3885123285925365,587.0421285033226,0.37,0.7,0.86,0.28,0.53,0.3722755725001111,120.61728549003601,0.37,0.7,0.86,0.26,0.51,0.3704939073894495,120.04002599418163
0.38,0.68,0.84,0.28,0.53,0.3829400357250975,578.6223939806223,0.37,0.68,0.86,0.29,0.54,0.3698947853696199,119.84591045975685,0.37,0.67,0.84,0.29,0.54,0.37175967185585584,120.4501336812973
0.38,0.68,0.84,0.28,0.53,0.3823457837578163,577.7244792580605,0.38,0.69,0.85,0.29,0.54,0.37833218230509463,122.57962706685066,0.37,0.7,0.85,0.26,0.51,0.37285390836589133,120.80466631054878
0.38,0.69,0.84,0.28,0.53,0.3772541006853216,570.0309461355209,0.37,0.71,0.87,0.27,0.52,0.3669723528954718,118.89904233813286,0.36,0.72,0.86,0.25,0.5,0.3630642571750982,117.63281932473183
0.37,0.69,0.85,0.27,0.52,0.3741873170882168,565.3970361202955,0.37,0.69,0.87,0.29,0.54,0.3661687019982456,118.63865944743156,0.36,0.69,0.86,0.27,0.52,0.3626557388055472,117.50045937299728
0.37,0.7,0.85,0.27,0.52,0.36982928513297175,558.8120498359203,0.36,0.69,0.86,0.29,0.53,0.3625369834035267,117.46198262274265,0.35,0.7,0.86,0.25,0.5,0.3541871164407995,114.75662572681904
0.37,0.7,0.85,0.27,0.52,0.37083233202592497,560.3276536911726,0.36,0.71,0.87,0.27,0.52,0.36288271954766027,117.57400113344193,0.36,0.72,0.87,0.24,0.49,0.3597287933031718,116.55212903022766
