train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_mean_loss,test_sum_loss
5.92942,-41.31725,-0.20437,37.56458,6.129,5.929394475519065,8959.315052509308,5.94111,-40.33982,-0.19872,37.85616,6.15274,5.940851525024131,1924.8358941078186,6.00057,-43.60075,-0.19568,38.51442,6.206,6.00020565515683,1944.066632270813
1.09662,-1.91392,0.40801,2.58666,1.60831,1.0965757084594983,1656.9258954823017,0.60928,0.22009,0.65845,0.71419,0.8451,0.6088639735991572,197.27192744612694,0.60765,0.1701,0.65079,0.71665,0.84655,0.6076763533515694,196.8871384859085
0.5959,0.26986,0.65586,0.64814,0.80507,0.5958992358196026,900.4037453234196,0.48644,0.50925,0.75788,0.4494,0.67037,0.48653659012950495,157.6378552019596,0.48036,0.49879,0.7484,0.43282,0.65789,0.4802026978613418,155.58567410707474
0.51718,0.45241,0.73157,0.48609,0.6972,0.5171853363080028,781.4670431613922,0.47369,0.52355,0.79035,0.4363,0.66053,0.4736168173912131,153.45184883475304,0.47012,0.516,0.77934,0.41795,0.64649,0.46997859209407994,152.2730638384819
0.48526,0.51526,0.75636,0.4303,0.65597,0.4852992582605187,733.2871792316437,0.50629,0.47259,0.75433,0.48297,0.69496,0.5061872103883897,164.00465616583824,0.50121,0.46984,0.746,0.45782,0.67662,0.5011828848977148,162.3832547068596
0.46852,0.54685,0.77262,0.40225,0.63424,0.4685298584100823,707.9486160576344,0.42606,0.60096,0.82308,0.36541,0.60449,0.4259338142971198,138.0025558322668,0.4205,0.61463,0.8165,0.33279,0.57688,0.4204465244655256,136.2246739268303
0.45857,0.56448,0.78081,0.3866,0.62177,0.45855440663865354,692.8757084310055,0.41646,0.62375,0.82511,0.34455,0.58698,0.4164135567843914,134.91799239814281,0.40788,0.64599,0.82525,0.3057,0.55291,0.40781125076759006,132.1308452486992
0.44867,0.58439,0.79006,0.36893,0.6074,0.44870454301745744,677.9925644993782,0.43336,0.58269,0.82343,0.38214,0.61818,0.43333195490233695,140.39955338835716,0.42443,0.60157,0.81983,0.34406,0.58656,0.42442430942146864,137.51347625255585
0.44332,0.59468,0.79706,0.35979,0.59983,0.4433237600610558,669.8622014522552,0.39196,0.66188,0.84022,0.30963,0.55644,0.3919046846344883,126.97711782157421,0.3864,0.67121,0.83712,0.28392,0.53284,0.3864110647988172,125.19718499481678
0.43052,0.61798,0.80642,0.33911,0.58233,0.43052260672351844,650.5196587592363,0.38776,0.67017,0.8448,0.30204,0.54958,0.3876970632944578,125.61384850740433,0.38245,0.67697,0.84139,0.27894,0.52815,0.38237856917175245,123.8906564116478
0.42195,0.63189,0.81433,0.32676,0.57163,0.42193739926830814,637.5474102944136,0.41175,0.63392,0.82899,0.33523,0.57899,0.4116217796633273,133.36545661091805,0.4098,0.64088,0.81987,0.31012,0.55688,0.40983039637406665,132.7850484251976
0.41637,0.6409,0.81831,0.31877,0.5646,0.4163655249745857,629.128308236599,0.40827,0.64166,0.85105,0.32814,0.57283,0.4082785033517414,132.2822350859642,0.40406,0.64478,0.8403,0.30674,0.55384,0.4040275662677524,130.90493147075176
0.40193,0.66243,0.82975,0.29966,0.54741,0.40194585704393215,607.3401899933815,0.39327,0.6461,0.84013,0.32407,0.56927,0.3932784476581915,127.42221704125404,0.38627,0.66637,0.83804,0.2881,0.53675,0.38614413307772744,125.11069911718369
0.39347,0.67596,0.83658,0.28765,0.53633,0.3934635302233112,594.5233941674232,0.36598,0.71506,0.86755,0.26093,0.51081,0.36599864304801566,118.58356034755707,0.35842,0.72696,0.86477,0.23578,0.48558,0.358539935109424,116.16693897545338
0.38576,0.68838,0.84231,0.27662,0.52595,0.38575756390074245,582.8796790540218,0.39115,0.65668,0.84746,0.31439,0.5607,0.3911227051306654,126.72375646233559,0.38401,0.66639,0.84117,0.28808,0.53673,0.3839436483419972,124.39774206280708
0.37754,0.69826,0.84831,0.26785,0.51754,0.37753590825060046,570.4567573666573,0.35697,0.72456,0.86659,0.25223,0.50223,0.35688243930538494,115.62991033494473,0.34804,0.73965,0.8679,0.22482,0.47415,0.3481269686218397,112.79313783347607
