train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.4999,0.49994,0.79307,0.61328,0.49997,0.7360220501820246,229.6388796567917,0.499,0.49938,0.806,0.61668,0.49981,0.777579581394744,243.38240897655487,1714561822,,False,1,64662593,2024-05-01_13-10-22,328.7791078090668,328.7791078090668,33056,AT-MB-PC-E13,127.0.0.1,328.7791078090668,1,1
0.50055,0.50052,0.53486,0.51712,0.50056,0.6947128258836575,216.75040167570114,0.5038,0.5038,0.5042,0.504,0.50521,0.6942752477840874,217.30815255641937,1714562106,,False,2,64662593,2024-05-01_13-15-06,284.47845101356506,613.2575588226318,33056,AT-MB-PC-E13,127.0.0.1,613.2575588226318,2,1
0.59495,0.59392,0.60046,0.59717,0.65654,0.6317644838530284,197.11051896214485,0.6337,0.73664,0.4162,0.53188,0.71672,0.6842932007945003,214.1837718486786,1714562400,,False,3,64662593,2024-05-01_13-20-00,294.0013358592987,907.2588946819305,33056,AT-MB-PC-E13,127.0.0.1,907.2588946819305,3,1
0.68645,0.68465,0.69131,0.68796,0.78797,0.5244920454346217,163.64151817560196,0.6592,0.79701,0.4272,0.55625,0.75646,0.6992871333806279,218.87687274813652,1714562751,,False,4,64662593,2024-05-01_13-25-51,350.51719403266907,1257.7760887145996,33056,AT-MB-PC-E13,127.0.0.1,1257.7760887145996,4,1
0.69777,0.69563,0.70323,0.69941,0.80679,0.4986810914407938,155.58850052952766,0.6548,0.77486,0.4364,0.55834,0.75882,0.6119863164310638,191.55171704292297,1714563098,,False,5,64662593,2024-05-01_13-31-38,347.11437821388245,1604.890466928482,33056,AT-MB-PC-E13,127.0.0.1,1604.890466928482,5,1
0.70232,0.6989,0.71094,0.70487,0.81411,0.4873429815738629,152.05101025104523,0.67,0.65162,0.7306,0.68886,0.75725,0.6482563772902321,202.90424609184265,1714563446,,False,6,64662593,2024-05-01_13-37-26,348.5815374851227,1953.4720044136047,33056,AT-MB-PC-E13,127.0.0.1,1953.4720044136047,6,1
0.71289,0.71407,0.71014,0.7121,0.8245,0.4745236573119958,148.0513810813427,0.6452,0.66598,0.5826,0.62151,0.725,0.6900435671829187,215.98363652825356,1714563792,,False,7,64662593,2024-05-01_13-43-12,345.8542466163635,2299.3262510299683,33056,AT-MB-PC-E13,127.0.0.1,2299.3262510299683,7,1
0.71389,0.71495,0.71144,0.71319,0.82861,0.4659348654632385,145.3716780245304,0.6708,0.63402,0.808,0.71052,0.74555,0.6114806131052133,191.39343190193176,1714564090,,False,8,64662593,2024-05-01_13-48-10,297.72835874557495,2597.054609775543,33056,AT-MB-PC-E13,127.0.0.1,2597.054609775543,8,1
0.7171,0.7194,0.71184,0.7156,0.83363,0.45950308012274593,143.36496099829674,0.6688,0.62969,0.8196,0.7122,0.77075,0.6770401490382112,211.9135666489601,1714564371,,False,9,64662593,2024-05-01_13-52-51,280.9199740886688,2877.974583864212,33056,AT-MB-PC-E13,127.0.0.1,2877.974583864212,9,1
0.71354,0.71239,0.71625,0.71431,0.82857,0.46277139163934267,144.38467419147491,0.6443,0.79851,0.386,0.52043,0.75675,0.7077047972443005,221.51160153746605,1714564651,,True,10,64662593,2024-05-01_13-57-31,279.7537784576416,3157.7283623218536,33056,AT-MB-PC-E13,127.0.0.1,3157.7283623218536,10,1
