train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_ranking_accuracy_0.1,val_ranking_accuracy_0.2,val_ranking_accuracy_0.3,val_ranking_accuracy_0.4,val_ranking_accuracy_0.5,val_ranking_accuracy_0.6,val_ranking_accuracy_0.7,val_ranking_accuracy_0.8,val_ranking_accuracy_0.9,val_ranking_accuracy_1.0,val_ranking_accuracy_1.1,val_ranking_accuracy_1.2,val_ranking_accuracy_1.3,val_ranking_accuracy_1.4,val_ranking_accuracy_1.5,val_ranking_accuracy_1.6,val_ranking_accuracy_1.7,val_ranking_accuracy_1.8,val_ranking_accuracy_1.9,val_ranking_accuracy_2.0,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_ranking_accuracy_0.1,test_ranking_accuracy_0.2,test_ranking_accuracy_0.3,test_ranking_accuracy_0.4,test_ranking_accuracy_0.5,test_ranking_accuracy_0.6,test_ranking_accuracy_0.7,test_ranking_accuracy_0.8,test_ranking_accuracy_0.9,test_ranking_accuracy_1.0,test_ranking_accuracy_1.1,test_ranking_accuracy_1.2,test_ranking_accuracy_1.3,test_ranking_accuracy_1.4,test_ranking_accuracy_1.5,test_ranking_accuracy_1.6,test_ranking_accuracy_1.7,test_ranking_accuracy_1.8,test_ranking_accuracy_1.9,test_ranking_accuracy_2.0,test_mean_loss,test_sum_loss
0.27,0.84,0.92,0.14,0.38,0.2708583271463975,408.99607399106026,0.3,0.81,0.9,0.18,0.42,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,1.0,0.3049286893672413,98.79689535498619,0.3,0.8,0.9,0.17,0.41,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.29619198527049134,95.9662032276392
0.27,0.84,0.92,0.14,0.38,0.26847788561258884,405.40160727500916,0.33,0.79,0.9,0.2,0.44,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,0.3274509915047222,106.09412124752998,0.32,0.79,0.9,0.19,0.43,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,1.0,0.99,1.0,0.31954620015106083,103.53296884894371
0.26,0.84,0.92,0.14,0.37,0.26491483926575704,400.02140729129314,0.3,0.81,0.9,0.17,0.42,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,1.0,0.99,1.0,0.99,1.0,0.29998512906424796,97.19518181681633,0.29,0.81,0.9,0.17,0.41,0.88,0.9,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,0.99,1.0,0.99,0.29367457054279467,95.15056085586548
0.26,0.85,0.92,0.14,0.37,0.2629464307664246,397.04911045730114,0.31,0.79,0.9,0.19,0.43,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.31102238112577685,100.7712514847517,0.3,0.79,0.9,0.18,0.42,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.99,0.99,0.3042668228348096,98.58245059847832
0.26,0.85,0.92,0.13,0.37,0.2596246369528455,392.03320179879665,0.3,0.81,0.9,0.18,0.42,0.88,0.9,0.92,0.93,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,0.30178655389650366,97.7788434624672,0.29,0.81,0.9,0.17,0.41,0.88,0.9,0.92,0.93,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,0.29434228210169594,95.36689940094948
0.26,0.85,0.92,0.13,0.36,0.25733721262177095,388.57919105887413,0.3,0.8,0.9,0.18,0.42,0.88,0.9,0.92,0.93,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.3018160352460396,97.78839541971684,0.29,0.81,0.9,0.17,0.41,0.88,0.9,0.92,0.93,0.95,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2947014393169939,95.48326633870602
0.25,0.85,0.93,0.13,0.36,0.2539341721017629,383.440599873662,0.31,0.8,0.9,0.18,0.43,0.87,0.9,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,0.3081783114668028,99.8497729152441,0.3,0.8,0.9,0.17,0.42,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.302266399939487,97.93431358039379
0.25,0.86,0.93,0.13,0.36,0.2514432091586637,379.6792458295822,0.31,0.8,0.9,0.18,0.43,0.88,0.9,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,0.3060894404296522,99.1729786992073,0.3,0.8,0.9,0.17,0.41,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.2981329561199671,96.59507778286934
0.25,0.86,0.93,0.12,0.35,0.24824807319222697,374.8545905202627,0.3,0.8,0.9,0.18,0.42,0.88,0.9,0.92,0.94,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.99,0.99,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.2978971462558817,96.51867538690567,0.29,0.81,0.9,0.17,0.41,0.89,0.91,0.92,0.93,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,0.99,0.2916497109848776,94.49450635910034
0.25,0.86,0.93,0.12,0.35,0.24550526705601358,370.7129532545805,0.29,0.81,0.91,0.17,0.41,0.88,0.9,0.92,0.93,0.95,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.29410501946637657,95.29002630710602,0.29,0.81,0.9,0.16,0.4,0.87,0.89,0.91,0.93,0.94,0.96,0.96,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2881654182701935,93.3655955195427
0.24,0.87,0.93,0.12,0.34,0.24239625254806305,366.0183413475752,0.3,0.81,0.91,0.17,0.42,0.89,0.91,0.92,0.93,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,0.29905465990304947,96.89370980858803,0.29,0.81,0.91,0.16,0.4,0.88,0.9,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.29189316988175296,94.57338704168797
0.24,0.87,0.93,0.12,0.34,0.24048297842409436,363.1292974203825,0.3,0.8,0.9,0.18,0.42,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.29893862667642995,96.8561150431633,0.29,0.8,0.9,0.17,0.41,0.89,0.9,0.92,0.93,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.2925949122894693,94.80075158178806
0.24,0.87,0.93,0.11,0.34,0.23699277102552502,357.8590842485428,0.3,0.81,0.91,0.17,0.42,0.88,0.9,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.2974967712789406,96.38895389437675,0.29,0.81,0.91,0.17,0.41,0.88,0.9,0.92,0.93,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2919307903467137,94.58557607233524
