train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_mean_loss,test_sum_loss
5.67,-36.21,0.29,33.03,5.75,5.673727447666292,8573.002173423767,5.63,-34.57,0.31,32.58,5.71,5.633097096725747,1825.1234593391418,5.68,-37.25,0.3,33.03,5.75,5.675532984144894,1838.8726868629456
1.3,-2.88,0.35,3.44,1.86,1.304220434334955,1970.677076280117,0.72,-0.1,0.59,1.01,1.0,0.7217891372648286,233.85968047380447,0.72,-0.18,0.59,1.02,1.01,0.7241175225303497,234.6140772998333
0.66,0.08,0.61,0.81,0.9,0.6591961532535339,996.0453875660896,0.55,0.36,0.69,0.59,0.77,0.5476660249225888,177.44379207491875,0.54,0.35,0.69,0.57,0.75,0.5431400743531593,175.97738409042358
0.54,0.39,0.7,0.54,0.74,0.5406833027349569,816.9724704325199,0.56,0.28,0.67,0.66,0.81,0.564009576667974,182.73910284042358,0.56,0.29,0.66,0.61,0.78,0.5572392748277865,180.5455250442028
0.49,0.49,0.75,0.45,0.67,0.4941801745752717,746.7062437832355,0.45,0.55,0.79,0.41,0.64,0.4543316608041893,147.20345810055733,0.45,0.55,0.78,0.39,0.63,0.4525265101297402,146.61858928203583
0.47,0.53,0.77,0.41,0.64,0.4725058384875759,713.9563219547272,0.52,0.38,0.76,0.56,0.75,0.5239435345118428,169.75770518183708,0.51,0.39,0.75,0.52,0.72,0.5146285857499382,166.73966178297997
0.46,0.56,0.78,0.39,0.63,0.45864954281137293,693.0194591879845,0.44,0.59,0.81,0.37,0.61,0.4437010658008081,143.75914531946182,0.44,0.59,0.8,0.36,0.6,0.44465992047830866,144.069814234972
0.45,0.58,0.79,0.37,0.61,0.4452651169306391,672.7955916821957,0.43,0.62,0.83,0.35,0.59,0.42713459112026075,138.39160752296448,0.42,0.63,0.82,0.32,0.57,0.42114762124823935,136.45182928442955
0.44,0.59,0.8,0.36,0.6,0.438721621888588,662.9083706736565,0.41,0.64,0.83,0.33,0.57,0.40700291511085296,131.86894449591637,0.4,0.65,0.83,0.3,0.55,0.4021231870592376,130.287912607193
0.43,0.61,0.8,0.35,0.59,0.4309782128334834,651.2080795913935,0.41,0.61,0.82,0.36,0.6,0.414222600835341,134.20812267065048,0.41,0.62,0.81,0.33,0.58,0.408990040053556,132.51277297735214
0.43,0.62,0.81,0.34,0.58,0.4258262770784209,643.423504665494,0.45,0.58,0.83,0.38,0.62,0.44793626693663774,145.13135048747063,0.43,0.6,0.83,0.34,0.59,0.43113206372952756,139.68678864836693
0.41,0.63,0.82,0.32,0.57,0.41453638263564485,626.3644741624594,0.41,0.62,0.83,0.35,0.59,0.40604221627668097,131.55767807364464,0.39,0.65,0.83,0.3,0.55,0.39345578996487607,127.47967594861984
0.4,0.66,0.83,0.3,0.55,0.3998787637126911,604.2168119698763,0.41,0.63,0.82,0.34,0.58,0.4063304177036992,131.65105533599854,0.4,0.64,0.82,0.31,0.56,0.4026742841542503,130.4664680659771
0.39,0.67,0.84,0.29,0.54,0.3912830458501567,591.2286822795868,0.36,0.71,0.86,0.27,0.52,0.35927715920555736,116.4057995826006,0.35,0.72,0.86,0.24,0.49,0.351522747013304,113.89337003231049
0.39,0.68,0.84,0.28,0.53,0.3860608059728011,583.3378778249025,0.39,0.69,0.86,0.28,0.53,0.3876766368378828,125.60723033547401,0.38,0.7,0.86,0.26,0.51,0.37940638539967714,122.92766886949539
0.38,0.69,0.84,0.27,0.52,0.38158096543690134,576.5688387751579,0.38,0.7,0.86,0.28,0.52,0.3785137954041546,122.63846971094608,0.37,0.71,0.85,0.25,0.5,0.3712955271296295,120.29975078999996
0.37,0.71,0.85,0.26,0.51,0.37219805047063936,562.391254261136,0.35,0.72,0.88,0.25,0.5,0.3514710187360092,113.876610070467,0.34,0.73,0.87,0.23,0.48,0.3443651056308069,111.57429422438145
0.37,0.71,0.86,0.25,0.5,0.3662950139736829,553.4717661142349,0.37,0.71,0.86,0.26,0.51,0.3710561066314026,120.22217854857445,0.36,0.72,0.86,0.24,0.49,0.36168016079399323,117.1843720972538
0.37,0.72,0.86,0.25,0.5,0.36519735650184687,551.8132056742907,0.37,0.69,0.86,0.28,0.53,0.3743135966820481,121.2776053249836,0.36,0.7,0.86,0.26,0.51,0.36495413240275265,118.24513889849186
0.36,0.72,0.86,0.25,0.5,0.3601360223906313,544.1655298322439,0.4,0.69,0.85,0.29,0.53,0.39906022964436333,129.2955144047737,0.4,0.67,0.85,0.28,0.53,0.4035551802335698,130.7518783956766
0.35,0.73,0.87,0.24,0.49,0.3534832951310137,534.1132589429617,0.35,0.75,0.88,0.23,0.48,0.3491976012326317,113.14002279937267,0.35,0.75,0.87,0.22,0.47,0.3469495225559782,112.41164530813694
0.35,0.74,0.87,0.23,0.48,0.3469205243176455,524.1969122439623,0.34,0.76,0.89,0.22,0.47,0.3363296448448558,108.97080492973328,0.33,0.76,0.88,0.21,0.46,0.3312068253663587,107.31101141870022
0.35,0.74,0.87,0.23,0.48,0.3477526658875985,525.4542781561613,0.35,0.75,0.88,0.23,0.48,0.35480972347252165,114.95835040509701,0.35,0.74,0.88,0.22,0.47,0.352645166264272,114.25703386962414
0.34,0.75,0.87,0.22,0.47,0.3432338289043747,518.6263154745102,0.42,0.67,0.85,0.3,0.55,0.4242295687213356,137.45038026571274,0.42,0.66,0.85,0.3,0.54,0.4236471031183078,137.26166141033173
0.34,0.76,0.88,0.22,0.47,0.338436606267996,511.3777120709419,0.33,0.78,0.89,0.2,0.45,0.3311414191568339,107.2898198068142,0.33,0.77,0.89,0.2,0.44,0.3301710243118398,106.9754118770361
0.34,0.76,0.88,0.21,0.46,0.33588473792702533,507.52183900773525,0.32,0.78,0.89,0.21,0.45,0.32225586933854183,104.41090166568756,0.31,0.78,0.89,0.19,0.44,0.3133946257976838,101.53985875844955
0.33,0.77,0.88,0.21,0.45,0.3298199883878507,498.35800245404243,0.37,0.74,0.89,0.24,0.49,0.3666589278957726,118.79749263823032,0.37,0.73,0.89,0.23,0.48,0.36533680599596763,118.36912514269352
0.33,0.77,0.88,0.2,0.45,0.3260877749566445,492.7186279594898,0.32,0.78,0.89,0.2,0.44,0.31786981091639144,102.98981873691082,0.32,0.77,0.89,0.2,0.44,0.31554684696006186,102.23717841506004
0.32,0.78,0.89,0.2,0.44,0.3216647455169222,486.03543047606945,0.33,0.78,0.89,0.21,0.45,0.32656084396588947,105.8057134449482,0.32,0.77,0.88,0.2,0.44,0.3208626296233248,103.95949199795723
0.32,0.78,0.89,0.2,0.44,0.31988613403135385,483.34794852137566,0.33,0.76,0.89,0.22,0.47,0.3286893875510604,106.49536156654358,0.32,0.77,0.89,0.2,0.45,0.31964146396444165,103.5638343244791
0.32,0.78,0.89,0.19,0.44,0.3171829848022038,479.26349003612995,0.31,0.8,0.9,0.19,0.43,0.30659524751482187,99.33686019480228,0.3,0.79,0.9,0.18,0.42,0.3017587013726617,97.7698192447424
0.31,0.79,0.89,0.18,0.43,0.31072441773016984,469.50459519028664,0.32,0.79,0.9,0.19,0.44,0.3171723486372718,102.76384095847607,0.31,0.79,0.9,0.18,0.43,0.3132817970105895,101.50330223143101
0.31,0.8,0.9,0.18,0.43,0.30910514432180014,467.05787307024,0.33,0.77,0.9,0.21,0.46,0.3347538611219253,108.4602510035038,0.33,0.77,0.89,0.2,0.45,0.3287869551115566,106.52697345614433
0.31,0.8,0.9,0.18,0.42,0.3058346715551745,462.11618871986866,0.31,0.8,0.9,0.19,0.43,0.31247732995284927,101.24265490472317,0.31,0.79,0.9,0.18,0.42,0.3084264490523456,99.93016949295998
0.31,0.8,0.9,0.18,0.42,0.305977839959291,462.33251617848873,0.31,0.8,0.9,0.18,0.43,0.3061756886725808,99.20092312991619,0.3,0.8,0.9,0.18,0.42,0.30398324053780534,98.49056993424892
0.3,0.8,0.9,0.17,0.42,0.3020102609020444,456.3375042229891,0.3,0.8,0.9,0.18,0.43,0.3039577219773222,98.48230192065239,0.3,0.8,0.9,0.18,0.42,0.29911124816647283,96.9120444059372
0.3,0.81,0.9,0.17,0.42,0.2996187533648262,452.72393633425236,0.3,0.81,0.91,0.18,0.42,0.3020887146761388,97.87674355506897,0.3,0.8,0.9,0.17,0.41,0.29698291204777766,96.22246350347996
0.3,0.81,0.9,0.17,0.41,0.29607707361643243,447.37245823442936,0.31,0.8,0.9,0.18,0.43,0.3114717949963646,100.91686157882214,0.31,0.79,0.9,0.18,0.42,0.3074484408177711,99.61329482495785
0.29,0.81,0.91,0.17,0.41,0.29248987776328994,441.9522053003311,0.31,0.8,0.9,0.18,0.43,0.3100514554499108,100.4566715657711,0.31,0.8,0.9,0.17,0.42,0.30552041930732904,98.98861585557461
0.29,0.82,0.91,0.16,0.4,0.2910228038390372,439.73545660078526,0.31,0.8,0.9,0.18,0.43,0.3090472510199488,100.13130933046341,0.31,0.79,0.9,0.18,0.42,0.3074348542701315,99.6088927835226
0.29,0.82,0.91,0.16,0.4,0.2890214504665448,436.7114116549492,0.3,0.8,0.91,0.18,0.43,0.2995423527871385,97.05172230303288,0.29,0.8,0.9,0.17,0.41,0.2932291669242176,95.0062500834465
0.29,0.82,0.91,0.16,0.4,0.2866078221900506,433.0644193291664,0.3,0.81,0.91,0.17,0.42,0.29835667093226936,96.66756138205528,0.29,0.8,0.9,0.17,0.41,0.2940430056625678,95.26993383467197
0.28,0.82,0.91,0.16,0.4,0.28307881903009335,427.732095554471,0.3,0.81,0.9,0.17,0.42,0.2969653341505263,96.21676826477051,0.29,0.8,0.9,0.17,0.41,0.29231044452315497,94.7085840255022
0.28,0.83,0.91,0.15,0.39,0.27975606015981386,422.71140690147877,0.3,0.81,0.91,0.17,0.41,0.29634839337733054,96.0168794542551,0.29,0.81,0.9,0.17,0.41,0.2899178004375211,93.93336734175682
0.28,0.83,0.91,0.15,0.39,0.2777703867930596,419.71105444431305,0.3,0.81,0.91,0.17,0.41,0.2964603069387836,96.0531394481659,0.29,0.81,0.9,0.16,0.4,0.29064156482984993,94.16786700487137
0.28,0.83,0.91,0.15,0.39,0.27689162712275467,418.38324858248234,0.29,0.82,0.91,0.17,0.41,0.28943063806236524,93.77552673220634,0.28,0.81,0.91,0.16,0.4,0.2847620127377687,92.26289212703705
0.27,0.84,0.92,0.15,0.38,0.2728173919835681,412.22707928717136,0.29,0.82,0.91,0.16,0.4,0.2874646675715476,93.13855229318142,0.28,0.82,0.91,0.16,0.4,0.28127290382061476,91.13242083787918
