train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,test_accuracy-0_0,test_accuracy-0_5,test_ap,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate
0.07743,0.4909,0.08814,0.51428,0.799942043949576,135.99014747142792,0.07345,0.48843,0.09032,0.49873,0.7909328675270081,19.7733216881752,0.08194,0.48689,0.09831,0.49441,0.7885049021973902,38.63674020767212,1713582626,,False,1,5d25fc70,2024-04-20_05-10-26,95.26577711105347,95.26577711105347,38944,AT-MB-PC-E13,127.0.0.1,95.26577711105347,1,256,0.2,6,0.001
0.07743,0.83486,0.10398,0.55025,0.41196349394672055,70.0337939709425,0.07345,0.91058,0.12237,0.57026,0.30143093824386596,7.535773456096649,0.08194,0.90483,0.12494,0.55613,0.3238330039442802,15.86781719326973,1713582725,,False,2,5d25fc70,2024-04-20_05-12-05,99.25138902664185,194.5171661376953,38944,AT-MB-PC-E13,127.0.0.1,194.5171661376953,2,256,0.2,6,0.001
0.07743,0.91833,0.1597,0.6153,0.28215806852368747,47.96687164902687,0.07345,0.91966,0.18397,0.65065,0.25852014005184176,6.463003501296043,0.08194,0.91613,0.20194,0.6453,0.2908097049411462,14.249675542116165,1713582825,,False,3,5d25fc70,2024-04-20_05-13-45,99.79256510734558,294.3097312450409,38944,AT-MB-PC-E13,127.0.0.1,294.3097312450409,3,256,0.2,6,0.001
0.07743,0.92065,0.19265,0.67186,0.25652839681681466,43.60982745885849,0.07345,0.9111,0.18554,0.67848,0.2674920380115509,6.687300950288773,0.08194,0.90313,0.20527,0.66947,0.28665230803343716,14.04596309363842,1713582924,,False,4,5d25fc70,2024-04-20_05-15-24,99.25011396408081,393.5598452091217,38944,AT-MB-PC-E13,127.0.0.1,393.5598452091217,4,256,0.2,6,0.001
0.07743,0.92297,0.21726,0.70733,0.2427416538929238,41.26608116179705,0.07345,0.89782,0.17288,0.63011,0.31421395659446716,7.855348914861679,0.08194,0.89449,0.18586,0.64927,0.31599266827106476,15.483640745282173,1713583024,,False,5,5d25fc70,2024-04-20_05-17-04,99.4524884223938,493.0123336315155,38944,AT-MB-PC-E13,127.0.0.1,493.0123336315155,5,256,0.2,6,0.001
0.07743,0.92351,0.22901,0.72268,0.24023061061606688,40.83920380473137,0.07345,0.92539,0.21421,0.70701,0.23982112854719162,5.9955282136797905,0.08194,0.91932,0.239,0.71122,0.25632830633192644,12.560087010264397,1713583123,,False,6,5d25fc70,2024-04-20_05-18-43,99.49543738365173,592.5077710151672,38944,AT-MB-PC-E13,127.0.0.1,592.5077710151672,6,256,0.2,6,0.001
0.07743,0.9249,0.2538,0.73715,0.23299474602236467,39.609106823801994,0.07345,0.92895,0.25149,0.7196,0.2218994353711605,5.547485884279013,0.08194,0.91952,0.2304,0.69442,0.2533204917396818,12.412704095244408,1713583223,,False,7,5d25fc70,2024-04-20_05-20-23,99.75951266288757,692.2672836780548,38944,AT-MB-PC-E13,127.0.0.1,692.2672836780548,7,256,0.2,6,0.001
0.07743,0.92528,0.25258,0.73751,0.23138906876830495,39.33614169061184,0.07345,0.92765,0.19255,0.6276,0.33819733798503876,8.454933449625969,0.08194,0.91903,0.19607,0.66611,0.35962784351134786,17.621764332056046,1713583322,,False,8,5d25fc70,2024-04-20_05-22-02,99.17007350921631,791.4373571872711,38944,AT-MB-PC-E13,127.0.0.1,791.4373571872711,8,256,0.2,6,0.001
0.07743,0.92592,0.27544,0.75467,0.22769847564837511,38.70874086022377,0.07345,0.92381,0.24436,0.71774,0.24484942853450775,6.121235713362694,0.08194,0.92027,0.25781,0.74229,0.2428530989861002,11.899801850318909,1713583422,,False,9,5d25fc70,2024-04-20_05-23-42,99.3947126865387,890.8320698738098,38944,AT-MB-PC-E13,127.0.0.1,890.8320698738098,9,256,0.2,6,0.001
0.07743,0.92575,0.27442,0.74666,0.2282672655494774,38.80543514341116,0.07345,0.93009,0.2859,0.73436,0.2346937257051468,5.86734314262867,0.08194,0.9218,0.3075,0.76211,0.23271246315265187,11.402910694479942,1713583521,,False,10,5d25fc70,2024-04-20_05-25-21,99.67033410072327,990.5024039745331,38944,AT-MB-PC-E13,127.0.0.1,990.5024039745331,10,256,0.2,6,0.001
