train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate
5.400000095367432,-36.06,-0.16,32.150001525878906,5.670000076293945,5.401083943181145,1690.5392742156982,5.420000076293945,-34.53,-0.18,32.61000061035156,5.710000038146973,5.4170838986722805,1695.5472602844238,1712498446,,False,1,d4c4dab9,2024-04-07_16-00-46,317.3728609085083,317.3728609085083,1475590,rey,131.130.125.90,317.3728609085083,1,128,3,0.0,0.001
0.9800000190734863,-1.27,0.44,1.9700000286102295,1.399999976158142,0.9836924478840142,307.89573618769646,0.6899999976158142,0.07,0.67,0.8500000238418579,0.9200000166893005,0.6866919599211635,214.93458345532417,1712498615,,False,2,d4c4dab9,2024-04-07_16-03-35,169.2670042514801,486.6398651599884,1475590,rey,131.130.125.90,486.6398651599884,2,128,3,0.0,0.001
0.7200000286102295,-0.03,0.57,0.8899999856948853,0.9399999976158142,0.720804656275545,225.6118574142456,0.6800000071525574,0.1,0.56,0.8299999833106995,0.9100000262260437,0.6792402391235668,212.60219484567642,1712498774,,False,3,d4c4dab9,2024-04-07_16-06-14,158.75351691246033,645.3933820724487,1475590,rey,131.130.125.90,645.3933820724487,3,128,3,0.0,0.001
0.6800000071525574,0.1,0.61,0.7799999713897705,0.8899999856948853,0.6766986726952818,211.8066845536232,0.6100000143051147,0.27,0.66,0.6700000166893005,0.8199999928474426,0.6098543079897237,190.88439840078354,1712498935,,False,4,d4c4dab9,2024-04-07_16-08-55,160.84519386291504,806.2385759353638,1475590,rey,131.130.125.90,806.2385759353638,4,128,3,0.0,0.001
0.6200000047683716,0.23,0.65,0.6700000166893005,0.8199999928474426,0.6195030582789034,193.90445724129677,0.5299999713897705,0.42,0.75,0.5299999713897705,0.7300000190734863,0.5282965167261922,165.35680973529816,1712499102,,False,5,d4c4dab9,2024-04-07_16-11-42,167.71259713172913,973.9511730670929,1475590,rey,131.130.125.90,973.9511730670929,5,128,3,0.0,0.001
0.6100000143051147,0.26,0.67,0.6399999856948853,0.800000011920929,0.606197116378778,189.73969742655754,0.5,0.48,0.77,0.47999998927116394,0.6899999976158142,0.49611892039402605,155.28522208333015,1712499256,,False,6,d4c4dab9,2024-04-07_16-14-16,153.76476049423218,1127.715933561325,1475590,rey,131.130.125.90,1127.715933561325,6,128,3,0.0,0.001
0.5600000023841858,0.36,0.7,0.550000011920929,0.7400000095367432,0.5647454548377199,176.7653273642063,0.5,0.45,0.77,0.5,0.7099999785423279,0.4998509146915838,156.45333629846573,1712499422,,False,7,d4c4dab9,2024-04-07_16-17-02,165.57433128356934,1293.2902648448944,1475590,rey,131.130.125.90,1293.2902648448944,7,128,3,0.0,0.001
0.5299999713897705,0.44,0.73,0.49000000953674316,0.699999988079071,0.5318825927595742,166.47925153374672,0.46000000834465027,0.57,0.82,0.4000000059604645,0.6299999952316284,0.4564080263098208,142.8557122349739,1712499583,,False,8,d4c4dab9,2024-04-07_16-19-43,161.70839595794678,1454.9986608028412,1475590,rey,131.130.125.90,1454.9986608028412,8,128,3,0.0,0.001
0.5,0.5,0.75,0.4399999976158142,0.6600000262260437,0.4986111759758605,156.06529808044434,0.5099999904632568,0.46,0.73,0.5,0.7099999785423279,0.5075164651527954,158.85265359282494,1712499720,,False,9,d4c4dab9,2024-04-07_16-22-00,136.87933683395386,1591.877997636795,1475590,rey,131.130.125.90,1591.877997636795,9,128,3,0.0,0.001
0.5,0.5,0.75,0.4399999976158142,0.6600000262260437,0.5005992039704856,156.687550842762,0.49000000953674316,0.5,0.8,0.46000000834465027,0.6800000071525574,0.4880249805915089,152.7518189251423,1712499836,,False,10,d4c4dab9,2024-04-07_16-23-56,115.69877099990845,1707.5767686367035,1475590,rey,131.130.125.90,1707.5767686367035,10,128,3,0.0,0.001
0.4699999988079071,0.55,0.76,0.38999998569488525,0.6200000047683716,0.47060704250305224,147.30000430345535,0.4300000071525574,0.6,0.81,0.3700000047683716,0.6100000143051147,0.42587769279083887,133.29971784353256,1712499998,,False,11,d4c4dab9,2024-04-07_16-26-38,162.44101357460022,1870.0177822113037,1475590,rey,131.130.125.90,1870.0177822113037,11,128,3,0.0,0.001
0.47999998927116394,0.53,0.76,0.4000000059604645,0.6399999856948853,0.47750434146140713,149.45885887742043,0.4300000071525574,0.6,0.82,0.3700000047683716,0.6100000143051147,0.4324687766952637,135.36272710561752,1712500149,,False,12,d4c4dab9,2024-04-07_16-29-09,150.8840687274933,2020.901850938797,1475590,rey,131.130.125.90,2020.901850938797,12,128,3,0.0,0.001
0.4699999988079071,0.55,0.77,0.38999998569488525,0.6200000047683716,0.4716853533689968,147.637515604496,0.41999998688697815,0.61,0.82,0.3499999940395355,0.6000000238418579,0.4162165709673025,130.2757867127657,1712500309,,False,13,d4c4dab9,2024-04-07_16-31-49,159.80117344856262,2180.7030243873596,1475590,rey,131.130.125.90,2180.7030243873596,13,128,3,0.0,0.001
