train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.08,0.92,0.19,0.65,0.25493512749671937,43.33897167444229,0.07,0.93,0.12,0.55,0.49199474811553956,12.299868702888489,1712411939,,True,100,e9c433a2,2024-04-06_15-58-59,46.54515743255615,4520.420192241669,26824,AT-MB-PC-EOS,127.0.0.1,4520.420192241669,100,64,3,0.5,1e-05,e9c433a2
0.08,0.92,0.15,0.6,0.2667538507896311,45.34815463423729,0.07,0.93,0.1,0.48,0.9606851315498353,24.01712828874588,1712407777,,True,5,bf7ddcfa,2024-04-06_14-49-37,71.5400938987732,350.05091381073,30132,AT-MB-PC-EOS,127.0.0.1,350.05091381073,5,256,6,0.5,0.001,bf7ddcfa
0.08,0.92,0.19,0.65,0.25495943396407017,43.343103773891926,0.07,0.93,0.12,0.55,0.4940339308977127,12.350848272442818,1712411978,,True,100,c46ff28a,2024-04-06_15-59-38,42.84292483329773,4542.307316541672,20740,AT-MB-PC-EOS,127.0.0.1,4542.307316541672,100,64,3,0.5,1e-05,c46ff28a
0.08,0.9,0.08,0.47,0.355369153268197,60.41275605559349,0.07,0.93,0.08,0.44,0.5771660619974136,14.42915154993534,1712408529,,True,15,a95e3560,2024-04-06_15-02-09,74.02368187904358,1085.3294463157654,26600,AT-MB-PC-EOS,127.0.0.1,1085.3294463157654,15,64,6,0.5,1e-05,a95e3560
0.08,0.96,0.76,0.95,0.11450941604288185,19.466600727289915,0.07,0.94,0.43,0.82,0.20610932976007462,5.152733244001865,1712411974,,True,100,69886c92,2024-04-06_15-59-34,42.48586106300354,4521.597871541977,13964,AT-MB-PC-EOS,127.0.0.1,4521.597871541977,100,64,3,0.0,0.0001,69886c92
0.08,0.92,0.15,0.62,0.26460187391323203,44.98231856524944,0.07,0.93,0.1,0.48,0.6372138315439224,15.93034578859806,1712408015,,True,5,a9e0ad4a,2024-04-06_14-53-35,44.05176138877869,228.05257272720337,33652,AT-MB-PC-EOS,127.0.0.1,228.05257272720337,5,256,3,0.5,0.001,a9e0ad4a
0.08,0.89,0.06,0.39,0.3919719671501833,66.63523441553116,0.07,0.93,0.06,0.39,0.7825464409589767,19.56366102397442,1712408582,,True,5,f37da172,2024-04-06_15-03-02,104.06601214408875,556.0353906154633,12240,AT-MB-PC-EOS,127.0.0.1,556.0353906154633,5,256,10,0.5,0.0001,f37da172
0.08,0.76,0.08,0.49,0.523794525160509,89.04506927728653,0.07,0.77,0.07,0.45,0.5788435351848602,14.471088379621506,1712409089,,True,5,e1f5abb2,2024-04-06_15-11-29,109.86210775375366,550.4195048809052,43684,AT-MB-PC-EOS,127.0.0.1,550.4195048809052,5,256,10,0.2,1e-05,e1f5abb2
0.08,0.95,0.62,0.91,0.1473403196562739,25.047854341566563,0.07,0.94,0.43,0.81,0.212794029712677,5.319850742816925,1712416311,,True,100,767fd296,2024-04-06_17-11-51,81.44787406921387,7719.590688228607,30728,AT-MB-PC-EOS,127.0.0.1,7719.590688228607,100,64,6,0.2,0.0001,767fd296
0.08,0.53,0.08,0.5,0.7391043333446279,125.64773666858673,0.07,0.53,0.08,0.47,0.8911115074157715,22.277787685394287,1712409323,,True,5,159b776c,2024-04-06_15-15-23,43.30907607078552,224.3494095802307,28852,AT-MB-PC-EOS,127.0.0.1,224.3494095802307,5,256,3,0.5,1e-05,159b776c
0.08,0.95,0.7,0.94,0.12754681566182305,21.682958662509918,0.07,0.94,0.44,0.82,0.21680020093917846,5.420005023479462,1712421200,,True,100,ffcfd2f5,2024-04-06_18-33-20,117.6847677230835,11866.082727432251,41144,AT-MB-PC-EOS,127.0.0.1,11866.082727432251,100,256,10,0.2,0.001,ffcfd2f5
0.08,0.64,0.08,0.5,0.6421036874546724,109.15762686729431,0.07,0.6,0.1,0.52,0.6721235513687134,16.803088784217834,1712412353,,True,5,8ff1f882,2024-04-06_16-05-53,80.60119700431824,404.848032951355,20024,AT-MB-PC-EOS,127.0.0.1,404.848032951355,5,128,6,0.5,1e-05,8ff1f882
0.08,0.96,0.77,0.96,0.11094672550611637,18.86094333603978,0.07,0.94,0.41,0.79,0.24639948934316636,6.159987233579159,1712414180,,True,45,4ca02eb0,2024-04-06_16-36-20,52.02324461936951,2197.0453419685364,25908,AT-MB-PC-EOS,127.0.0.1,2197.0453419685364,45,128,3,0.0,0.001,4ca02eb0
0.08,0.93,0.29,0.75,0.2276635632795446,38.70280575752258,0.07,0.92,0.26,0.73,0.23277187168598176,5.819296792149544,1712413817,,True,15,1ff7f445,2024-04-06_16-30-17,121.64747428894043,1825.6487486362457,34384,AT-MB-PC-EOS,127.0.0.1,1825.6487486362457,15,128,10,0.2,0.0001,1ff7f445
0.08,0.7,0.09,0.47,0.5981250121312983,101.68125206232071,0.07,0.72,0.08,0.46,0.6257105040550232,15.64276260137558,1712412616,,True,5,167e5683,2024-04-06_16-10-16,49.11361885070801,253.44744682312012,1852,AT-MB-PC-EOS,127.0.0.1,253.44744682312012,5,128,3,0.2,1e-05,167e5683
