train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_ranking_accuracy_0.1,val_ranking_accuracy_0.2,val_ranking_accuracy_0.3,val_ranking_accuracy_0.4,val_ranking_accuracy_0.5,val_ranking_accuracy_0.6,val_ranking_accuracy_0.7,val_ranking_accuracy_0.8,val_ranking_accuracy_0.9,val_ranking_accuracy_1.0,val_ranking_accuracy_1.1,val_ranking_accuracy_1.2,val_ranking_accuracy_1.3,val_ranking_accuracy_1.4,val_ranking_accuracy_1.5,val_ranking_accuracy_1.6,val_ranking_accuracy_1.7,val_ranking_accuracy_1.8,val_ranking_accuracy_1.9,val_ranking_accuracy_2.0,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate
5.070000171661377,-29.92,0.13,26.84000015258789,5.179999828338623,5.073755913820023,1583.011845111847,4.96999979019165,-27.29,0.06,25.969999313354492,5.099999904632568,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.53,0.53,0.52,0.53,4.973541316132957,1556.7184319496155,1712588930,,False,1,c48bdb3b,2024-04-08_17-08-50,363.0618577003479,363.0618577003479,2104519,jyn,131.130.125.89,363.0618577003479,1,256,6,0.2,0.001
1.0800000429153442,-1.65,0.4,2.299999952316284,1.5199999809265137,1.0801166563461988,336.99639678001404,2.059999942779541,-5.2,0.43,5.690000057220459,2.390000104904175,0.65,0.66,0.67,0.68,0.69,0.7,0.7,0.72,0.72,0.73,0.74,0.75,0.75,0.75,0.77,0.77,0.77,0.78,0.77,0.78,2.05858002836331,644.3355488777161,1712589153,,False,2,c48bdb3b,2024-04-08_17-12-33,222.5930027961731,585.654860496521,2104519,jyn,131.130.125.89,585.654860496521,2,256,6,0.2,0.001
0.7400000095367432,-0.07,0.56,0.9300000071525574,0.9599999785423279,0.7371505878101556,229.99098339676857,1.8200000524520874,-3.51,0.59,4.139999866485596,2.0299999713897705,0.72,0.73,0.74,0.75,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.85,0.87,0.86,0.87,0.86,0.87,0.87,1.8164032027363397,568.5342024564743,1712589394,,False,3,c48bdb3b,2024-04-08_17-16-34,241.51452374458313,827.1693842411041,2104519,jyn,131.130.125.89,827.1693842411041,3,256,6,0.2,0.001
0.6899999976158142,0.06,0.59,0.8199999928474426,0.8999999761581421,0.6898549916461493,215.23475739359856,1.2799999713897705,-1.58,0.63,2.369999885559082,1.5399999618530273,0.73,0.74,0.75,0.77,0.78,0.79,0.81,0.81,0.82,0.84,0.85,0.86,0.86,0.87,0.88,0.88,0.89,0.9,0.9,0.9,1.2782799826262476,400.10163456201553,1712589624,,False,4,c48bdb3b,2024-04-08_17-20-24,230.05246829986572,1057.2218525409698,2104519,jyn,131.130.125.89,1057.2218525409698,4,256,6,0.2,0.001
0.6499999761581421,0.16,0.62,0.7300000190734863,0.8500000238418579,0.6497332341969013,202.7167690694332,1.3799999952316284,-1.85,0.65,2.609999895095825,1.6200000047683716,0.74,0.76,0.77,0.78,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.89,0.89,0.9,0.9,0.9,0.9,1.3822780344813776,432.6530247926712,1712589867,,False,5,c48bdb3b,2024-04-08_17-24-27,242.43301153182983,1299.6548640727997,2104519,jyn,131.130.125.89,1299.6548640727997,5,256,6,0.2,0.001
0.6100000143051147,0.25,0.65,0.6499999761581421,0.800000011920929,0.6091590261994264,190.05761617422104,0.7699999809265137,-0.21,0.7,1.1200000047683716,1.059999942779541,0.77,0.78,0.79,0.81,0.82,0.83,0.84,0.86,0.87,0.87,0.88,0.89,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.7727542237732739,241.8720720410347,1712590093,,False,6,c48bdb3b,2024-04-08_17-28-13,226.02098894119263,1525.6758530139923,2104519,jyn,131.130.125.89,1525.6758530139923,6,256,6,0.2,0.001
0.5899999737739563,0.32,0.67,0.5899999737739563,0.7699999809265137,0.5880955900901403,183.48582410812378,0.6299999952316284,0.23,0.73,0.699999988079071,0.8399999737739563,0.78,0.79,0.81,0.82,0.84,0.85,0.86,0.88,0.89,0.9,0.91,0.91,0.92,0.92,0.93,0.93,0.93,0.93,0.94,0.94,0.63132796043786,197.60565161705017,1712590334,,False,7,c48bdb3b,2024-04-08_17-32-14,241.27758765220642,1766.9534406661987,2104519,jyn,131.130.125.89,1766.9534406661987,7,256,6,0.2,0.001
0.5699999928474426,0.34,0.68,0.5699999928474426,0.75,0.5736663830585969,178.98391151428223,0.6200000047683716,0.22,0.73,0.7200000286102295,0.8500000238418579,0.78,0.8,0.81,0.83,0.84,0.85,0.86,0.88,0.89,0.89,0.9,0.91,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.6221125334406051,194.7212229669094,1712590566,,False,8,c48bdb3b,2024-04-08_17-36-06,232.12037658691406,1999.0738172531128,2104519,jyn,131.130.125.89,1999.0738172531128,8,256,6,0.2,0.001
0.5699999928474426,0.33,0.68,0.5799999833106995,0.7599999904632568,0.5725521137699102,178.636259496212,0.9200000166893005,-0.44,0.71,1.3200000524520874,1.149999976158142,0.77,0.79,0.8,0.82,0.83,0.84,0.85,0.86,0.86,0.88,0.88,0.89,0.91,0.91,0.91,0.91,0.92,0.92,0.93,0.93,0.9205664868552845,288.13731038570404,1712590806,,False,9,c48bdb3b,2024-04-08_17-40-06,239.54633474349976,2238.6201519966125,2104519,jyn,131.130.125.89,2238.6201519966125,9,256,6,0.2,0.001
0.5699999928474426,0.36,0.69,0.550000011920929,0.7400000095367432,0.5666281685042076,176.78798857331276,0.7699999809265137,-0.08,0.75,0.9900000095367432,1.0,0.78,0.8,0.82,0.83,0.85,0.86,0.87,0.88,0.89,0.91,0.91,0.92,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.94,0.7693132661021175,240.79505228996277,1712591040,,False,10,c48bdb3b,2024-04-08_17-44-00,234.5983738899231,2473.2185258865356,2104519,jyn,131.130.125.89,2473.2185258865356,10,256,6,0.2,0.001
