train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_ranking_accuracy_0.1,val_ranking_accuracy_0.2,val_ranking_accuracy_0.3,val_ranking_accuracy_0.4,val_ranking_accuracy_0.5,val_ranking_accuracy_0.6,val_ranking_accuracy_0.7,val_ranking_accuracy_0.8,val_ranking_accuracy_0.9,val_ranking_accuracy_1.0,val_ranking_accuracy_1.1,val_ranking_accuracy_1.2,val_ranking_accuracy_1.3,val_ranking_accuracy_1.4,val_ranking_accuracy_1.5,val_ranking_accuracy_1.6,val_ranking_accuracy_1.7,val_ranking_accuracy_1.8,val_ranking_accuracy_1.9,val_ranking_accuracy_2.0,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.6000000238418579,0.28,0.64,0.6200000047683716,0.7900000214576721,0.6018381869563689,187.77351433038712,2.359999895095825,-6.09,0.58,6.510000228881836,2.549999952316284,0.72,0.74,0.75,0.76,0.77,0.79,0.8,0.8,0.81,0.82,0.83,0.84,0.84,0.86,0.87,0.87,0.87,0.87,0.88,0.88,2.3599800381797573,738.673751950264,1712578741,,True,100,c8a5ef70,2024-04-08_14-19-01,169.61525011062622,14246.430163621902,1927710,jyn,131.130.125.89,14246.430163621902,100,64,3,0.5,1e-05,c8a5ef70
0.3499999940395355,0.74,0.87,0.23000000417232513,0.4699999988079071,0.3498151061626581,109.14231312274933,0.3499999940395355,0.72,0.88,0.25,0.5,0.86,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.34651265181482027,108.45846001803875,1712587172,,True,100,04e36585,2024-04-08_16-39-32,235.55425095558167,22671.895738124847,1927957,jyn,131.130.125.89,22671.895738124847,100,256,6,0.5,0.001,04e36585
0.6000000238418579,0.28,0.64,0.6200000047683716,0.7900000214576721,0.601730851122202,187.74002555012703,2.359999895095825,-6.09,0.58,6.510000228881836,2.549999952316284,0.72,0.74,0.75,0.76,0.77,0.79,0.79,0.8,0.81,0.82,0.83,0.84,0.84,0.86,0.87,0.86,0.87,0.87,0.87,0.87,2.359476407495931,738.5161155462265,1712578738,,True,100,5dd30586,2024-04-08_14-18-58,170.66652846336365,14232.733859539032,1928112,jyn,131.130.125.89,14232.733859539032,100,64,3,0.5,1e-05,5dd30586
4.210000038146973,-21.27,0.07,19.31999969482422,4.400000095367432,4.207611218476907,1312.774700164795,2.75,-11.07,0.11,11.079999923706055,3.3299999237060547,0.54,0.54,0.54,0.54,0.55,0.55,0.56,0.56,0.55,0.56,0.56,0.56,0.56,0.56,0.57,0.57,0.56,0.56,0.56,0.56,2.7480636061951755,860.14390873909,1712565498,,True,5,42469a88,2024-04-08_10-38-18,188.69230103492737,987.8584949970245,1928249,jyn,131.130.125.89,987.8584949970245,5,64,6,0.5,1e-05,42469a88
0.25999999046325684,0.85,0.93,0.12999999523162842,0.36000001430511475,0.2585384514278326,80.66399684548378,0.3400000035762787,0.73,0.88,0.23999999463558197,0.49000000953674316,0.86,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.3420562537523885,107.0636074244976,1712578740,,True,100,0f7ccbec,2024-04-08_14-19-00,169.9999589920044,14223.123984098434,1928436,jyn,131.130.125.89,14223.123984098434,100,64,3,0.0,0.0001,0f7ccbec
0.3499999940395355,0.74,0.87,0.2199999988079071,0.4699999988079071,0.34904033886507535,108.90058572590351,0.3799999952316284,0.67,0.88,0.30000001192092896,0.550000011920929,0.86,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.96,0.96,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.3812689665026558,119.33718651533127,1712580510,,True,100,24f440b3,2024-04-08_14-48-30,188.8001844882965,15004.31521487236,1930898,jyn,131.130.125.89,15004.31521487236,100,256,3,0.5,0.001,24f440b3
1.0299999713897705,-1.04,0.24,1.7699999809265137,1.3300000429153442,1.02621794740359,320.17999958992004,4.809999942779541,-27.88,0.31,26.510000228881836,5.150000095367432,0.61,0.62,0.62,0.63,0.63,0.64,0.64,0.65,0.66,0.66,0.67,0.67,0.68,0.68,0.69,0.69,0.68,0.69,0.69,0.68,4.8135396428763295,1506.6379082202911,1712581022,,True,5,33941215,2024-04-08_14-57-02,416.3033182621002,2276.2008175849915,1999194,jyn,131.130.125.89,2276.2008175849915,5,256,10,0.5,0.0001,33941215
1.2300000190734863,-1.93,0.3,2.5399999618530273,1.590000033378601,1.227777001567376,383.0664244890213,4.289999961853027,-22.79,0.36,21.84000015258789,4.670000076293945,0.63,0.63,0.64,0.64,0.65,0.66,0.67,0.67,0.68,0.68,0.69,0.7,0.71,0.71,0.71,0.71,0.7,0.72,0.71,0.7,4.286177816482398,1341.5736565589905,1712581025,,True,5,78999818,2024-04-08_14-57-05,418.13251972198486,2273.2981345653534,1999324,jyn,131.130.125.89,2273.2981345653534,5,256,10,0.2,1e-05,78999818
0.5,0.5,0.74,0.4399999976158142,0.6600000262260437,0.49964619704928154,155.88961347937584,1.1699999570846558,-1.1,0.74,1.9299999475479126,1.3899999856948853,0.79,0.8,0.82,0.83,0.84,0.85,0.87,0.88,0.89,0.9,0.9,0.91,0.91,0.92,0.92,0.92,0.93,0.93,0.94,0.94,1.1665524408078423,365.1309139728546,1712583142,,True,15,ad63c764,2024-04-08_15-32-22,281.8184235095978,4383.390299320221,1999473,jyn,131.130.125.89,4383.390299320221,15,64,6,0.2,0.0001,ad63c764
2.680000066757202,-10.12,0.05,9.649999618530273,3.109999895095825,2.678319517618571,835.635689496994,2.2899999618530273,-7.27,0.13,7.590000152587891,2.759999990463257,0.55,0.55,0.55,0.56,0.56,0.56,0.56,0.56,0.56,0.57,0.57,0.57,0.57,0.57,0.57,0.59,0.59,0.58,0.58,0.58,2.287392904202397,715.9539790153503,1712581548,,True,5,a4156dfb,2024-04-08_15-05-48,173.13748002052307,1031.0252211093903,2033518,jyn,131.130.125.89,1031.0252211093903,5,256,3,0.5,1e-05,a4156dfb
