train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.71,0.67,0.66,0.67,0.77,0.5696436981944477,19.36788573861122,0.57,0.56,0.44,0.5,0.62,0.6914863586425781,3.4574317932128906,1712058392,,True,100,9fd2b975,2024-04-02_13-46-32,52.54044771194458,5107.953428030014,27172,AT-MB-PC-EOS,127.0.0.1,5107.953428030014,100,64,3,0.5,1e-05,9fd2b975
0.6,0.55,0.5,0.53,0.65,0.6797211810069925,23.110520154237747,0.57,0.55,0.57,0.56,0.55,1.1507153272628785,5.753576636314392,1712053661,,True,5,14136272,2024-04-02_12-27-41,85.09768104553223,368.69843912124634,10312,AT-MB-PC-EOS,127.0.0.1,368.69843912124634,5,256,6,0.5,0.001,14136272
0.66,0.62,0.65,0.63,0.72,0.6114396821050083,20.788949191570282,0.57,0.55,0.54,0.55,0.58,0.7011413216590882,3.5057066082954407,1712055645,,True,45,eb14bc55,2024-04-02_13-00-45,54.0899121761322,2344.9974517822266,13832,AT-MB-PC-EOS,127.0.0.1,2344.9974517822266,45,64,3,0.5,1e-05,eb14bc55
0.53,0.48,0.58,0.52,0.56,0.7283135827849893,24.762661814689636,0.56,0.55,0.5,0.52,0.56,0.6883871912956238,3.441935956478119,1712053710,,True,5,4908ae48,2024-04-02_12-28-30,77.72224259376526,402.38620471954346,28564,AT-MB-PC-EOS,127.0.0.1,402.38620471954346,5,64,6,0.5,1e-05,4908ae48
0.74,0.7,0.73,0.72,0.81,0.5451743760529686,18.535928785800934,0.58,0.54,0.81,0.65,0.63,0.7507646322250366,3.753823161125183,1712053548,,True,5,3e08512e,2024-04-02_12-25-48,47.46171808242798,232.56253099441528,22656,AT-MB-PC-EOS,127.0.0.1,232.56253099441528,5,64,3,0.0,0.0001,3e08512e
0.63,0.58,0.59,0.59,0.68,0.652502673513749,22.18509089946747,0.5,0.47,0.36,0.41,0.5,0.7902725458145141,3.951362729072571,1712053792,,True,5,115b058c,2024-04-02_12-29-52,54.58610701560974,235.99320936203003,796,AT-MB-PC-EOS,127.0.0.1,235.99320936203003,5,256,3,0.5,0.001,115b058c
0.53,0.47,0.4,0.43,0.54,0.7351252892438103,24.99425983428955,0.48,0.48,1.0,0.65,0.62,0.786636745929718,3.93318372964859,1712055094,,True,5,5ad767a3,2024-04-02_12-51-34,284.0454490184784,1425.2422137260437,28572,AT-MB-PC-EOS,127.0.0.1,1425.2422137260437,5,256,10,0.5,0.0001,5ad767a3
0.58,0.53,0.43,0.48,0.58,0.705153309247073,23.975212514400482,0.46,0.47,0.96,0.63,0.51,0.9086259126663208,4.543129563331604,1712055083,,True,5,30447775,2024-04-02_12-51-23,234.29084157943726,1365.1073184013367,26488,AT-MB-PC-EOS,127.0.0.1,1365.1073184013367,5,256,10,0.2,1e-05,30447775
0.66,0.62,0.6,0.61,0.71,0.6337672454469344,21.54808634519577,0.57,0.57,0.38,0.45,0.6,0.6964425802230835,3.4822129011154175,1712054378,,True,5,ad4ccdda,2024-04-02_12-39-38,110.79936265945435,579.4769465923309,19608,AT-MB-PC-EOS,127.0.0.1,579.4769465923309,5,64,6,0.2,0.0001,ad4ccdda
0.71,0.68,0.66,0.67,0.77,0.5699388560126809,19.377921104431152,0.54,0.53,0.42,0.47,0.61,0.6884871363639832,3.4424356818199158,1712060015,,True,100,9bd6f684,2024-04-02_14-13-35,69.16141939163208,5628.358501434326,13972,AT-MB-PC-EOS,127.0.0.1,5628.358501434326,100,256,3,0.5,1e-05,9bd6f684
0.68,0.65,0.62,0.64,0.75,0.6047762535950717,20.562392622232437,0.56,0.56,0.32,0.41,0.63,0.9647396802902222,4.823698401451111,1712056191,,True,5,5e7c991e,2024-04-02_13-09-51,237.28832960128784,1099.9522109031677,27004,AT-MB-PC-EOS,127.0.0.1,1099.9522109031677,5,256,10,0.2,0.001,5e7c991e
0.53,0.48,0.58,0.52,0.56,0.7283097540631014,24.762531638145447,0.56,0.55,0.5,0.52,0.56,0.6884721279144287,3.4423606395721436,1712055667,,True,5,da1b1690,2024-04-02_13-01-07,106.22633719444275,564.4217000007629,16828,AT-MB-PC-EOS,127.0.0.1,564.4217000007629,5,128,6,0.5,1e-05,da1b1690
1.0,1.0,1.0,1.0,1.0,0.016731068224865284,0.5688563196454197,0.68,0.66,0.67,0.66,0.77,1.6189242601394653,8.094621300697327,1712061637,,True,100,f8cd7c70,2024-04-02_14-40-37,70.30014157295227,5984.173288106918,15792,AT-MB-PC-EOS,127.0.0.1,5984.173288106918,100,128,3,0.0,0.001,f8cd7c70
0.93,0.91,0.92,0.92,0.98,0.18219143853468053,6.194508910179138,0.69,0.65,0.76,0.7,0.78,0.7774319648742676,3.887159824371338,1712104414,,True,100,f9e32b0a,2024-04-03_02-33-34,314.63607263565063,48738.65835785866,3888,AT-MB-PC-EOS,127.0.0.1,48738.65835785866,100,128,10,0.2,0.0001,f9e32b0a
0.56,0.51,0.65,0.57,0.61,0.7111722371157478,24.179856061935425,0.56,0.53,0.54,0.54,0.59,0.7149712920188904,3.574856460094452,1712056426,,True,5,647577de,2024-04-02_13-13-46,45.51937699317932,227.13023972511292,25432,AT-MB-PC-EOS,127.0.0.1,227.13023972511292,5,128,3,0.2,1e-05,647577de
0.96,0.96,0.96,0.96,1.0,0.09703576641485971,3.2992160581052303,0.72,0.69,0.75,0.72,0.8,0.8602125883102417,4.3010629415512085,1712073600,,True,100,d431c2ca,2024-04-02_18-00-00,119.16353940963745,17164.99776649475,18364,AT-MB-PC-EOS,127.0.0.1,17164.99776649475,100,256,6,0.0,0.0001,d431c2ca
0.54,0.48,0.26,0.34,0.5,0.7729500497088713,26.280301690101624,0.48,0.48,1.0,0.65,0.61,0.965811026096344,4.82905513048172,1712060485,,True,5,1e42c59d,2024-04-02_14-21-25,458.543408870697,2083.2247269153595,26316,AT-MB-PC-EOS,127.0.0.1,2083.2247269153595,5,64,10,0.5,1e-05,1e42c59d
0.53,0.48,0.58,0.52,0.56,0.7283141174737144,24.762679994106293,0.56,0.55,0.5,0.52,0.56,0.6884105443954468,3.442052721977234,1712060695,,True,5,0e50efb7,2024-04-02_14-24-55,112.96483993530273,672.3453071117401,20252,AT-MB-PC-EOS,127.0.0.1,672.3453071117401,5,256,6,0.5,1e-05,0e50efb7
1.0,1.0,0.99,1.0,1.0,0.010950969709751113,0.3723329701315379,0.7,0.67,0.71,0.69,0.78,1.7557987093925476,8.778993546962738,1712076561,,True,100,a7f3ec88,2024-04-02_18-49-21,184.03476452827454,16068.520420312881,23712,AT-MB-PC-EOS,127.0.0.1,16068.520420312881,100,128,6,0.0,0.001,a7f3ec88
0.66,0.62,0.63,0.62,0.73,0.6553396433591843,22.281547874212265,0.59,0.55,0.83,0.66,0.63,0.7578124284744263,3.7890621423721313,1712061436,,True,5,03cb49b1,2024-04-02_14-37-16,145.186190366745,731.7586176395416,22480,AT-MB-PC-EOS,127.0.0.1,731.7586176395416,5,256,6,0.2,0.001,03cb49b1
0.72,0.68,0.72,0.7,0.76,0.6015296534580343,20.452008217573166,0.54,1.0,0.03,0.05,0.46,1.652873706817627,8.264368534088135,1712069451,,True,15,e9acdd19,2024-04-02_16-50-51,458.43181586265564,8008.264441490173,23340,AT-MB-PC-EOS,127.0.0.1,8008.264441490173,15,256,10,0.2,0.001,e9acdd19
0.67,0.63,0.64,0.64,0.73,0.6041565730291254,20.541323482990265,0.52,0.5,0.29,0.37,0.47,1.413548183441162,7.0677409172058105,1712068751,,True,15,521d6d64,2024-04-02_16-39-11,476.8453896045685,7105.379634380341,3232,AT-MB-PC-EOS,127.0.0.1,7105.379634380341,15,128,10,0.0,0.001,521d6d64
0.77,0.72,0.77,0.75,0.85,0.4810534478986965,16.35581722855568,0.53,1.0,0.01,0.03,0.7,1.7333261251449585,8.666630625724792,1712069754,,True,15,4f0810c4,2024-04-02_16-55-54,60.229459047317505,991.2482826709747,18004,AT-MB-PC-EOS,127.0.0.1,991.2482826709747,15,128,3,0.0,0.001,4f0810c4
0.74,0.72,0.69,0.71,0.8,0.5830352762166191,19.82319939136505,0.6,0.6,0.47,0.53,0.63,0.8620461583137512,4.310230791568756,1712069773,,True,5,ff82fc0e,2024-04-02_16-56-13,57.93219041824341,313.6629328727722,4360,AT-MB-PC-EOS,127.0.0.1,313.6629328727722,5,128,3,0.0,0.001,ff82fc0e
0.8,0.75,0.83,0.79,0.88,0.44770219133180733,15.221874505281448,0.6,0.62,0.4,0.49,0.63,1.021172034740448,5.10586017370224,1712070579,,True,15,a87a9526,2024-04-02_17-09-39,51.21130895614624,816.9085576534271,18108,AT-MB-PC-EOS,127.0.0.1,816.9085576534271,15,128,3,0.0,0.001,a87a9526
