train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss
0.53302,0.42675,0.14195,0.21304,0.47454,0.7189007208627813,24.442624509334564,0.52318,0.0,0.0,0.0,0.28252,0.8663992762565613,4.331996381282806,0.51325,0.0,0.0,0.0,0.3648,0.8726947367191314,8.726947367191315
0.5934,0.54545,0.52119,0.53304,0.63984,0.6609386363450218,22.471913635730743,0.53642,0.75,0.04167,0.07895,0.5254,0.8430708527565003,4.215354263782501,0.57616,0.91304,0.14286,0.24706,0.64806,0.7664630711078644,7.664630711078644
0.68396,0.63405,0.68644,0.65921,0.75168,0.5920025653698865,20.12808722257614,0.6755,0.64557,0.70833,0.6755,0.68688,0.663475489616394,3.31737744808197,0.6457,0.63699,0.63265,0.63481,0.68365,0.649115577340126,6.49115577340126
0.72642,0.69118,0.69703,0.69409,0.78496,0.5783798440414316,19.664914697408676,0.64238,0.57377,0.97222,0.72165,0.69866,0.7996056079864502,3.998028039932251,0.57616,0.5364,0.95238,0.68627,0.71946,0.881422507762909,8.81422507762909
0.72642,0.68273,0.72034,0.70103,0.7953,0.5559748656609479,18.90314543247223,0.5894,0.55102,0.75,0.63529,0.65955,0.89315105676651,4.46575528383255,0.59603,0.5502,0.93197,0.69192,0.69111,0.9158428728580474,9.158428728580475
0.74623,0.70341,0.74364,0.72297,0.82569,0.5355258978465024,18.207880526781082,0.68874,0.65823,0.72222,0.68874,0.69269,0.8866557896137237,4.433278948068619,0.61258,0.57353,0.79592,0.66667,0.67259,0.7623047560453415,7.623047560453415
0.75,0.70097,0.76483,0.73151,0.82351,0.5290332944954143,17.987132012844086,0.52318,0.5,0.13889,0.21739,0.57648,1.0229522705078125,5.1147613525390625,0.51987,0.51852,0.19048,0.27861,0.58745,1.1173243463039397,11.173243463039398
0.72547,0.68432,0.71186,0.69782,0.78117,0.5823565134230781,19.80012145638466,0.5298,0.52941,0.125,0.20225,0.59757,0.956620168685913,4.783100843429565,0.58609,0.7037,0.2585,0.37811,0.68887,0.9029267787933349,9.02926778793335
0.77264,0.73814,0.75847,0.74817,0.84194,0.48468533815706477,16.479301497340202,0.62252,0.57426,0.80556,0.67052,0.67194,0.8612653970718384,4.306326985359192,0.62583,0.57798,0.85714,0.69041,0.70555,0.789535790681839,7.89535790681839
0.77925,0.72885,0.80297,0.76411,0.84169,0.5232786369674346,17.791473656892776,0.54305,0.57143,0.16667,0.25806,0.5371,1.431123685836792,7.15561842918396,0.53642,0.57447,0.18367,0.27835,0.57112,1.2081990718841553,12.081990718841553
