train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate,logdir
0.97925,0.97468,0.97881,0.97674,0.99878,0.05110015077105559,1.73740512621589,0.6755,0.65333,0.68056,0.66667,0.76969,1.4507211208343507,7.253605604171753,0.72517,0.71053,0.73469,0.72241,0.81075,1.2477102398872375,12.477102398872375,1713461363,,False,100,cb135c66,2024-04-18_19-29-23,42.281118869781494,4220.466468334198,29512,AT-MB-PC-E13,127.0.0.1,4220.466468334198,100,128,0.0,6,0.001,cb135c66
0.94906,0.94468,0.94068,0.94268,0.99087,0.13263333128655658,4.509533263742924,0.69536,0.69118,0.65278,0.67143,0.77971,0.8775934696197509,4.387967348098755,0.69205,0.77,0.52381,0.62348,0.78468,0.9359907746315003,9.359907746315002,1713461372,,False,100,d6c6d08e,2024-04-18_19-29-32,36.703458309173584,4225.499379634857,13420,AT-MB-PC-E13,127.0.0.1,4225.499379634857,100,256,0.0,6,0.0001,d6c6d08e
0.95283,0.95671,0.93644,0.94647,0.99122,0.12701662323054144,4.318565189838409,0.70199,0.68,0.70833,0.69388,0.78147,0.8379363775253296,4.189681887626648,0.7351,0.8018,0.60544,0.68992,0.81549,0.7808386772871018,7.8083867728710175,1713461373,,False,100,7b4a0d2e,2024-04-18_19-29-33,34.366270303726196,4221.895193576813,32400,AT-MB-PC-E13,127.0.0.1,4221.895193576813,100,256,0.0,6,0.0001,7b4a0d2e
