train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,test_accuracy-0_0,test_accuracy-0_5,test_ap,test_auc,test_mean_loss,test_sum_loss
0.08,0.46,0.09,0.49,1.0730056822299958,182.41096597909927,0.07,0.45,0.09,0.49,1.2150150871276855,30.37537717819214,0.08,0.45,0.1,0.5,1.1726628444632705,57.460479378700256
0.08,0.86,0.12,0.56,0.3918001551838482,66.6060263812542,0.07,0.91,0.14,0.53,0.3400958776473999,8.502396941184998,0.08,0.91,0.15,0.55,0.3369769767230871,16.511871859431267
0.08,0.92,0.16,0.62,0.2855839159558801,48.54926571249962,0.07,0.92,0.2,0.68,0.2941225737333298,7.353064343333244,0.08,0.91,0.21,0.7,0.29243654225553783,14.329390570521355
0.08,0.92,0.18,0.66,0.2712678024874014,46.11552642285824,0.07,0.92,0.18,0.69,0.26266652286052705,6.566663071513176,0.08,0.91,0.19,0.68,0.2859701429094587,14.012537002563477
0.08,0.92,0.21,0.69,0.2517319049467059,42.79442384094,0.07,0.93,0.18,0.68,0.2539944529533386,6.349861323833466,0.08,0.92,0.19,0.67,0.27290620426742396,13.372404009103775
0.08,0.92,0.22,0.71,0.2427929106880637,41.274794816970825,0.07,0.92,0.2,0.67,0.2687936222553253,6.719840556383133,0.08,0.91,0.23,0.68,0.2741593712446641,13.43380919098854
0.08,0.92,0.25,0.74,0.23161325349527248,39.37425309419632,0.07,0.9,0.18,0.64,0.3173991459608078,7.934978649020195,0.08,0.91,0.21,0.67,0.313147424435129,15.34422379732132
0.08,0.93,0.25,0.73,0.23162865603671354,39.3768715262413,0.07,0.93,0.16,0.61,0.47241255939006804,11.810313984751701,0.08,0.92,0.18,0.62,0.541861607408037,26.551218762993813
0.08,0.93,0.27,0.74,0.22987610859905971,39.07893846184015,0.07,0.93,0.29,0.75,0.22543759167194366,5.635939791798592,0.08,0.92,0.31,0.76,0.24236980384709883,11.876120388507843
0.08,0.93,0.28,0.75,0.22323318842579337,37.94964203238487,0.07,0.93,0.3,0.77,0.22341605007648468,5.585401251912117,0.08,0.92,0.32,0.75,0.23617630193428119,11.572638794779778
0.08,0.93,0.29,0.75,0.22315875659970677,37.93698862195015,0.07,0.93,0.3,0.75,0.22193388670682906,5.548347167670727,0.08,0.92,0.3,0.74,0.235631989277139,11.545967474579811
0.08,0.93,0.31,0.76,0.2192437210942016,37.27143258601427,0.07,0.93,0.32,0.77,0.21161053240299224,5.290263310074806,0.08,0.93,0.33,0.77,0.23542158381671321,11.535657607018948
0.08,0.93,0.32,0.78,0.21388992141274846,36.361286640167236,0.07,0.93,0.25,0.7,0.23885061144828795,5.971265286207199,0.08,0.92,0.28,0.72,0.2482064673487021,12.162116900086403
0.08,0.93,0.3,0.77,0.2179270891143995,37.04760514944792,0.07,0.93,0.31,0.79,0.21891715109348298,5.472928777337074,0.08,0.92,0.31,0.77,0.2354964407122865,11.539325594902039
0.08,0.93,0.34,0.78,0.21067597261246512,35.81491534411907,0.07,0.93,0.32,0.76,0.2148470687866211,5.371176719665527,0.08,0.92,0.33,0.77,0.22563316794682522,11.056025229394436
0.08,0.93,0.34,0.78,0.2110462211072445,35.877857588231564,0.07,0.93,0.32,0.75,0.2184745764732361,5.461864411830902,0.08,0.92,0.34,0.76,0.22947209039512945,11.244132429361343
0.08,0.93,0.34,0.79,0.20756731081534835,35.28644283860922,0.07,0.93,0.32,0.77,0.22833540856838228,5.708385214209557,0.08,0.92,0.31,0.76,0.23749015830001052,11.637017756700516
0.08,0.93,0.33,0.78,0.20869727371370092,35.478536531329155,0.07,0.92,0.34,0.78,0.21349752366542815,5.337438091635704,0.08,0.92,0.37,0.79,0.22315013119760824,10.934356428682804
0.08,0.93,0.36,0.8,0.2053273775121745,34.905654177069664,0.07,0.93,0.34,0.78,0.22196948140859604,5.549237035214901,0.08,0.93,0.36,0.78,0.23565641562549436,11.547164365649223
0.08,0.93,0.36,0.81,0.20127978785073056,34.217563934624195,0.07,0.93,0.37,0.79,0.20773834824562074,5.193458706140518,0.08,0.93,0.38,0.8,0.2137391250960681,10.473217129707336
0.08,0.93,0.36,0.8,0.20430651754140855,34.73210798203945,0.07,0.93,0.34,0.79,0.2106035542488098,5.265088856220245,0.08,0.93,0.35,0.79,0.21739521759505176,10.652365662157536
0.08,0.93,0.36,0.8,0.20421925046864678,34.71727257966995,0.07,0.93,0.35,0.8,0.20300041943788527,5.075010485947132,0.08,0.93,0.36,0.78,0.22319179727714888,10.936398066580296
0.08,0.93,0.36,0.81,0.20100240435670405,34.17040874063969,0.07,0.93,0.29,0.74,0.25022598505020144,6.255649626255035,0.08,0.92,0.34,0.76,0.26920755253154405,13.191170074045658
0.08,0.93,0.38,0.81,0.1980207141269656,33.66352140158415,0.07,0.93,0.35,0.77,0.2148626998066902,5.371567495167255,0.08,0.92,0.35,0.77,0.23019033351114818,11.27932634204626
0.08,0.93,0.38,0.82,0.1974476868615431,33.566106766462326,0.07,0.93,0.33,0.75,0.2273898035287857,5.684745088219643,0.08,0.93,0.38,0.77,0.23043452933126565,11.291291937232018
0.08,0.93,0.38,0.82,0.19699801057577132,33.489661797881126,0.07,0.93,0.37,0.79,0.2012223494052887,5.030558735132217,0.08,0.93,0.4,0.79,0.213394501379558,10.456330567598343
0.08,0.93,0.39,0.82,0.19732037230449564,33.54446329176426,0.07,0.93,0.29,0.73,0.26556209653615953,6.639052413403988,0.08,0.92,0.32,0.74,0.29415483316596674,14.41358682513237
0.08,0.93,0.39,0.82,0.1969032756984234,33.473556868731976,0.07,0.93,0.37,0.79,0.2052314355969429,5.1307858899235725,0.08,0.93,0.41,0.8,0.21339013731601286,10.45611672848463
