train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_ranking_accuracy_0.1,val_ranking_accuracy_0.2,val_ranking_accuracy_0.3,val_ranking_accuracy_0.4,val_ranking_accuracy_0.5,val_ranking_accuracy_0.6,val_ranking_accuracy_0.7,val_ranking_accuracy_0.8,val_ranking_accuracy_0.9,val_ranking_accuracy_1.0,val_ranking_accuracy_1.1,val_ranking_accuracy_1.2,val_ranking_accuracy_1.3,val_ranking_accuracy_1.4,val_ranking_accuracy_1.5,val_ranking_accuracy_1.6,val_ranking_accuracy_1.7,val_ranking_accuracy_1.8,val_ranking_accuracy_1.9,val_ranking_accuracy_2.0,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_ranking_accuracy_0.1,test_ranking_accuracy_0.2,test_ranking_accuracy_0.3,test_ranking_accuracy_0.4,test_ranking_accuracy_0.5,test_ranking_accuracy_0.6,test_ranking_accuracy_0.7,test_ranking_accuracy_0.8,test_ranking_accuracy_0.9,test_ranking_accuracy_1.0,test_ranking_accuracy_1.1,test_ranking_accuracy_1.2,test_ranking_accuracy_1.3,test_ranking_accuracy_1.4,test_ranking_accuracy_1.5,test_ranking_accuracy_1.6,test_ranking_accuracy_1.7,test_ranking_accuracy_1.8,test_ranking_accuracy_1.9,test_ranking_accuracy_2.0,test_mean_loss,test_sum_loss
0.34,0.75,0.87,0.22,0.47,0.3416241421802154,515.8524546921253,0.34,0.75,0.89,0.23,0.48,0.87,0.89,0.91,0.92,0.93,0.95,0.95,0.96,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.3436332932776875,111.33718702197075,0.33,0.76,0.89,0.21,0.46,0.87,0.89,0.91,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.3314075968975638,107.37606139481068
0.34,0.76,0.88,0.21,0.46,0.336127406240299,507.55238342285156,0.4,0.69,0.87,0.28,0.53,0.85,0.87,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.39841943965465937,129.08789844810963,0.4,0.68,0.87,0.27,0.52,0.85,0.87,0.89,0.91,0.92,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.39644807669115656,128.44917684793472
0.33,0.77,0.88,0.21,0.45,0.33064690368459715,499.2768245637417,0.35,0.75,0.89,0.23,0.48,0.87,0.89,0.9,0.92,0.93,0.95,0.95,0.96,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.3506174364851581,113.60004942119122,0.35,0.75,0.89,0.21,0.46,0.87,0.89,0.91,0.92,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.3451748573117786,111.83665376901627
0.33,0.77,0.88,0.2,0.45,0.3292397342375572,497.1519986987114,0.36,0.75,0.88,0.23,0.48,0.86,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.36001795314160395,116.64581681787968,0.35,0.74,0.88,0.22,0.47,0.86,0.88,0.9,0.92,0.93,0.94,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.3538990938277156,114.66330640017986
0.32,0.78,0.89,0.2,0.45,0.32431694828713964,489.7185919135809,0.36,0.74,0.89,0.24,0.49,0.87,0.89,0.91,0.92,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.3636777727968163,117.83159838616848,0.36,0.73,0.89,0.23,0.48,0.87,0.89,0.91,0.92,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.35731343092557827,115.76955161988735
0.32,0.78,0.89,0.19,0.44,0.32053927647949054,484.0143074840307,0.33,0.78,0.9,0.2,0.45,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.32934841844770646,106.70888757705688,0.32,0.78,0.89,0.19,0.44,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.32162029949235327,104.20497703552246
0.32,0.78,0.89,0.19,0.44,0.31764109776114785,479.63805761933327,0.31,0.8,0.9,0.19,0.43,0.87,0.89,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.31090662352464815,100.73374602198601,0.3,0.79,0.9,0.18,0.42,0.87,0.89,0.91,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.3039830077761485,98.49049451947212
0.31,0.79,0.89,0.19,0.43,0.3143906425265287,474.7298702150583,0.33,0.78,0.9,0.2,0.45,0.87,0.9,0.92,0.93,0.95,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.32783846998656235,106.21966427564621,0.32,0.78,0.9,0.19,0.44,0.87,0.9,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.32082477593679487,103.94722740352154
0.31,0.79,0.89,0.18,0.43,0.31225545084634365,471.5057307779789,0.33,0.78,0.9,0.2,0.45,0.88,0.9,0.92,0.93,0.94,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,0.32718246931463113,106.00712005794048,0.32,0.78,0.9,0.19,0.44,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.3190355070947129,103.36750429868698
0.31,0.79,0.9,0.18,0.43,0.3098669161168945,467.89904333651066,0.31,0.8,0.9,0.19,0.43,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,0.99,0.310126607340795,100.48102077841759,0.3,0.79,0.9,0.18,0.42,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.303822567479478,98.43851186335087
0.31,0.8,0.9,0.18,0.42,0.3069446113330639,463.4863631129265,0.36,0.74,0.9,0.24,0.49,0.88,0.9,0.92,0.93,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,1.0,0.99,0.99,1.0,0.99,0.99,0.3606020890084314,116.83507683873177,0.35,0.74,0.9,0.23,0.48,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.35185957746005353,114.00250309705734
0.3,0.8,0.9,0.18,0.42,0.3040934499920599,459.1811094880104,0.32,0.79,0.9,0.2,0.44,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.3218248176078002,104.27124090492725,0.32,0.78,0.9,0.19,0.44,0.88,0.9,0.92,0.93,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.318428741377077,103.17091220617294
0.3,0.81,0.9,0.17,0.42,0.30081174144681716,454.2257295846939,0.32,0.79,0.9,0.19,0.44,0.87,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.3190438346362408,103.37020242214203,0.31,0.79,0.9,0.18,0.43,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.31287855995290076,101.37265342473984
0.3,0.81,0.9,0.17,0.41,0.29906410701227504,451.5868015885353,0.31,0.8,0.9,0.18,0.43,0.88,0.89,0.91,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,0.3072433093171797,99.54683221876621,0.3,0.8,0.9,0.17,0.41,0.87,0.9,0.92,0.93,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.3003818313188759,97.32371334731579
0.3,0.81,0.9,0.17,0.41,0.29632937156206723,447.45735105872154,0.32,0.77,0.9,0.21,0.46,0.87,0.89,0.91,0.93,0.94,0.94,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.32200747378814365,104.33042150735855,0.31,0.77,0.9,0.2,0.44,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.31499259518804373,102.05760084092617
0.29,0.81,0.91,0.17,0.41,0.2938357966033039,443.69205287098885,0.3,0.81,0.91,0.18,0.42,0.89,0.91,0.92,0.93,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.30163164988712027,97.72865456342697,0.29,0.81,0.91,0.16,0.41,0.89,0.91,0.92,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,0.29441820788714623,95.39149935543537
0.29,0.82,0.91,0.16,0.4,0.2914037422924642,440.0196508616209,0.3,0.81,0.91,0.18,0.42,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,0.3009342693804223,97.50270327925682,0.3,0.8,0.9,0.17,0.41,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.295835967509099,95.85085347294807
0.29,0.82,0.91,0.16,0.4,0.28822722468549844,435.2231092751026,0.3,0.8,0.9,0.18,0.42,0.88,0.9,0.91,0.93,0.94,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,0.3044379794119317,98.63790532946587,0.3,0.8,0.9,0.17,0.41,0.88,0.9,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,0.2982201013300154,96.62331283092499
0.29,0.82,0.91,0.16,0.4,0.28727346972519197,433.7829392850399,0.3,0.81,0.91,0.17,0.41,0.88,0.9,0.92,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,0.29590969086613184,95.87473984062672,0.29,0.81,0.91,0.16,0.4,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,0.2891700787952653,93.69110552966595
0.28,0.82,0.91,0.16,0.39,0.28398767174869183,428.8213843405247,0.32,0.79,0.91,0.19,0.44,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,1.0,0.99,0.99,1.0,1.0,1.0,1.0,0.31941640225273593,103.49091432988644,0.31,0.79,0.91,0.18,0.43,0.88,0.9,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.3121493312955638,101.13638333976269
0.28,0.83,0.91,0.15,0.39,0.28236904026854115,426.37725080549717,0.3,0.81,0.9,0.18,0.42,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.29871869101016607,96.78485588729382,0.29,0.81,0.9,0.17,0.41,0.88,0.9,0.92,0.94,0.95,0.96,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.29297340389939003,94.92338286340237
0.28,0.83,0.91,0.15,0.39,0.28105767468940346,424.3970887809992,0.31,0.8,0.9,0.18,0.42,0.88,0.89,0.91,0.93,0.94,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.3062044184792925,99.21023158729076,0.3,0.8,0.9,0.17,0.41,0.88,0.9,0.92,0.93,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.29951039057822876,97.04136654734612
0.28,0.83,0.91,0.15,0.39,0.2800414919261111,422.8626528084278,0.3,0.81,0.91,0.18,0.42,0.88,0.9,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,1.0,0.300127602101844,97.24134308099747,0.29,0.81,0.91,0.17,0.41,0.89,0.9,0.92,0.93,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.29087971550998865,94.24502782523632
0.28,0.83,0.92,0.15,0.38,0.27633484586185175,417.2656172513962,0.31,0.8,0.9,0.18,0.43,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,1.0,0.99,1.0,1.0,0.3057347711313654,99.05806584656239,0.29,0.8,0.9,0.17,0.42,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2949766142776719,95.57242302596569
0.27,0.84,0.92,0.14,0.38,0.2730410167515673,412.29193529486656,0.29,0.82,0.91,0.16,0.41,0.88,0.9,0.92,0.94,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.2872283664750464,93.06199073791504,0.28,0.82,0.91,0.16,0.4,0.89,0.91,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2819387550339287,91.34815663099289
0.27,0.84,0.92,0.14,0.38,0.2715752023241378,410.07855550944805,0.3,0.81,0.91,0.17,0.42,0.88,0.9,0.92,0.94,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,0.296851062434323,96.17974422872066,0.29,0.81,0.9,0.17,0.41,0.88,0.9,0.92,0.93,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2902595267895563,94.04408667981625
0.27,0.84,0.92,0.14,0.38,0.2697264386427324,407.28692235052586,0.29,0.82,0.91,0.16,0.4,0.89,0.91,0.93,0.94,0.96,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2880168446328169,93.31745766103268,0.28,0.82,0.91,0.16,0.4,0.88,0.9,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.28073517656252706,90.95819720625877
0.27,0.84,0.92,0.14,0.37,0.2678046672154736,404.38504749536514,0.29,0.82,0.91,0.17,0.41,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,0.2896042782123442,93.83178614079952,0.28,0.81,0.91,0.16,0.4,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,0.2847449150810271,92.25735248625278
0.27,0.85,0.92,0.14,0.37,0.2653989440854022,400.75240556895733,0.31,0.8,0.91,0.18,0.43,0.89,0.91,0.92,0.93,0.94,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,0.3079980943857888,99.79138258099556,0.3,0.8,0.9,0.18,0.42,0.88,0.9,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.3033748775444649,98.29346032440662
