train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_ranking_accuracy_0.1,val_ranking_accuracy_0.2,val_ranking_accuracy_0.3,val_ranking_accuracy_0.4,val_ranking_accuracy_0.5,val_ranking_accuracy_0.6,val_ranking_accuracy_0.7,val_ranking_accuracy_0.8,val_ranking_accuracy_0.9,val_ranking_accuracy_1.0,val_ranking_accuracy_1.1,val_ranking_accuracy_1.2,val_ranking_accuracy_1.3,val_ranking_accuracy_1.4,val_ranking_accuracy_1.5,val_ranking_accuracy_1.6,val_ranking_accuracy_1.7,val_ranking_accuracy_1.8,val_ranking_accuracy_1.9,val_ranking_accuracy_2.0,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_ranking_accuracy_0.1,test_ranking_accuracy_0.2,test_ranking_accuracy_0.3,test_ranking_accuracy_0.4,test_ranking_accuracy_0.5,test_ranking_accuracy_0.6,test_ranking_accuracy_0.7,test_ranking_accuracy_0.8,test_ranking_accuracy_0.9,test_ranking_accuracy_1.0,test_ranking_accuracy_1.1,test_ranking_accuracy_1.2,test_ranking_accuracy_1.3,test_ranking_accuracy_1.4,test_ranking_accuracy_1.5,test_ranking_accuracy_1.6,test_ranking_accuracy_1.7,test_ranking_accuracy_1.8,test_ranking_accuracy_1.9,test_ranking_accuracy_2.0,test_mean_loss,test_sum_loss
0.38,0.7,0.85,0.27,0.52,0.3757079072740694,567.3189399838448,0.34,0.73,0.88,0.25,0.5,0.86,0.88,0.9,0.91,0.92,0.93,0.94,0.95,0.95,0.96,0.96,0.97,0.97,0.97,0.97,0.98,0.97,0.98,0.97,0.98,0.34398265504910625,111.45038023591042,0.33,0.74,0.88,0.22,0.47,0.86,0.88,0.9,0.92,0.93,0.94,0.94,0.95,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.33475109985397183,108.45935635268688
0.37,0.7,0.85,0.27,0.52,0.3732379474485947,563.589300647378,0.38,0.67,0.87,0.3,0.55,0.86,0.88,0.9,0.91,0.93,0.94,0.95,0.95,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.3828836935629815,124.05431671440601,0.37,0.68,0.87,0.28,0.53,0.85,0.87,0.89,0.9,0.92,0.93,0.94,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.3726288738809986,120.73175513744354
0.37,0.71,0.85,0.26,0.51,0.36876523752283574,556.835508659482,0.34,0.74,0.88,0.24,0.49,0.87,0.88,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.3417603869313075,110.73036536574364,0.34,0.75,0.88,0.22,0.47,0.87,0.89,0.91,0.92,0.93,0.94,0.96,0.96,0.96,0.97,0.97,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.3350343598903697,108.55113260447979
0.37,0.71,0.86,0.26,0.51,0.36536765790340914,551.7051634341478,0.34,0.73,0.88,0.24,0.49,0.86,0.88,0.9,0.91,0.93,0.94,0.95,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.34442882432981775,111.59493908286095,0.34,0.75,0.88,0.22,0.47,0.86,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.3354641151740963,108.6903733164072
0.37,0.71,0.86,0.26,0.51,0.365007175031482,551.1608342975378,0.33,0.74,0.88,0.24,0.49,0.86,0.88,0.9,0.92,0.93,0.94,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.3344250745887374,108.35372416675091,0.33,0.76,0.88,0.21,0.46,0.86,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.32512058690190315,105.33907015621662
0.36,0.71,0.86,0.26,0.51,0.3637219291945167,549.2201130837202,0.35,0.73,0.88,0.24,0.49,0.87,0.88,0.9,0.91,0.93,0.94,0.95,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.3507759524624289,113.65140859782696,0.34,0.74,0.88,0.22,0.47,0.86,0.88,0.9,0.91,0.93,0.94,0.95,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.34385245394559555,111.40819507837296
0.36,0.71,0.86,0.26,0.51,0.3641300752857663,549.8364136815071,0.34,0.74,0.89,0.24,0.49,0.87,0.89,0.91,0.92,0.94,0.95,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.33837740390021126,109.63427886366844,0.33,0.75,0.88,0.21,0.46,0.87,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.3278824689303651,106.2339199334383
0.36,0.72,0.86,0.25,0.5,0.3592061706923491,542.4013177454472,0.36,0.73,0.88,0.25,0.5,0.86,0.89,0.9,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.35929966506398753,116.41309148073196,0.35,0.74,0.88,0.23,0.48,0.87,0.89,0.91,0.92,0.93,0.95,0.95,0.96,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.3517177900598373,113.95656397938728
0.36,0.72,0.86,0.25,0.5,0.35959656104346777,542.9908071756363,0.33,0.75,0.89,0.23,0.48,0.87,0.89,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.33464308952291805,108.42436100542545,0.32,0.76,0.89,0.21,0.45,0.87,0.89,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.32479229546439503,105.23270373046398
0.36,0.72,0.86,0.25,0.5,0.36041360083005286,544.2245372533798,0.33,0.74,0.88,0.24,0.49,0.87,0.89,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.3292679260542363,106.68280804157257,0.32,0.76,0.89,0.21,0.45,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.3173762709822184,102.82991179823875
0.35,0.73,0.87,0.24,0.49,0.35393391117354894,534.4402058720589,0.33,0.75,0.89,0.23,0.48,0.86,0.88,0.9,0.92,0.93,0.95,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.33066480252661823,107.1353960186243,0.32,0.76,0.89,0.21,0.45,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.3214859008145185,104.161431863904
0.35,0.73,0.87,0.24,0.49,0.3527380295245853,532.6344245821238,0.36,0.72,0.89,0.26,0.51,0.87,0.89,0.91,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.35710412870954583,115.70173770189285,0.35,0.73,0.89,0.23,0.48,0.87,0.89,0.91,0.92,0.94,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.34638334061076614,112.22820235788822
0.35,0.73,0.87,0.24,0.49,0.3523849100663962,532.1012142002583,0.35,0.74,0.89,0.24,0.49,0.86,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.3497500266925788,113.31900864839554,0.34,0.75,0.88,0.22,0.47,0.86,0.88,0.9,0.92,0.93,0.94,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.34293032046637417,111.10942383110523
0.35,0.73,0.87,0.24,0.49,0.35266839149377205,532.5292711555958,0.33,0.75,0.89,0.23,0.48,0.87,0.89,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.33177476725828503,107.49502459168434,0.32,0.76,0.89,0.2,0.45,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.32287294334835476,104.61083364486694
0.35,0.73,0.87,0.24,0.49,0.3483580500775615,526.0206556171179,0.33,0.75,0.89,0.23,0.48,0.88,0.89,0.91,0.93,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.330414928311919,107.05443677306175,0.32,0.76,0.89,0.21,0.45,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.3236320955609834,104.85679896175861
0.35,0.74,0.87,0.24,0.48,0.3467156744259872,523.5406683832407,0.33,0.75,0.89,0.23,0.48,0.87,0.89,0.91,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.3293704571731297,106.71602812409401,0.32,0.77,0.89,0.2,0.45,0.86,0.89,0.91,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.31830791250607116,103.13176365196705
0.35,0.74,0.87,0.23,0.48,0.34717870545110957,524.2398452311754,0.33,0.75,0.89,0.23,0.48,0.86,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.3284504837184041,106.41795672476292,0.32,0.77,0.89,0.2,0.45,0.88,0.89,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.31708864794101244,102.73672193288803
0.35,0.74,0.87,0.23,0.48,0.34678686966761846,523.6481731981039,0.32,0.75,0.89,0.23,0.48,0.88,0.89,0.91,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.3232058535019557,104.71869653463364,0.31,0.77,0.89,0.2,0.45,0.87,0.89,0.91,0.92,0.94,0.95,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.3109310958764435,100.7416750639677
0.35,0.74,0.87,0.23,0.48,0.3452564595254841,521.337253883481,0.34,0.75,0.89,0.23,0.48,0.88,0.89,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.3383510865179109,109.62575203180313,0.33,0.76,0.89,0.21,0.45,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.33010937531053286,106.95543760061264
0.34,0.74,0.87,0.23,0.48,0.3436164066787587,518.8607740849257,0.35,0.72,0.89,0.25,0.5,0.88,0.89,0.91,0.92,0.93,0.94,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.3451907735455919,111.84181062877178,0.33,0.74,0.89,0.22,0.47,0.87,0.89,0.91,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.3318275676373346,107.51213191449642
0.34,0.74,0.87,0.23,0.48,0.3434927353598424,518.674030393362,0.34,0.72,0.89,0.25,0.5,0.87,0.89,0.91,0.92,0.93,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.3437779430805901,111.38405355811119,0.33,0.74,0.89,0.22,0.47,0.87,0.9,0.91,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.3296595739637628,106.80970196425915
0.34,0.74,0.88,0.23,0.48,0.3412451799638224,515.2802217453718,0.32,0.76,0.89,0.22,0.47,0.87,0.89,0.91,0.92,0.94,0.94,0.95,0.96,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.32155837058837033,104.18491207063198,0.31,0.77,0.89,0.2,0.44,0.87,0.89,0.9,0.92,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.3141158341349643,101.77353025972843
0.34,0.75,0.88,0.23,0.48,0.3395780068853044,512.7627903968096,0.33,0.75,0.89,0.23,0.48,0.86,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.32741336395711074,106.08192992210388,0.32,0.77,0.89,0.2,0.45,0.87,0.89,0.91,0.92,0.93,0.95,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.31617152999028747,102.43957571685314
0.34,0.75,0.88,0.23,0.47,0.3393139594339377,512.3640787452459,0.32,0.76,0.89,0.22,0.47,0.87,0.89,0.91,0.92,0.94,0.94,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.3209760200094294,103.99623048305511,0.31,0.78,0.89,0.19,0.44,0.87,0.89,0.91,0.92,0.94,0.95,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.3079900825741114,99.78878675401211
0.34,0.75,0.88,0.22,0.47,0.33876881083313204,511.54090435802937,0.33,0.75,0.89,0.23,0.48,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.3311510887686853,107.29295276105404,0.32,0.76,0.89,0.2,0.45,0.88,0.9,0.91,0.93,0.94,0.95,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.31712229264739117,102.74762281775475
