train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate
5.373370170593262,-32.78575,-0.06614,29.991260528564453,5.4764299392700195,5.373356556908174,8119.141757488251,5.336999893188477,-31.36753,-0.07897,29.639949798583984,5.444260120391846,5.337021759998652,1729.195050239563,5.374750137329102,-33.73813,-0.07203,29.9976806640625,5.4770097732543945,5.3752046470288875,1741.5663056373596,1714120815,,False,1,ae596f2e,2024-04-26_10-40-15,526.5735766887665,526.5735766887665,11312,AT-MB-PC-EOS,127.0.0.1,526.5735766887665,1,128,0.0,3,0.001
0.7092000246047974,-0.17328,0.60059,1.041509985923767,1.0205399990081787,0.7091971597554745,1071.596908390522,0.4820699989795685,0.51402,0.76656,0.44503000378608704,0.6671000123023987,0.48198464614005737,156.1630253493786,0.47422999143600464,0.51412,0.76261,0.41958001255989075,0.6477500200271606,0.47428132096926373,153.66714799404144,1714121185,,False,2,ae596f2e,2024-04-26_10-46-25,369.77743101119995,896.3510076999664,11312,AT-MB-PC-EOS,127.0.0.1,896.3510076999664,2,128,0.0,3,0.001
0.5514500141143799,0.39514,0.71035,0.5369300246238708,0.7327600121498108,0.5514117812455529,833.1832014620304,0.6085900068283081,0.25348,0.74945,0.6836100220680237,0.8268100023269653,0.6086045779563762,197.1878832578659,0.602940022945404,0.24305,0.74478,0.653659999370575,0.808489978313446,0.6028341250839057,195.31825652718544,1714121554,,False,3,ae596f2e,2024-04-26_10-52-34,369.7911891937256,1266.142196893692,11312,AT-MB-PC-EOS,127.0.0.1,1266.142196893692,3,128,0.0,3,0.001
0.5181300044059753,0.45961,0.73913,0.4796999990940094,0.6926000118255615,0.5181530213845162,782.9292153120041,0.4530099928379059,0.55413,0.78189,0.4083000123500824,0.638979971408844,0.45295387865216646,146.75705668330193,0.44988998770713806,0.54683,0.76979,0.3913300037384033,0.6255599856376648,0.45019042556300576,145.86169788241386,1714121925,,False,4,ae596f2e,2024-04-26_10-58-45,370.31807494163513,1636.4602718353271,11312,AT-MB-PC-EOS,127.0.0.1,1636.4602718353271,4,128,0.0,3,0.001
0.49195000529289246,0.51475,0.76076,0.4307500123977661,0.6563199758529663,0.49192788250236463,743.3030304610729,0.4639900028705597,0.56472,0.81452,0.3986000120639801,0.6313499808311462,0.4639884177365421,150.33224734663963,0.4561600089073181,0.5726,0.80914,0.36906999349594116,0.607509970664978,0.4562187808347337,147.81488499045372,1714122296,,False,5,ae596f2e,2024-04-26_11-04-56,371.45664978027344,2007.9169216156006,11312,AT-MB-PC-EOS,127.0.0.1,2007.9169216156006,5,128,0.0,3,0.001
0.464709997177124,0.56349,0.78068,0.3874799907207489,0.6224799752235413,0.4646952419309408,702.1545105576515,0.5371999740600586,0.41976,0.81321,0.5313500165939331,0.7289400100708008,0.5372498205598489,174.06894186139107,0.5367000102996826,0.41246,0.79769,0.5073599815368652,0.7122899889945984,0.536869533084057,173.94572871923447,1714122668,,False,6,ae596f2e,2024-04-26_11-11-08,371.4453160762787,2379.3622376918793,11312,AT-MB-PC-EOS,127.0.0.1,2379.3622376918793,6,128,0.0,3,0.001
0.4562099874019623,0.57409,0.78645,0.37808001041412354,0.6148800253868103,0.45618288718967703,689.292342543602,0.3918200135231018,0.64989,0.84028,0.3206000030040741,0.5662199854850769,0.3917929462076705,126.94091457128525,0.3895300030708313,0.65666,0.83154,0.29649001359939575,0.544510006904602,0.3894027476141482,126.16649022698402,1714123039,,False,7,ae596f2e,2024-04-26_11-17-19,371.0594265460968,2750.421664237976,11312,AT-MB-PC-EOS,127.0.0.1,2750.421664237976,7,128,0.0,3,0.001
0.43612998723983765,0.60777,0.80055,0.34817999601364136,0.5900700092315674,0.4361149159628062,658.9696380198002,0.43869999051094055,0.63721,0.85498,0.3322100043296814,0.5763800144195557,0.4387391465313641,142.15148347616196,0.44769999384880066,0.59604,0.84291,0.34883999824523926,0.5906199812889099,0.44764797297524817,145.0379432439804,1714123409,,False,8,ae596f2e,2024-04-26_11-23-29,370.52082204818726,3120.9424862861633,11312,AT-MB-PC-EOS,127.0.0.1,3120.9424862861633,8,128,0.0,3,0.001
0.4258599877357483,0.62118,0.8083,0.3362799882888794,0.5798900127410889,0.42588060722494664,643.5055975168943,0.4311000108718872,0.59067,0.84841,0.3748300075531006,0.6122400164604187,0.43110965551049624,139.67952838540077,0.42677998542785645,0.59409,0.83721,0.3505200147628784,0.5920400023460388,0.4267422880195541,138.26450131833553,1714123781,,False,9,ae596f2e,2024-04-26_11-29-41,371.5719792842865,3492.51446557045,11312,AT-MB-PC-EOS,127.0.0.1,3492.51446557045,9,128,0.0,3,0.001
0.4175800085067749,0.63079,0.81565,0.32774999737739563,0.5724899768829346,0.4175690534610294,630.9468397796154,0.3927899897098541,0.64921,0.83931,0.3212299942970276,0.5667700171470642,0.3927176645324554,127.24052330851555,0.38646000623703003,0.65691,0.82866,0.2962700128555298,0.5443099737167358,0.3864855642579956,125.22132281959057,1714124153,,False,10,ae596f2e,2024-04-26_11-35-53,372.10948061943054,3864.6239461898804,11312,AT-MB-PC-EOS,127.0.0.1,3864.6239461898804,10,128,0.0,3,0.001
0.4045700132846832,0.65253,0.82423,0.3084399998188019,0.5553799867630005,0.4045472978303008,611.2709670215845,0.3707199990749359,0.68972,0.85647,0.2841300070285797,0.5330399870872498,0.3708043983321131,120.14062505960464,0.3671500086784363,0.69367,0.84936,0.2645300030708313,0.5143200159072876,0.3670684692484361,118.9301840364933,1714124526,,False,11,ae596f2e,2024-04-26_11-42-06,372.7942249774933,4237.418171167374,11312,AT-MB-PC-EOS,127.0.0.1,4237.418171167374,11,128,0.0,3,0.001
0.4016900062561035,0.65745,0.82728,0.3040800094604492,0.5514299869537354,0.40167335206353055,606.9284349679947,0.44922998547554016,0.61438,0.85805,0.3531300127506256,0.5942400097846985,0.4491607383997352,145.5280792415142,0.49184998869895935,-0.04706,0.84708,0.9041699767112732,0.9508799910545349,0.49171090917086896,159.31433457136154,1714124899,,False,12,ae596f2e,2024-04-26_11-48-19,373.4834518432617,4610.901623010635,11312,AT-MB-PC-EOS,127.0.0.1,4610.901623010635,12,128,0.0,3,0.001
0.3901500105857849,0.67072,0.837,0.2922999858856201,0.5406500101089478,0.39015986208762654,589.5315516144037,0.3700000047683716,0.701,0.86183,0.2738099992275238,0.5232700109481812,0.3699086813463105,119.8504127562046,0.3774999976158142,0.67282,0.85022,0.2825300097465515,0.5315399765968323,0.3774450947932991,122.29221071302891,1714125273,,False,13,ae596f2e,2024-04-26_11-54-33,373.46551299095154,4984.367136001587,11312,AT-MB-PC-EOS,127.0.0.1,4984.367136001587,13,128,0.0,3,0.001
0.386790007352829,0.68015,0.83963,0.2839300036430359,0.5328500270843506,0.38679405257924354,584.445813447237,0.4077099859714508,0.62341,0.86353,0.3448599874973297,0.5872499942779541,0.4078677561548021,132.14915299415588,0.39485999941825867,0.64773,0.86066,0.3041999936103821,0.5515400171279907,0.39490045528904894,127.94774751365185,1714125647,,False,14,ae596f2e,2024-04-26_12-00-47,374.66016149520874,5359.027297496796,11312,AT-MB-PC-EOS,127.0.0.1,5359.027297496796,14,128,0.0,3,0.001
0.38363000750541687,0.68471,0.84214,0.27987998723983765,0.5290300250053406,0.38361006050138263,579.6348014175892,0.42337000370025635,0.63686,0.82713,0.33254000544548035,0.5766599774360657,0.42343797686475293,137.19390450417995,0.4312799870967865,0.60088,0.80749,0.3446600139141083,0.5870800018310547,0.43124577108724615,139.72362983226776,1714126021,,False,15,ae596f2e,2024-04-26_12-07-01,373.632319688797,5732.659617185593,11312,AT-MB-PC-EOS,127.0.0.1,5732.659617185593,15,128,0.0,3,0.001
0.38363999128341675,0.68473,0.84226,0.2798599898815155,0.5290200114250183,0.3836396701047154,579.679541528225,0.9128400087356567,-0.31082,0.78176,1.2003599405288696,1.0956100225448608,0.9127414859371421,295.72824144363403,0.9155700206756592,-0.39459,0.7711,1.2042800188064575,1.0973999500274658,0.9156109514059844,296.65794825553894,1714126395,,False,16,ae596f2e,2024-04-26_12-13-15,373.8083472251892,6106.467964410782,11312,AT-MB-PC-EOS,127.0.0.1,6106.467964410782,16,128,0.0,3,0.001
0.3795599937438965,0.69027,0.84543,0.2749499976634979,0.5243499875068665,0.37960692020262576,573.5860564261675,0.3899900019168854,0.68951,0.87459,0.28433001041412354,0.5332300066947937,0.38998566420725833,126.3553552031517,0.39024999737739563,0.69224,0.87007,0.26576000452041626,0.5155199766159058,0.39027567906880084,126.44932001829147,1714126768,,False,17,ae596f2e,2024-04-26_12-19-28,373.61187076568604,6480.079835176468,11312,AT-MB-PC-EOS,127.0.0.1,6480.079835176468,17,128,0.0,3,0.001
0.38071000576019287,0.68965,0.84487,0.2754899859428406,0.5248799920082092,0.3807125252990199,575.256625726819,0.4011699855327606,0.67902,0.86567,0.2939299941062927,0.5421500205993652,0.40114290993890644,129.9703028202057,0.40922999382019043,0.65727,0.84928,0.295960009098053,0.5440199971199036,0.40925336928095346,132.59809164702892,1714127142,,False,18,ae596f2e,2024-04-26_12-25-42,373.6515679359436,6853.7314031124115,11312,AT-MB-PC-EOS,127.0.0.1,6853.7314031124115,18,128,0.0,3,0.001
0.3738600015640259,0.6988,0.8502,0.26736998558044434,0.5170800089836121,0.3738594629624914,564.9016485363245,0.35131001472473145,0.71152,0.87104,0.26416999101638794,0.513979971408844,0.35137554699624024,113.84567722678185,0.34408000111579895,0.72586,0.8695,0.23672999441623688,0.4865500032901764,0.344005084976002,111.45764753222466,1714127515,,False,19,ae596f2e,2024-04-26_12-31-55,373.38032150268555,7227.111724615097,11312,AT-MB-PC-EOS,127.0.0.1,7227.111724615097,19,128,0.0,3,0.001
0.37060999870300293,0.70233,0.85311,0.26423999667167664,0.5140399932861328,0.37059811378929647,559.973749935627,0.35412999987602234,0.72537,0.87485,0.2514899969100952,0.501479983329773,0.3540419525018445,114.70959261059761,0.35082000494003296,0.72994,0.87016,0.2332099974155426,0.48291000723838806,0.35076381348901325,113.64747557044029,1714127889,,False,20,ae596f2e,2024-04-26_12-38-09,373.55711603164673,7600.668840646744,11312,AT-MB-PC-EOS,127.0.0.1,7600.668840646744,20,128,0.0,3,0.001
