train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.70377,0.66189,0.68432,0.67292,0.77112,0.5734129118568757,19.496039003133774,0.60927,0.59701,0.55556,0.57554,0.67185,0.6431288242340087,3.215644121170044,1713362145,,True,100,38600eb3,2024-04-17_15-55-45,15.9964017868042,1597.644621372223,19568,AT-MB-PC-E13,127.0.0.1,1597.644621372223,100,64,3,0.5,1e-05,38600eb3
0.6283,0.59286,0.52754,0.5583,0.67793,0.6422523750978357,21.836580753326416,0.53642,0.51389,0.51389,0.51389,0.56048,0.7260356187820435,3.6301780939102173,1713360715,,True,5,80b98c8f,2024-04-17_15-31-55,31.383962869644165,162.88380074501038,36520,AT-MB-PC-E13,127.0.0.1,162.88380074501038,5,256,6,0.5,0.001,80b98c8f
0.70566,0.66461,0.68432,0.67432,0.77191,0.5728370713837007,19.476460427045822,0.60265,0.58824,0.55556,0.57143,0.66684,0.6446311473846436,3.2231557369232178,1713362305,,True,100,880771df,2024-04-17_15-58-25,15.818971872329712,1590.0083105564117,36520,AT-MB-PC-E13,127.0.0.1,1590.0083105564117,100,64,3,0.5,1e-05,880771df
0.55943,0.61905,0.02754,0.05274,0.54608,0.8048087305882398,27.363496840000153,0.52318,0.0,0.0,0.0,0.38098,0.922556746006012,4.61278373003006,1713362305,,True,5,81dfccbe,2024-04-17_15-58-25,30.82587432861328,159.98641705513,19568,AT-MB-PC-E13,127.0.0.1,159.98641705513,5,64,6,0.5,1e-05,81dfccbe
0.92547,0.90852,0.92585,0.9171,0.98322,0.1735127782996963,5.899434462189674,0.69536,0.71667,0.59722,0.65152,0.78182,0.7748467922210693,3.8742339611053467,1713363920,,True,100,88fda210,2024-04-17_16-25-20,16.03496241569519,1614.9624998569489,19568,AT-MB-PC-E13,127.0.0.1,1614.9624998569489,100,64,3,0.0,0.0001,88fda210
0.74811,0.70297,0.75212,0.72671,0.81601,0.5219434727640713,17.746078073978424,0.53642,0.5625,0.125,0.20455,0.56716,1.5581918001174926,7.790959000587463,1713362546,,True,15,a38dafef,2024-04-17_16-02-26,15.558417320251465,240.4833002090454,36520,AT-MB-PC-E13,127.0.0.1,240.4833002090454,15,256,3,0.5,0.001,a38dafef
0.57547,0.55978,0.21822,0.31402,0.58932,0.6937492332037758,23.587473928928375,0.50993,0.46429,0.18056,0.26,0.5443,0.7030460476875305,3.5152302384376526,1713362798,,True,5,e14d0b83,2024-04-17_16-06-38,49.73417615890503,252.49561834335327,36520,AT-MB-PC-E13,127.0.0.1,252.49561834335327,5,256,10,0.5,0.0001,e14d0b83
0.56132,0.55932,0.06992,0.12429,0.53643,0.7635362779392916,25.960233449935913,0.53642,0.625,0.06944,0.125,0.45965,0.7272948861122132,3.6364744305610657,1713363052,,True,5,0e7cfbd9,2024-04-17_16-10-52,49.86917448043823,253.58803462982178,36520,AT-MB-PC-E13,127.0.0.1,253.58803462982178,5,256,10,0.2,1e-05,0e7cfbd9
0.89811,0.87449,0.90042,0.88727,0.96577,0.23992966794792345,8.157608710229397,0.70861,0.73333,0.61111,0.66667,0.75158,0.7299339711666107,3.6496698558330536,1713366179,,True,100,11615319,2024-04-17_17-02-59,32.316099643707275,3126.66428565979,36520,AT-MB-PC-E13,127.0.0.1,3126.66428565979,100,64,6,0.2,0.0001,11615319
0.48302,0.46042,0.93644,0.61732,0.56908,0.7791550825623905,26.491272807121277,0.49007,0.48276,0.97222,0.64516,0.58597,0.7811398863792419,3.9056994318962097,1713364007,,True,5,52c600fa,2024-04-17_16-26-47,16.10454273223877,86.69733762741089,19568,AT-MB-PC-E13,127.0.0.1,86.69733762741089,5,256,3,0.5,1e-05,52c600fa
