train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.08,0.92,0.26,0.75,0.22661978878519115,38.525364093482494,0.07,0.93,0.26,0.75,0.22475191354751586,5.618797838687897,1712478981,,True,100,76a261b5,2024-04-07_10-36-21,102.68160367012024,10538.343695163727,24800,AT-MB-PC-E13,127.0.0.1,10538.343695163727,100,64,3,0.5,1e-05,76a261b5
0.08,0.94,0.5,0.87,0.17058673527310877,28.99974499642849,0.07,0.93,0.38,0.81,0.2089557045698166,5.223892614245415,1712488414,,True,100,06789536,2024-04-07_13-13-34,200.2788257598877,19965.200758695602,5660,AT-MB-PC-E13,127.0.0.1,19965.200758695602,100,256,6,0.5,0.001,06789536
0.08,0.92,0.24,0.72,0.2360220483997289,40.12374822795391,0.07,0.93,0.23,0.7,0.2415057411789894,6.037643529474735,1712473190,,True,45,88d27f39,2024-04-07_08-59-50,116.86280632019043,4736.099050283432,29792,AT-MB-PC-E13,127.0.0.1,4736.099050283432,45,64,3,0.5,1e-05,88d27f39
0.08,0.63,0.09,0.51,0.6248651953304515,106.22708320617676,0.07,0.69,0.09,0.5,0.5618873739242554,14.047184348106384,1712469454,,True,5,87522ab7,2024-04-07_07-57-34,194.83572244644165,994.8210706710815,52380,AT-MB-PC-E13,127.0.0.1,994.8210706710815,5,64,6,0.5,1e-05,87522ab7
0.08,0.95,0.72,0.94,0.12525252132293055,21.292928624898195,0.07,0.94,0.42,0.82,0.20102594196796417,5.025648549199104,1712478981,,True,100,a99cedf0,2024-04-07_10-36-21,102.23855066299438,10516.754027843475,9840,AT-MB-PC-E13,127.0.0.1,10516.754027843475,100,64,3,0.0,0.0001,a99cedf0
0.08,0.92,0.21,0.69,0.24843762144446374,42.234395645558834,0.07,0.93,0.16,0.52,0.4827652823925018,12.069132059812546,1712469976,,True,5,766fc364,2024-04-07_08-06-16,103.84542560577393,522.1200838088989,52380,AT-MB-PC-E13,127.0.0.1,522.1200838088989,5,256,3,0.5,0.001,766fc364
0.08,0.9,0.11,0.53,0.34605105712133294,58.8286797106266,0.07,0.92,0.13,0.51,0.33314448058605195,8.328612014651299,1712471581,,True,5,0ef622c4,2024-04-07_08-33-01,324.89196491241455,1604.2842030525208,52380,AT-MB-PC-E13,127.0.0.1,1604.2842030525208,5,256,10,0.5,0.0001,0ef622c4
0.08,0.92,0.18,0.61,0.2862207788754912,48.657532408833504,0.07,0.92,0.2,0.6,0.28149323880672456,7.037330970168114,1712476501,,True,15,2f912cd3,2024-04-07_09-55-01,318.6689214706421,4920.296604633331,52380,AT-MB-PC-E13,127.0.0.1,4920.296604633331,15,256,10,0.2,1e-05,2f912cd3
0.08,0.95,0.7,0.94,0.12783690971486708,21.732274651527405,0.07,0.94,0.44,0.81,0.2093990609049797,5.234976522624493,1712493160,,True,100,de9dbc04,2024-04-07_14-32-40,201.20712995529175,19968.946343898773,29792,AT-MB-PC-E13,127.0.0.1,19968.946343898773,100,64,6,0.2,0.0001,de9dbc04
0.08,0.81,0.09,0.49,0.4629174860084758,78.69597262144089,0.07,0.86,0.12,0.53,0.41215728521347045,10.303932130336761,1712477025,,True,5,d9d5a005,2024-04-07_10-03-45,101.75830578804016,523.7728192806244,52380,AT-MB-PC-E13,127.0.0.1,523.7728192806244,5,256,3,0.5,1e-05,d9d5a005
