train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.50015,0.50019,0.40034,0.44473,0.49999,0.7169077411676065,223.6752152442932,0.5014,0.50177,0.3974,0.44353,0.50093,0.7211376554288041,225.7160861492157,1713416343,,False,1,0661e06a,2024-04-18_06-59-03,145.6540665626526,145.6540665626526,38044,AT-MB-PC-E13,127.0.0.1,145.6540665626526,1,3
0.70698,0.70779,0.70503,0.70641,0.81223,0.4930880777299022,153.8434802517295,0.8598,0.90998,0.7986,0.85066,0.94797,0.3063526811857764,95.88838921114802,1713416460,,False,2,0661e06a,2024-04-18_07-01-00,117.29240846633911,262.9464750289917,38044,AT-MB-PC-E13,127.0.0.1,262.9464750289917,2,3
0.91987,0.91987,0.91987,0.91987,0.98306,0.1645423006087255,51.33719778992236,0.8923,0.95416,0.8242,0.88443,0.97636,0.19859203812294304,62.15930793248117,1713416574,,False,3,0661e06a,2024-04-18_07-02-54,114.39870643615723,377.3451814651489,38044,AT-MB-PC-E13,127.0.0.1,377.3451814651489,3,3
0.94641,0.94911,0.94341,0.94625,0.99213,0.11288007990701888,35.21858493098989,0.921,0.91372,0.9298,0.92169,0.98618,0.14756920927846895,46.18916250416078,1713416672,,False,4,0661e06a,2024-04-18_07-04-32,97.5363564491272,474.8815379142761,38044,AT-MB-PC-E13,127.0.0.1,474.8815379142761,4,3
0.95107,0.95202,0.95002,0.95102,0.99315,0.10530862253523456,32.85629023099318,0.9103,0.8895,0.937,0.91263,0.98008,0.18589620837888207,58.18551322259009,1713416777,,False,5,0661e06a,2024-04-18_07-06-17,104.78116154670715,579.6626994609833,38044,AT-MB-PC-E13,127.0.0.1,579.6626994609833,5,3
0.95763,0.96003,0.95503,0.95752,0.99467,0.09243485839882244,28.839675820432603,0.9104,0.88557,0.9426,0.9132,0.981,0.1907988681309907,59.72004572500009,1713416873,,False,6,0661e06a,2024-04-18_07-07-53,96.34776210784912,676.0104615688324,38044,AT-MB-PC-E13,127.0.0.1,676.0104615688324,6,3
0.96059,0.96184,0.95923,0.96053,0.99541,0.08590755279575928,26.803156472276896,0.9165,0.95105,0.8782,0.91317,0.98411,0.1633603240559681,51.131781429518014,1713416976,,False,7,0661e06a,2024-04-18_07-09-36,103.45410442352295,779.4645659923553,38044,AT-MB-PC-E13,127.0.0.1,779.4645659923553,7,3
0.96209,0.95947,0.96494,0.9622,0.99596,0.08078692192681886,25.205519641167484,0.9205,0.89336,0.955,0.92315,0.98516,0.16121344640832425,50.45980872580549,1713417041,,False,8,0661e06a,2024-04-18_07-10-41,64.08032274246216,843.5448887348175,38044,AT-MB-PC-E13,127.0.0.1,843.5448887348175,8,3
0.96214,0.96168,0.96264,0.96216,0.99548,0.08581190868445003,26.77331550954841,0.8907,0.91414,0.8624,0.88752,0.97373,0.2094903250772375,65.57047174917534,1713417105,,False,9,0661e06a,2024-04-18_07-11-45,64.68823909759521,908.2331278324127,38044,AT-MB-PC-E13,127.0.0.1,908.2331278324127,9,3
0.96214,0.96428,0.95984,0.96205,0.99567,0.08257596062974652,25.763699716480915,0.9197,0.9135,0.9272,0.9203,0.9864,0.14934569879690893,46.745203723432496,1713417170,,True,10,0661e06a,2024-04-18_07-12-50,64.32897353172302,972.5621013641357,38044,AT-MB-PC-E13,127.0.0.1,972.5621013641357,10,3
