train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.50005,0.50003,0.82712,0.62327,0.49997,0.7455864563966409,232.62297439575195,0.4985,0.4991,0.8356,0.62493,0.49983,0.7951826085678686,248.89215648174286,1713415609,,False,1,2be81f0c,2024-04-18_06-46-49,79.0389986038208,79.0389986038208,38044,AT-MB-PC-E13,127.0.0.1,79.0389986038208,1,1
0.50065,0.5006,0.54207,0.52051,0.50077,0.6946573142821972,216.73308205604553,0.5058,0.50482,0.6072,0.5513,0.5064,0.7097601797253179,222.1549362540245,1713415656,,False,2,2be81f0c,2024-04-18_06-47-36,47.184515714645386,126.22351431846619,38044,AT-MB-PC-E13,127.0.0.1,126.22351431846619,2,1
0.60206,0.60047,0.60998,0.60519,0.67204,0.6151621281527556,191.93058398365974,0.6271,0.60769,0.7172,0.65792,0.70719,0.6241980798709126,195.37399899959564,1713415709,,False,3,2be81f0c,2024-04-18_06-48-29,53.153985023498535,179.37749934196472,38044,AT-MB-PC-E13,127.0.0.1,179.37749934196472,3,1
0.66411,0.6586,0.68149,0.66985,0.7678,0.5296448228450922,165.24918472766876,0.6545,0.73345,0.4854,0.58419,0.749,0.6096023099300579,190.80552300810814,1713415757,,False,4,2be81f0c,2024-04-18_06-49-17,47.64332461357117,227.0208239555359,38044,AT-MB-PC-E13,127.0.0.1,227.0208239555359,4,1
0.67057,0.66808,0.67798,0.673,0.77865,0.5112853660606421,159.52103421092033,0.6499,0.66615,0.601,0.6319,0.75054,0.5461237079228837,170.9367205798626,1713415811,,False,5,2be81f0c,2024-04-18_06-50-11,53.94072937965393,280.9615533351898,38044,AT-MB-PC-E13,127.0.0.1,280.9615533351898,5,1
0.67884,0.67929,0.67758,0.67843,0.7888,0.5003120708159912,156.09736609458923,0.6345,0.61312,0.729,0.66606,0.72968,0.6209888586792321,194.36951276659966,1713415860,,False,6,2be81f0c,2024-04-18_06-51-00,48.81856036186218,329.780113697052,38044,AT-MB-PC-E13,127.0.0.1,329.780113697052,6,1
0.68294,0.67863,0.69501,0.68672,0.79485,0.48987931414292407,152.84234601259232,0.6144,0.62057,0.5888,0.60427,0.67616,0.6808322127253864,213.10048258304596,1713415915,,False,7,2be81f0c,2024-04-18_06-51-55,55.04188561439514,384.82199931144714,38044,AT-MB-PC-E13,127.0.0.1,384.82199931144714,7,1
0.6862,0.6859,0.687,0.68645,0.79876,0.4843430715875748,151.11503833532333,0.6604,0.65627,0.6736,0.66482,0.76136,0.5533151885571952,173.1876540184021,1713415962,,False,8,2be81f0c,2024-04-18_06-52-42,47.658058166503906,432.48005747795105,38044,AT-MB-PC-E13,127.0.0.1,432.48005747795105,8,1
0.68575,0.68569,0.6859,0.68579,0.79861,0.4851382254407956,151.36312633752823,0.665,0.70231,0.5728,0.63098,0.77168,0.5162591527635678,161.58911481499672,1713416017,,False,9,2be81f0c,2024-04-18_06-53-37,55.08405947685242,487.56411695480347,38044,AT-MB-PC-E13,127.0.0.1,487.56411695480347,9,1
0.6887,0.68893,0.6881,0.68851,0.80293,0.47719908505678177,148.8861145377159,0.6633,0.68949,0.5942,0.63831,0.76885,0.5381414724615055,168.4382808804512,1713416064,,True,10,2be81f0c,2024-04-18_06-54-24,46.955986738204956,534.5201036930084,38044,AT-MB-PC-E13,127.0.0.1,534.5201036930084,10,1
