train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate
5.53000020980835,-35.62,-0.14,31.760000228881836,5.639999866485596,5.533318277365103,1731.928620815277,5.5,-33.29,-0.14,31.469999313354492,5.610000133514404,5.502110237511583,1722.1605043411255,1712838913,,False,1,e9642631,2024-04-11_12-35-13,258.612411737442,258.612411737442,1517305,vader,131.130.125.97,258.612411737442,1,128,6,0.0,0.001
1.0800000429153442,-1.9,0.38,2.5199999809265137,1.590000033378601,1.0804601564955787,338.18402898311615,0.699999988079071,0.06,0.66,0.8700000047683716,0.9300000071525574,0.6960355905107797,217.85913982987404,1712839133,,False,2,e9642631,2024-04-11_12-38-53,219.8315372467041,478.4439489841461,1517305,vader,131.130.125.97,478.4439489841461,2,128,6,0.0,0.001
0.7200000286102295,-0.1,0.56,0.949999988079071,0.9800000190734863,0.7215820575674502,225.8551840186119,0.5699999928474426,0.35,0.73,0.6000000238418579,0.7699999809265137,0.5737178090471811,179.57367423176765,1712839318,,False,3,e9642631,2024-04-11_12-41-58,184.75538301467896,663.1993319988251,1517305,vader,131.130.125.97,663.1993319988251,3,128,6,0.0,0.001
0.6700000166893005,0.11,0.62,0.7699999809265137,0.8799999952316284,0.6675797628518492,208.95246577262878,0.6000000238418579,0.26,0.71,0.6800000071525574,0.8199999928474426,0.6008981704331053,188.08112734556198,1712839477,,False,4,e9642631,2024-04-11_12-44-37,159.23986554145813,822.4391975402832,1517305,vader,131.130.125.97,822.4391975402832,4,128,6,0.0,0.001
0.6399999856948853,0.16,0.64,0.7300000190734863,0.8500000238418579,0.6446206299260783,201.7662571668625,0.5899999737739563,0.32,0.69,0.6200000047683716,0.7900000214576721,0.5925682533663302,185.47386330366135,1712839634,,False,5,e9642631,2024-04-11_12-47-14,156.70150899887085,979.140706539154,1517305,vader,131.130.125.97,979.140706539154,5,128,6,0.0,0.001
0.6499999761581421,0.18,0.63,0.7099999785423279,0.8399999737739563,0.6471082972832762,202.54489704966545,0.9100000262260437,-0.46,0.67,1.340000033378601,1.159999966621399,0.9141344062436503,286.12406915426254,1712839791,,False,6,e9642631,2024-04-11_12-49-51,156.797208070755,1135.937914609909,1517305,vader,131.130.125.97,1135.937914609909,6,128,6,0.0,0.001
0.6100000143051147,0.26,0.66,0.6399999856948853,0.800000011920929,0.6117956873517447,191.49205014109612,0.6100000143051147,0.29,0.69,0.6499999761581421,0.8100000023841858,0.605988108121549,189.67427784204483,1712839947,,False,7,e9642631,2024-04-11_12-52-27,155.8393213748932,1291.7772359848022,1517305,vader,131.130.125.97,1291.7772359848022,7,128,6,0.0,0.001
0.6100000143051147,0.24,0.65,0.6600000262260437,0.8100000023841858,0.6147230664571635,192.40831980109215,0.5899999737739563,0.34,0.66,0.6100000143051147,0.7799999713897705,0.5861975530656381,183.47983410954475,1712840170,,False,8,e9642631,2024-04-11_12-56-10,223.43916082382202,1515.2163968086243,1517305,vader,131.130.125.97,1515.2163968086243,8,128,6,0.0,0.001
0.6000000238418579,0.3,0.66,0.6100000143051147,0.7799999713897705,0.5958512765340531,186.50144955515862,0.699999988079071,0.13,0.68,0.800000011920929,0.8899999856948853,0.699130399729878,218.8278151154518,1712840417,,False,9,e9642631,2024-04-11_13-00-17,246.6104245185852,1761.8268213272095,1517305,vader,131.130.125.97,1761.8268213272095,9,128,6,0.0,0.001
0.5699999928474426,0.37,0.69,0.550000011920929,0.7400000095367432,0.5678952730501803,177.75122046470642,0.5299999713897705,0.41,0.78,0.5400000214576721,0.7400000095367432,0.5323139288174078,166.61425971984863,1712840619,,False,10,e9642631,2024-04-11_13-03-39,201.97966265678406,1963.8064839839935,1517305,vader,131.130.125.97,1963.8064839839935,10,128,6,0.0,0.001
0.550000011920929,0.39,0.7,0.5299999713897705,0.7300000190734863,0.552408118122302,172.9037409722805,0.47999998927116394,0.53,0.78,0.4300000071525574,0.6499999761581421,0.4827573761201133,151.10305872559547,1712840779,,False,11,e9642631,2024-04-11_13-06-19,160.12694382667542,2123.933427810669,1517305,vader,131.130.125.97,2123.933427810669,11,128,6,0.0,0.001
0.5299999713897705,0.44,0.72,0.49000000953674316,0.699999988079071,0.5303574957596228,166.00189617276192,0.550000011920929,0.39,0.74,0.5600000023841858,0.75,0.5496722321731214,172.047408670187,1712840937,,False,12,e9642631,2024-04-11_13-08-57,158.54144859313965,2282.4748764038086,1517305,vader,131.130.125.97,2282.4748764038086,12,128,6,0.0,0.001
0.5400000214576721,0.41,0.7,0.5099999904632568,0.7200000286102295,0.542530788685948,169.8121368587017,0.5699999928474426,0.4,0.67,0.550000011920929,0.7400000095367432,0.5659357517862472,177.13789030909538,1712841101,,False,13,e9642631,2024-04-11_13-11-41,163.5769944190979,2446.0518708229065,1517305,vader,131.130.125.97,2446.0518708229065,13,128,6,0.0,0.001
0.5199999809265137,0.45,0.72,0.47999998927116394,0.6899999976158142,0.5232790013471731,163.7863274216652,0.5,0.46,0.74,0.49000000953674316,0.699999988079071,0.5049242818127044,158.04130020737648,1712841267,,False,14,e9642631,2024-04-11_13-14-27,165.87886118888855,2611.930732011795,1517305,vader,131.130.125.97,2611.930732011795,14,128,6,0.0,0.001
0.5,0.5,0.74,0.4300000071525574,0.6600000262260437,0.49774566159461636,155.7943920791149,0.949999988079071,-0.25,0.78,1.149999976158142,1.0700000524520874,0.9506644397117079,297.55796962976456,1712841424,,True,15,e9642631,2024-04-11_13-17-04,157.23612546920776,2769.166857481003,1517305,vader,131.130.125.97,2769.166857481003,15,128,6,0.0,0.001
