train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_ranking_accuracy_0.1,val_ranking_accuracy_0.2,val_ranking_accuracy_0.3,val_ranking_accuracy_0.4,val_ranking_accuracy_0.5,val_ranking_accuracy_0.6,val_ranking_accuracy_0.7,val_ranking_accuracy_0.8,val_ranking_accuracy_0.9,val_ranking_accuracy_1.0,val_ranking_accuracy_1.1,val_ranking_accuracy_1.2,val_ranking_accuracy_1.3,val_ranking_accuracy_1.4,val_ranking_accuracy_1.5,val_ranking_accuracy_1.6,val_ranking_accuracy_1.7,val_ranking_accuracy_1.8,val_ranking_accuracy_1.9,val_ranking_accuracy_2.0,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_ranking_accuracy_0.1,test_ranking_accuracy_0.2,test_ranking_accuracy_0.3,test_ranking_accuracy_0.4,test_ranking_accuracy_0.5,test_ranking_accuracy_0.6,test_ranking_accuracy_0.7,test_ranking_accuracy_0.8,test_ranking_accuracy_0.9,test_ranking_accuracy_1.0,test_ranking_accuracy_1.1,test_ranking_accuracy_1.2,test_ranking_accuracy_1.3,test_ranking_accuracy_1.4,test_ranking_accuracy_1.5,test_ranking_accuracy_1.6,test_ranking_accuracy_1.7,test_ranking_accuracy_1.8,test_ranking_accuracy_1.9,test_ranking_accuracy_2.0,test_mean_loss,test_sum_loss
0.38794,0.67896,0.84072,0.28502,0.53387,0.3879373770478545,585.7854393422604,0.5685,0.48267,0.86333,0.47373,0.68828,0.85503,0.87283,0.89122,0.90616,0.91739,0.92969,0.94348,0.9509,0.95717,0.96423,0.96797,0.97208,0.9758,0.97722,0.97812,0.98104,0.98216,0.98385,0.98355,0.98516,0.5684696436848169,184.1841645538807,0.57217,0.4585,0.8567,0.46761,0.68382,0.84474,0.86266,0.87983,0.89362,0.91101,0.92483,0.93333,0.9459,0.95715,0.96214,0.96665,0.96831,0.97025,0.97714,0.9794,0.97998,0.97946,0.9805,0.97875,0.98174,0.5722419313258595,185.40638574957848
0.37572,0.69586,0.85119,0.27,0.51961,0.37571658516759115,567.3320436030626,0.34336,0.73134,0.88456,0.24602,0.496,0.8691,0.88676,0.90375,0.91796,0.92945,0.94002,0.9494,0.95546,0.9633,0.96669,0.97379,0.97782,0.98233,0.982,0.98189,0.98266,0.98381,0.98446,0.98345,0.98236,0.343316836213624,111.23465493321419,0.33022,0.75739,0.88655,0.2095,0.45771,0.86868,0.88575,0.90307,0.91732,0.93263,0.94158,0.9478,0.95548,0.96056,0.96672,0.9727,0.97711,0.9808,0.98243,0.98427,0.98448,0.98481,0.98582,0.98489,0.9869,0.33043405004305604,107.06063221395016
0.36325,0.71352,0.86015,0.25433,0.50431,0.3632502818640494,548.5079256147146,0.37038,0.70174,0.88849,0.27313,0.52261,0.86305,0.88225,0.90179,0.91433,0.93235,0.94531,0.95498,0.95987,0.96703,0.9716,0.97443,0.97611,0.97933,0.97977,0.9802,0.98069,0.9826,0.98184,0.9807,0.98042,0.3704394576266224,120.02238427102566,0.35588,0.72324,0.88962,0.23899,0.48887,0.87734,0.89259,0.90777,0.92729,0.94194,0.95036,0.95835,0.96403,0.97008,0.97511,0.97873,0.9795,0.98148,0.98242,0.98391,0.98502,0.98655,0.98565,0.98373,0.98382,0.3559455938729239,115.32637241482735
0.35752,0.72291,0.8646,0.24602,0.496,0.35751965749540077,539.8546828180552,0.38041,0.71109,0.88343,0.26456,0.51436,0.85558,0.87484,0.89463,0.90863,0.91909,0.93085,0.9449,0.95468,0.96129,0.96649,0.96996,0.97461,0.97922,0.98214,0.98753,0.99132,0.99196,0.99292,0.99543,0.99619,0.3805428246657054,123.29587519168854,0.37965,0.7064,0.88184,0.25353,0.50352,0.85224,0.87366,0.8968,0.91311,0.93049,0.94022,0.95033,0.95892,0.96639,0.97139,0.97728,0.982,0.98506,0.98635,0.98906,0.99012,0.98886,0.99136,0.99252,0.99123,0.37955609345693647,122.97617428004742
0.35166,0.73223,0.8692,0.2377,0.48754,0.3516595730915764,531.0059553682804,0.34734,0.71618,0.88984,0.25991,0.50981,0.87714,0.89794,0.91115,0.92612,0.9352,0.94376,0.95188,0.96101,0.96451,0.96949,0.97352,0.9753,0.97663,0.97863,0.98051,0.98302,0.98229,0.98295,0.98169,0.98283,0.34730289485535504,112.52613793313503,0.33321,0.74028,0.89037,0.22428,0.47358,0.87135,0.89033,0.91003,0.92729,0.93985,0.95113,0.95927,0.96308,0.96979,0.97181,0.97383,0.97705,0.97936,0.98199,0.98029,0.98204,0.98141,0.98186,0.98274,0.9802,0.33328295324319673,107.98367685079575
0.34422,0.74248,0.87468,0.22858,0.47811,0.34421550177580473,519.7654076814651,0.31435,0.76659,0.89541,0.21374,0.46232,0.87401,0.89185,0.90805,0.92465,0.93826,0.95217,0.96083,0.96821,0.97333,0.97477,0.97636,0.97983,0.98189,0.98249,0.98428,0.9847,0.98517,0.98403,0.98382,0.98123,0.31428585449854535,101.82861685752869,0.30849,0.77918,0.8937,0.19068,0.43667,0.86777,0.88694,0.9055,0.92181,0.93494,0.94546,0.9575,0.96817,0.97328,0.97638,0.97923,0.98224,0.98193,0.9824,0.98541,0.98652,0.98537,0.98522,0.98792,0.98609,0.30855609154627645,99.97217366099358
0.3395,0.74905,0.87762,0.22274,0.47195,0.33950450382880026,512.6518007814884,0.31528,0.76074,0.89321,0.2191,0.46808,0.87223,0.89096,0.90953,0.92773,0.9404,0.95003,0.95903,0.9637,0.96808,0.97239,0.97553,0.97802,0.97939,0.98183,0.98253,0.98121,0.98202,0.98164,0.98223,0.97944,0.31536893942105915,102.17953637242317,0.30748,0.78173,0.89425,0.18848,0.43415,0.87115,0.88675,0.90523,0.924,0.93599,0.94671,0.95757,0.96548,0.97139,0.97377,0.97525,0.97815,0.97948,0.98228,0.98362,0.98379,0.98438,0.98292,0.98659,0.98551,0.3074908110278624,99.62702277302742
0.33832,0.75287,0.87954,0.21932,0.46831,0.338320245865165,510.86357125639915,0.31746,0.78211,0.8956,0.19953,0.44668,0.87743,0.8993,0.91782,0.92943,0.94362,0.95186,0.95838,0.96564,0.9726,0.97582,0.97722,0.97942,0.9841,0.98819,0.9881,0.99076,0.99393,0.996,0.99659,0.99604,0.3173154013944261,102.81019005179405,0.30751,0.78967,0.89527,0.18163,0.42618,0.8825,0.90049,0.91829,0.9322,0.94305,0.95225,0.96224,0.96807,0.97249,0.97702,0.98222,0.98577,0.98864,0.99241,0.9928,0.99249,0.99433,0.99361,0.99276,0.9929,0.30753126915222334,99.64013120532036
0.33345,0.76081,0.88208,0.21237,0.46083,0.33344952798639704,503.5087872594595,0.34007,0.76615,0.89869,0.21414,0.46276,0.87369,0.8922,0.91194,0.92527,0.93724,0.94645,0.95956,0.96563,0.97143,0.97616,0.97928,0.98167,0.98317,0.98428,0.98581,0.9865,0.98724,0.98718,0.98891,0.99213,0.34037876193538125,110.28271886706352,0.33886,0.76467,0.89561,0.20322,0.45079,0.87493,0.89492,0.91318,0.92549,0.94271,0.95039,0.95785,0.96429,0.97001,0.97677,0.97757,0.97891,0.98193,0.98154,0.98124,0.98266,0.98214,0.98384,0.98232,0.98433,0.3388857200373838,109.79897329211235
0.32546,0.77114,0.88785,0.20315,0.45072,0.3254633334890896,491.4496335685253,0.39186,0.70388,0.89641,0.27117,0.52074,0.87119,0.89259,0.91233,0.9244,0.93988,0.94952,0.95609,0.96566,0.97071,0.97449,0.97665,0.98024,0.98191,0.98335,0.98482,0.98534,0.98486,0.98573,0.98721,0.98615,0.39180001869429776,126.94320605695248,0.39388,0.69912,0.89448,0.25982,0.50973,0.87008,0.88887,0.90958,0.92557,0.93737,0.94629,0.95384,0.96042,0.96762,0.97464,0.98152,0.98373,0.98513,0.98445,0.98393,0.98683,0.98776,0.99151,0.99144,0.99151,0.3939207067000277,127.63030897080898
0.32074,0.77563,0.89093,0.19918,0.4463,0.3207357116487642,484.31092458963394,0.3111,0.78256,0.90305,0.19912,0.44622,0.88176,0.90394,0.92283,0.93504,0.94347,0.95484,0.9656,0.9701,0.97664,0.9839,0.98627,0.98834,0.98827,0.98827,0.98822,0.98716,0.98705,0.98918,0.99103,0.9935,0.31112076700837527,100.80312851071358,0.3003,0.79439,0.90208,0.17756,0.42137,0.88462,0.89945,0.91949,0.93697,0.94929,0.9574,0.96469,0.96992,0.97506,0.97983,0.98162,0.98239,0.98305,0.98676,0.98723,0.98637,0.9861,0.98837,0.98897,0.99011,0.30040132659085,97.33002981543541
0.32228,0.77502,0.8905,0.1997,0.44688,0.3222833202670742,486.647813603282,0.31573,0.75712,0.89607,0.22241,0.47161,0.87255,0.89512,0.91638,0.93015,0.93997,0.94902,0.95546,0.9625,0.9671,0.97135,0.97489,0.97808,0.98008,0.98015,0.97759,0.97871,0.97679,0.97536,0.97222,0.97644,0.31592762631214694,102.36055092513561,0.30508,0.77823,0.89504,0.19151,0.43761,0.88141,0.90237,0.919,0.93227,0.94534,0.95497,0.9624,0.97113,0.97616,0.97975,0.98197,0.98279,0.98307,0.98377,0.98307,0.98183,0.98206,0.98367,0.98454,0.98491,0.3050991888675425,98.85213719308376
0.31751,0.78287,0.8939,0.19274,0.43902,0.3175088651922365,479.4383864402771,0.32029,0.7765,0.90526,0.20466,0.4524,0.87836,0.89707,0.91573,0.93054,0.94352,0.95349,0.96199,0.97125,0.97425,0.97905,0.98147,0.98483,0.98871,0.99365,0.99352,0.99262,0.99346,0.99369,0.99411,0.99592,0.3202706878935849,103.76770287752151,0.30983,0.78845,0.90429,0.18268,0.42741,0.88083,0.90057,0.91853,0.93458,0.9465,0.95456,0.96235,0.9693,0.97448,0.9783,0.98205,0.98356,0.98439,0.98509,0.98529,0.98687,0.98959,0.98934,0.98992,0.98984,0.30983044611818994,100.38506454229355
0.31308,0.78772,0.89663,0.1884,0.43405,0.3130778467220976,472.74754855036736,0.3222,0.78516,0.90319,0.19673,0.44355,0.87458,0.89673,0.91439,0.9258,0.94185,0.95121,0.95993,0.96643,0.97305,0.97807,0.9827,0.98611,0.9876,0.9916,0.99129,0.99167,0.9914,0.9931,0.99542,0.99594,0.32215456581777996,104.37807932496071,0.32125,0.77502,0.89824,0.19428,0.44077,0.8708,0.89045,0.907,0.925,0.93714,0.95135,0.96046,0.96999,0.97525,0.97974,0.9848,0.98827,0.99081,0.99289,0.99412,0.99496,0.99612,0.99563,0.99616,0.9956,0.32126223544279736,104.08896428346634
0.31154,0.78836,0.89668,0.18789,0.43346,0.3115445285739488,470.4322381466627,0.3438,0.76608,0.90874,0.21421,0.46283,0.88127,0.89853,0.91519,0.93034,0.94427,0.95591,0.9624,0.96869,0.97601,0.97918,0.98297,0.98619,0.98844,0.99083,0.99107,0.99143,0.99117,0.99289,0.99417,0.99466,0.3436966558665405,111.35771650075912,0.34537,0.7629,0.90512,0.20475,0.45249,0.88136,0.89958,0.91827,0.93712,0.94745,0.95807,0.96318,0.97152,0.97803,0.98223,0.98346,0.98694,0.98867,0.98978,0.98988,0.99093,0.9906,0.99134,0.99006,0.98984,0.345325808144278,111.88556183874607
0.30645,0.79575,0.90027,0.18128,0.42577,0.3064501050094895,462.73965856432915,0.31083,0.78765,0.90792,0.19446,0.44098,0.88021,0.90076,0.91336,0.93158,0.94615,0.95509,0.96433,0.96948,0.97492,0.98039,0.98172,0.98606,0.98676,0.98638,0.98661,0.98739,0.98772,0.98892,0.98951,0.98922,0.3108004435528944,100.69934371113777,0.30931,0.79261,0.90607,0.17908,0.42318,0.87465,0.8971,0.91636,0.93508,0.94701,0.95675,0.96503,0.97293,0.97832,0.98018,0.981,0.9828,0.98648,0.98792,0.9881,0.99037,0.98994,0.99165,0.99038,0.98887,0.3092824719202371,100.20752090215683
0.30579,0.79771,0.9012,0.17953,0.42371,0.3057891216795176,461.7415737360716,0.30795,0.79035,0.90328,0.19198,0.43816,0.88019,0.90145,0.91856,0.93584,0.94492,0.95226,0.96271,0.96849,0.97309,0.97689,0.98093,0.98428,0.98709,0.98882,0.991,0.99219,0.99186,0.99255,0.99386,0.99423,0.30809496379928825,99.82276827096939,0.30441,0.79298,0.90114,0.17877,0.42281,0.88366,0.90244,0.91912,0.93509,0.94551,0.95328,0.96127,0.97054,0.97494,0.9784,0.97942,0.98265,0.98605,0.98676,0.99001,0.98952,0.98884,0.98824,0.98901,0.98867,0.30440346583907985,98.62672293186188
0.30738,0.795,0.89986,0.18196,0.42657,0.307382023670026,464.1468557417393,0.30487,0.79672,0.90816,0.18615,0.43145,0.88625,0.90614,0.92493,0.93741,0.95108,0.96043,0.96707,0.97258,0.97758,0.97988,0.98353,0.98712,0.98957,0.9914,0.99307,0.99379,0.99647,0.99696,0.99884,0.99869,0.3048052002710325,98.75688488781452,0.29736,0.79754,0.90555,0.17483,0.41813,0.87301,0.89281,0.9159,0.93116,0.94381,0.95445,0.9642,0.96806,0.97131,0.97574,0.97616,0.97855,0.98074,0.98163,0.98354,0.98529,0.98611,0.98912,0.99005,0.98971,0.2973494749102328,96.34122987091541
0.29933,0.80571,0.9054,0.1725,0.41533,0.29933436360974974,451.9948890507221,0.30419,0.79622,0.90836,0.1866,0.43198,0.88252,0.90414,0.92276,0.93752,0.94875,0.95791,0.96793,0.9755,0.97949,0.98481,0.98729,0.99045,0.99322,0.99373,0.99434,0.99439,0.99448,0.99476,0.99408,0.99468,0.30418634888382606,98.55637703835964,0.30197,0.79478,0.90408,0.17722,0.42097,0.89363,0.91153,0.92446,0.93881,0.95128,0.96126,0.96901,0.97431,0.97469,0.97972,0.98465,0.98614,0.9889,0.98947,0.98953,0.98955,0.98894,0.9892,0.99015,0.99287,0.30198901569769704,97.84444108605385
0.29992,0.80402,0.90408,0.17393,0.41705,0.29992327126643514,452.8841396123171,0.29238,0.7985,0.90817,0.18452,0.42956,0.87959,0.89945,0.91553,0.93036,0.94465,0.95349,0.9613,0.97125,0.97846,0.98281,0.98515,0.98825,0.98966,0.98989,0.9919,0.99318,0.9931,0.99314,0.99329,0.99215,0.2922957919905951,94.70383660495281,0.28162,0.81223,0.9079,0.16214,0.40267,0.88034,0.90013,0.91901,0.93656,0.94885,0.95889,0.96711,0.9716,0.97937,0.98426,0.98716,0.9878,0.98855,0.98963,0.99028,0.99137,0.99185,0.99182,0.99158,0.99033,0.28171672193724434,91.27621790766716
0.29725,0.80974,0.90631,0.1689,0.41097,0.2972501833805975,448.8477769047022,0.31454,0.77798,0.90803,0.20331,0.4509,0.88571,0.90381,0.91684,0.93093,0.94434,0.95785,0.96252,0.96711,0.97046,0.97482,0.9784,0.97952,0.98151,0.9839,0.98408,0.98585,0.98749,0.98763,0.98825,0.98794,0.31473073984185856,101.97275970876217,0.30328,0.79016,0.90741,0.1812,0.42568,0.87812,0.90093,0.91708,0.92955,0.94573,0.95498,0.9623,0.96729,0.97294,0.97539,0.97795,0.98005,0.981,0.9844,0.98374,0.98551,0.98529,0.98647,0.98465,0.98341,0.30323645380544073,98.2486110329628
0.29236,0.81414,0.90906,0.16502,0.40623,0.29236483869963137,441.47090643644333,0.29098,0.80149,0.90987,0.18178,0.42635,0.88719,0.90599,0.92304,0.93679,0.95082,0.96335,0.97035,0.9764,0.97697,0.98345,0.98474,0.98811,0.99012,0.99253,0.9931,0.99299,0.9939,0.9951,0.99551,0.99478,0.29102860561307564,94.29326821863651,0.28419,0.80526,0.9055,0.16816,0.41008,0.88091,0.90072,0.91689,0.92824,0.94079,0.95123,0.96119,0.96667,0.9733,0.9776,0.98178,0.98365,0.98445,0.98566,0.98663,0.98652,0.99018,0.99278,0.99176,0.99063,0.2841910570399997,92.07790248095989
0.28908,0.81827,0.91108,0.16132,0.40164,0.28907952637269796,436.51008482277393,0.29104,0.80654,0.91277,0.17716,0.4209,0.88578,0.90337,0.92124,0.93413,0.94491,0.95844,0.96585,0.9703,0.97524,0.97958,0.98481,0.98615,0.98993,0.99194,0.99368,0.99528,0.99646,0.99593,0.99645,0.9973,0.29098408673832443,94.27884410321712,0.28393,0.8078,0.91063,0.16597,0.4074,0.88761,0.90567,0.92154,0.93518,0.94597,0.95688,0.96644,0.97539,0.98047,0.98248,0.98522,0.98871,0.99078,0.9915,0.99189,0.99405,0.99323,0.99227,0.99105,0.99124,0.2839251006550995,91.99173261225224
0.28776,0.81986,0.91135,0.1599,0.39988,0.28776369377082545,434.52317759394646,0.28421,0.81332,0.91287,0.17095,0.41346,0.88788,0.91145,0.92659,0.94207,0.95159,0.95787,0.96558,0.97301,0.97662,0.98116,0.98356,0.98444,0.98646,0.98664,0.98699,0.99218,0.99107,0.99095,0.99311,0.99346,0.2841986734650017,92.08037020266056,0.28019,0.81355,0.90895,0.16101,0.40126,0.87818,0.90259,0.92107,0.93765,0.95038,0.95858,0.96625,0.9714,0.97704,0.9826,0.98697,0.98893,0.99082,0.9915,0.99111,0.99067,0.99217,0.99229,0.99253,0.99283,0.2801069984741417,90.75466750562191
0.2872,0.8214,0.91204,0.15855,0.39818,0.2872039924394216,433.6780285835266,0.30312,0.8055,0.91147,0.17811,0.42203,0.8911,0.91044,0.92589,0.94157,0.95221,0.96177,0.96826,0.9744,0.97968,0.98193,0.98353,0.98576,0.99065,0.99324,0.99379,0.99615,0.99653,0.99609,0.99665,0.99871,0.30314313165015644,98.21837465465069,0.30129,0.80093,0.90777,0.1719,0.41461,0.88064,0.90255,0.91667,0.93285,0.94204,0.95515,0.96378,0.97051,0.97413,0.97771,0.98136,0.98437,0.98412,0.98794,0.98934,0.99108,0.99065,0.99029,0.98991,0.98993,0.30129943631681394,97.62101736664772
0.27974,0.82876,0.91595,0.15198,0.38985,0.27974431601581196,422.41391718387604,0.2863,0.81069,0.91355,0.17335,0.41636,0.89639,0.9187,0.93281,0.94438,0.95252,0.96222,0.96703,0.9759,0.98006,0.98391,0.99023,0.99259,0.99339,0.99569,0.99655,0.99687,0.99822,0.99796,0.99883,0.99866,0.2861654506881296,92.71760602295399,0.28192,0.81265,0.90911,0.16178,0.40222,0.8849,0.90372,0.92151,0.93922,0.95184,0.96152,0.96814,0.97441,0.97926,0.9832,0.98413,0.9848,0.98632,0.98841,0.99051,0.99178,0.9925,0.99246,0.99369,0.99272,0.28197971924587534,91.3614290356636
0.27835,0.83071,0.91669,0.15027,0.38765,0.27835146955504325,420.3107190281153,0.3258,0.78489,0.9142,0.19698,0.44383,0.88853,0.90799,0.92385,0.93883,0.94921,0.95869,0.96551,0.97216,0.97788,0.98293,0.9847,0.98798,0.99271,0.99372,0.99289,0.99513,0.99634,0.99689,0.99647,0.99598,0.32583010224280534,105.56895312666893,0.32392,0.78068,0.90971,0.18939,0.43519,0.88105,0.90475,0.91896,0.93628,0.94837,0.95948,0.96811,0.97259,0.97769,0.97959,0.98319,0.98551,0.98675,0.98966,0.99123,0.99258,0.99253,0.99262,0.99153,0.99303,0.32395885148902,104.96266788244247
0.27859,0.83111,0.91697,0.14994,0.38723,0.27859401120650057,420.6769569218159,0.29114,0.80124,0.91227,0.18201,0.42663,0.88609,0.90786,0.9232,0.93718,0.94842,0.95885,0.96563,0.97356,0.97692,0.98039,0.98277,0.98532,0.98745,0.98847,0.98982,0.99229,0.99297,0.99305,0.99655,0.99739,0.29114600740097185,94.33130639791489,0.28161,0.81175,0.91121,0.16256,0.40319,0.88864,0.90789,0.92614,0.94034,0.95412,0.96009,0.96702,0.97383,0.97824,0.98159,0.9838,0.98701,0.98727,0.99013,0.99027,0.99333,0.99326,0.99443,0.9936,0.99406,0.28158386925488343,91.23317363858223
