train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.75,0.72,0.73,0.72,0.83,0.5125393876258064,17.42633917927742,0.63,0.6,0.67,0.63,0.63,0.7219101786613464,3.609550893306732,1712639772,,True,100,58137eac,2024-04-09_07-16-12,18.330538272857666,1872.276156425476,33088,AT-MB-PC-E13,127.0.0.1,1872.276156425476,100,64,3,0.5,1e-05,58137eac
0.86,0.82,0.88,0.85,0.94,0.2909678694079904,9.892907559871674,0.74,0.71,0.78,0.74,0.76,0.6649180173873901,3.3245900869369507,1712641367,,True,100,ac14ebca,2024-04-09_07-42-47,34.58086657524109,3461.574643135071,10648,AT-MB-PC-E13,127.0.0.1,3461.574643135071,100,256,6,0.5,0.001,ac14ebca
0.75,0.72,0.72,0.72,0.83,0.5134980056215735,17.4589321911335,0.63,0.6,0.67,0.63,0.63,0.7236936926841736,3.618468463420868,1712639789,,True,100,525f1b1f,2024-04-09_07-16-29,15.870401382446289,1876.8689415454865,36880,AT-MB-PC-E13,127.0.0.1,1876.8689415454865,100,64,3,0.5,1e-05,525f1b1f
0.48,0.45,0.65,0.53,0.53,0.7769677086788065,26.416902095079422,0.46,0.42,0.33,0.37,0.44,0.8328053474426269,4.164026737213135,1712639953,,True,5,6ec7eb56,2024-04-09_07-19-13,36.24896216392517,181.26114296913147,33088,AT-MB-PC-E13,127.0.0.1,181.26114296913147,5,64,6,0.5,1e-05,6ec7eb56
0.94,0.92,0.94,0.93,0.99,0.15618489595020518,5.310286462306976,0.67,0.68,0.58,0.63,0.75,0.892929220199585,4.464646100997925,1712641665,,True,100,dff0e95c,2024-04-09_07-47-45,19.55964970588684,1876.3527808189392,36880,AT-MB-PC-E13,127.0.0.1,1876.3527808189392,100,64,3,0.0,0.0001,dff0e95c
0.78,0.75,0.78,0.76,0.85,0.49351878683356676,16.77963875234127,0.62,0.62,0.49,0.55,0.65,0.9175678253173828,4.587839126586914,1712640237,,True,15,7a2e2439,2024-04-09_07-23-57,18.185154676437378,283.578679561615,33088,AT-MB-PC-E13,127.0.0.1,283.578679561615,15,256,3,0.5,0.001,7a2e2439
0.57,0.52,0.5,0.51,0.6,0.6979176875422982,23.72920137643814,0.53,0.67,0.03,0.05,0.44,0.8823917031288147,4.4119585156440735,1712640525,,True,5,1da46312,2024-04-09_07-28-45,56.26552987098694,288.26511120796204,33088,AT-MB-PC-E13,127.0.0.1,288.26511120796204,5,256,10,0.5,0.0001,1da46312
0.59,0.53,0.56,0.55,0.61,0.7209447972914752,24.512123107910156,0.53,0.51,0.26,0.35,0.57,0.7100054025650024,3.550027012825012,1712640812,,True,5,167f7277,2024-04-09_07-33-32,56.15491199493408,287.25092029571533,33088,AT-MB-PC-E13,127.0.0.1,287.25092029571533,5,256,10,0.2,1e-05,167f7277
0.92,0.89,0.94,0.91,0.98,0.19242770279593327,6.542541895061731,0.69,0.68,0.67,0.67,0.77,0.8215101838111878,4.107550919055939,1712644334,,True,100,5e537e84,2024-04-09_08-32-14,36.48498034477234,3521.365917444229,33088,AT-MB-PC-E13,127.0.0.1,3521.365917444229,100,64,6,0.2,0.0001,5e537e84
0.53,0.47,0.52,0.49,0.53,0.7582362697404974,25.78003317117691,0.44,0.42,0.5,0.46,0.39,0.7730941653251648,3.865470826625824,1712641467,,True,5,72c0b6e9,2024-04-09_07-44-27,18.641101121902466,100.02525401115417,10648,AT-MB-PC-E13,127.0.0.1,100.02525401115417,5,256,3,0.5,1e-05,72c0b6e9
0.82,0.78,0.83,0.81,0.9,0.3863583897404811,13.136185251176357,0.72,0.67,0.81,0.73,0.76,0.7863068580627441,3.9315342903137207,1712644006,,True,45,a63f682e,2024-04-09_08-26-46,59.10330271720886,2538.91113114357,10648,AT-MB-PC-E13,127.0.0.1,2538.91113114357,45,256,10,0.2,0.001,a63f682e
