train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/optimizer/base_learning_rate
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715726877,,False,58,1b2ef0be,2024-05-15_00-47-57,113.39335870742798,6705.429460525513,32628,AT-MB-PC-E13,127.0.0.1,6705.429460525513,58,256,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715726992,,False,59,1b2ef0be,2024-05-15_00-49-52,114.86375641822815,6820.293216943741,32628,AT-MB-PC-E13,127.0.0.1,6820.293216943741,59,256,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715727107,,False,60,1b2ef0be,2024-05-15_00-51-47,114.75544548034668,6935.0486624240875,32628,AT-MB-PC-E13,127.0.0.1,6935.0486624240875,60,256,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715727222,,False,61,1b2ef0be,2024-05-15_00-53-42,114.62034010887146,7049.669002532959,32628,AT-MB-PC-E13,127.0.0.1,7049.669002532959,61,256,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715727336,,False,62,1b2ef0be,2024-05-15_00-55-36,114.18113565444946,7163.850138187408,32628,AT-MB-PC-E13,127.0.0.1,7163.850138187408,62,256,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715727450,,False,63,1b2ef0be,2024-05-15_00-57-30,114.65649700164795,7278.506635189056,32628,AT-MB-PC-E13,127.0.0.1,7278.506635189056,63,256,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715727565,,False,64,1b2ef0be,2024-05-15_00-59-25,114.41708159446716,7392.923716783524,32628,AT-MB-PC-E13,127.0.0.1,7392.923716783524,64,256,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715727680,,False,65,1b2ef0be,2024-05-15_01-01-20,115.10763549804688,7508.03135228157,32628,AT-MB-PC-E13,127.0.0.1,7508.03135228157,65,256,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715727793,,False,66,1b2ef0be,2024-05-15_01-03-13,113.36995530128479,7621.401307582855,32628,AT-MB-PC-E13,127.0.0.1,7621.401307582855,66,256,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715727909,,False,67,1b2ef0be,2024-05-15_01-05-09,115.30080246925354,7736.702110052109,32628,AT-MB-PC-E13,127.0.0.1,7736.702110052109,67,256,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715728024,,False,68,1b2ef0be,2024-05-15_01-07-04,115.44310855865479,7852.145218610764,32628,AT-MB-PC-E13,127.0.0.1,7852.145218610764,68,256,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715728137,,False,69,1b2ef0be,2024-05-15_01-08-57,113.03187012672424,7965.177088737488,32628,AT-MB-PC-E13,127.0.0.1,7965.177088737488,69,256,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715728252,,False,70,1b2ef0be,2024-05-15_01-10-52,114.94385004043579,8080.120938777924,32628,AT-MB-PC-E13,127.0.0.1,8080.120938777924,70,256,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715728367,,False,71,1b2ef0be,2024-05-15_01-12-47,115.47469806671143,8195.595636844635,32628,AT-MB-PC-E13,127.0.0.1,8195.595636844635,71,256,3,0.001
