train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/optimizer/base_learning_rate
0.49866,0.49931,0.96991,0.65924,0.52741,0.6930242206468139,1192.0016595125198,0.49838,0.49917,0.96934,0.65898,0.52611,0.6930327244935308,254.34300988912582,0.49709,0.4985,0.97054,0.65868,0.52752,0.6930275869696108,252.95506924390793,1715720324,,False,1,4f63caeb,2024-05-14_22-58-44,162.30305409431458,162.30305409431458,28116,AT-MB-PC-E13,127.0.0.1,162.30305409431458,1,256,3,1e-05
0.68229,0.64499,0.81092,0.7185,0.7826,0.6898199351721032,1186.4902884960175,0.85026,0.81237,0.9109,0.85882,0.94117,0.6856180275168666,251.62181609869003,0.84943,0.81472,0.90459,0.85731,0.93784,0.6856104163274374,250.24780195951462,1715720439,,False,2,4f63caeb,2024-05-14_23-00-39,115.46936798095703,277.7724220752716,28116,AT-MB-PC-E13,127.0.0.1,277.7724220752716,2,256,3,1e-05
0.95988,0.95239,0.96817,0.96021,0.9938,0.6382330185452173,1097.7607918977737,0.99966,0.99983,0.99949,0.99966,0.99998,0.5444176745999412,199.8012865781784,0.99957,0.99983,0.99931,0.99957,1.0,0.5443651013178368,198.69326198101044,1715720554,,False,3,4f63caeb,2024-05-14_23-02-34,115.44718670845032,393.2196087837219,28116,AT-MB-PC-E13,127.0.0.1,393.2196087837219,3,256,3,1e-05
0.99998,1.0,0.99996,0.99998,1.0,0.2897737075076547,498.41077691316605,1.0,1.0,1.0,1.0,1.0,0.08627265174073809,31.66206318885088,1.0,1.0,1.0,1.0,1.0,0.08619725571511543,31.461998336017132,1715720670,,False,4,4f63caeb,2024-05-14_23-04-30,115.31834101676941,508.53794980049133,28116,AT-MB-PC-E13,127.0.0.1,508.53794980049133,4,256,3,1e-05
1.0,1.0,1.0,1.0,1.0,0.027586861053849894,47.44940101262182,1.0,1.0,1.0,1.0,1.0,0.006389654954585782,2.345003368332982,1.0,1.0,1.0,1.0,1.0,0.00639786267627592,2.3352198768407106,1715720785,,False,5,4f63caeb,2024-05-14_23-06-25,115.22211599349976,623.7600657939911,28116,AT-MB-PC-E13,127.0.0.1,623.7600657939911,5,256,3,1e-05
1.0,1.0,1.0,1.0,1.0,0.0027236094404225844,4.684608237526845,1.0,1.0,1.0,1.0,1.0,0.001050148883768502,0.38540464034304023,1.0,1.0,1.0,1.0,1.0,0.0010603249950130304,0.3870186231797561,1715720899,,False,6,4f63caeb,2024-05-14_23-08-19,113.631276845932,737.3913426399231,28116,AT-MB-PC-E13,127.0.0.1,737.3913426399231,6,256,3,1e-05
1.0,1.0,1.0,1.0,1.0,0.0005223572762228879,0.8984545151033672,1.0,1.0,1.0,1.0,1.0,0.00023900407100951537,0.08771449406049214,1.0,1.0,1.0,1.0,1.0,0.0002445489058529397,0.08926035063632298,1715721014,,False,7,4f63caeb,2024-05-14_23-10-14,115.78459620475769,853.1759388446808,28116,AT-MB-PC-E13,127.0.0.1,853.1759388446808,7,256,3,1e-05
1.0,1.0,1.0,1.0,1.0,0.0001273664083846386,0.21907022242157836,1.0,1.0,1.0,1.0,1.0,6.555643095856923e-05,0.02405921016179491,1.0,1.0,1.0,1.0,1.0,6.831831881642495e-05,0.024936186367995106,1715721130,,False,8,4f63caeb,2024-05-14_23-12-10,115.45708799362183,968.6330268383026,28116,AT-MB-PC-E13,127.0.0.1,968.6330268383026,8,256,3,1e-05
1.0,1.0,1.0,1.0,1.0,3.670098494853317e-05,0.06312569411147706,1.0,1.0,1.0,1.0,1.0,1.9743326467322154e-05,0.0072458008135072305,1.0,1.0,1.0,1.0,1.0,2.1133648729181454e-05,0.00771378178615123,1715721246,,False,9,4f63caeb,2024-05-14_23-14-06,115.62414336204529,1084.257170200348,28116,AT-MB-PC-E13,127.0.0.1,1084.257170200348,9,256,3,1e-05
1.0,1.0,1.0,1.0,1.0,1.1705695920830103e-05,0.02013379698382778,1.0,1.0,1.0,1.0,1.0,6.560467810239219e-06,0.0024076916863577935,1.0,1.0,1.0,1.0,1.0,7.253337692929239e-06,0.002647468257919172,1715721361,,False,10,4f63caeb,2024-05-14_23-16-01,115.71348023414612,1199.970650434494,28116,AT-MB-PC-E13,127.0.0.1,1199.970650434494,10,256,3,1e-05
