train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_ranking_accuracy_0.1,val_ranking_accuracy_0.2,val_ranking_accuracy_0.3,val_ranking_accuracy_0.4,val_ranking_accuracy_0.5,val_ranking_accuracy_0.6,val_ranking_accuracy_0.7,val_ranking_accuracy_0.8,val_ranking_accuracy_0.9,val_ranking_accuracy_1.0,val_ranking_accuracy_1.1,val_ranking_accuracy_1.2,val_ranking_accuracy_1.3,val_ranking_accuracy_1.4,val_ranking_accuracy_1.5,val_ranking_accuracy_1.6,val_ranking_accuracy_1.7,val_ranking_accuracy_1.8,val_ranking_accuracy_1.9,val_ranking_accuracy_2.0,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_ranking_accuracy_0.1,test_ranking_accuracy_0.2,test_ranking_accuracy_0.3,test_ranking_accuracy_0.4,test_ranking_accuracy_0.5,test_ranking_accuracy_0.6,test_ranking_accuracy_0.7,test_ranking_accuracy_0.8,test_ranking_accuracy_0.9,test_ranking_accuracy_1.0,test_ranking_accuracy_1.1,test_ranking_accuracy_1.2,test_ranking_accuracy_1.3,test_ranking_accuracy_1.4,test_ranking_accuracy_1.5,test_ranking_accuracy_1.6,test_ranking_accuracy_1.7,test_ranking_accuracy_1.8,test_ranking_accuracy_1.9,test_ranking_accuracy_2.0,test_mean_loss,test_sum_loss
7.37,-62.27,-0.05,56.16,7.49,7.374622958543285,11135.68066740036,7.36,-60.08,-0.03,55.94,7.48,0.49,0.48,0.47,0.48,0.48,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.48,0.48,0.48,0.48,7.358801008742533,2384.2515268325806,7.41,-64.64,-0.05,56.68,7.53,0.5,0.5,0.49,0.49,0.49,0.49,0.49,0.48,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.49,0.48,0.47,0.47,7.407381577256285,2399.9916310310364
1.68,-5.61,0.24,5.87,2.42,1.684255614067545,2543.225977241993,0.9,-0.81,0.4,1.66,1.29,0.65,0.65,0.66,0.68,0.68,0.69,0.7,0.7,0.71,0.72,0.72,0.72,0.73,0.73,0.74,0.74,0.74,0.74,0.74,0.75,0.8986573561474129,291.1649833917618,0.93,-1.1,0.37,1.81,1.35,0.64,0.64,0.65,0.65,0.67,0.68,0.68,0.69,0.7,0.7,0.71,0.72,0.73,0.74,0.75,0.75,0.76,0.76,0.77,0.78,0.9324424338561518,302.11134856939316
0.76,-0.27,0.54,1.13,1.06,0.7599940628800171,1147.5910349488258,0.58,0.27,0.7,0.67,0.82,0.77,0.79,0.8,0.81,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.89,0.9,0.9,0.9,0.91,0.92,0.92,0.92,0.92,0.5835510162107739,189.07052925229073,0.59,0.18,0.67,0.7,0.84,0.76,0.77,0.78,0.8,0.81,0.82,0.84,0.85,0.86,0.87,0.88,0.88,0.89,0.89,0.9,0.9,0.91,0.92,0.91,0.92,0.594102862348527,192.48932740092278
0.57,0.3,0.67,0.62,0.79,0.5731654287174048,865.4797973632812,0.49,0.49,0.76,0.47,0.69,0.8,0.81,0.83,0.84,0.86,0.86,0.88,0.89,0.9,0.91,0.91,0.92,0.93,0.94,0.94,0.95,0.95,0.95,0.96,0.96,0.49020464856315543,158.82630613446236,0.49,0.46,0.74,0.46,0.68,0.78,0.79,0.81,0.83,0.84,0.85,0.87,0.88,0.89,0.9,0.91,0.92,0.92,0.92,0.92,0.93,0.93,0.94,0.94,0.94,0.4932948081397716,159.827517837286
0.5,0.47,0.73,0.47,0.69,0.5026467613234425,758.9966095983982,0.49,0.49,0.77,0.47,0.68,0.8,0.82,0.83,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.92,0.93,0.94,0.94,0.94,0.95,0.95,0.95,0.96,0.488512028514603,158.27789723873138,0.48,0.5,0.76,0.43,0.66,0.79,0.81,0.83,0.84,0.86,0.87,0.88,0.89,0.9,0.9,0.91,0.92,0.93,0.93,0.93,0.93,0.94,0.94,0.94,0.94,0.4784935820433829,155.03192058205605
0.47,0.53,0.76,0.42,0.65,0.47300278698371734,714.2342083454132,0.42,0.64,0.82,0.33,0.58,0.83,0.85,0.86,0.88,0.9,0.91,0.92,0.93,0.94,0.94,0.95,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.41800783123867014,135.43453732132912,0.41,0.63,0.81,0.32,0.56,0.82,0.84,0.86,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.94,0.95,0.95,0.95,0.96,0.95,0.96,0.96,0.95,0.96,0.41221385918281694,133.5572903752327
0.45,0.58,0.79,0.37,0.61,0.44807751707683335,676.5970507860184,0.46,0.53,0.77,0.43,0.66,0.8,0.82,0.84,0.86,0.87,0.88,0.88,0.89,0.9,0.91,0.92,0.93,0.93,0.94,0.94,0.94,0.94,0.95,0.95,0.94,0.46460696521364614,150.53265672922134,0.45,0.55,0.77,0.39,0.62,0.79,0.81,0.83,0.84,0.85,0.86,0.88,0.89,0.9,0.91,0.92,0.92,0.93,0.93,0.94,0.93,0.94,0.94,0.94,0.95,0.44906734500402284,145.4978197813034
0.43,0.61,0.8,0.34,0.59,0.4310538247326352,650.8912753462791,0.45,0.58,0.85,0.39,0.62,0.83,0.86,0.87,0.89,0.91,0.92,0.93,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.4489347886892013,145.4548715353012,0.44,0.58,0.84,0.36,0.6,0.84,0.85,0.87,0.89,0.9,0.91,0.93,0.94,0.95,0.95,0.96,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.43909987338163237,142.26835897564888
0.42,0.63,0.81,0.33,0.57,0.4185070355404292,631.945623666048,0.43,0.64,0.84,0.33,0.58,0.84,0.86,0.88,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.4306001205135275,139.5144390463829,0.43,0.63,0.84,0.32,0.56,0.83,0.85,0.87,0.88,0.9,0.91,0.92,0.93,0.94,0.95,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.4275598285926713,138.5293844640255
0.41,0.65,0.83,0.31,0.55,0.40581722312810403,612.7840069234371,0.38,0.67,0.85,0.3,0.55,0.84,0.86,0.88,0.89,0.91,0.92,0.93,0.94,0.95,0.95,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.3822416630056169,123.84629881381989,0.37,0.69,0.85,0.27,0.52,0.85,0.87,0.88,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.37254675532932635,120.70514872670174
0.4,0.66,0.83,0.3,0.55,0.4008824941733026,605.3325662016869,0.38,0.68,0.86,0.29,0.54,0.85,0.87,0.88,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.3810627477036582,123.46433025598526,0.37,0.7,0.86,0.26,0.51,0.85,0.87,0.88,0.9,0.92,0.93,0.94,0.94,0.95,0.96,0.96,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.3681838703744205,119.29157400131226
