train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.72264,0.69955,0.66102,0.67974,0.7913,0.5559994245276731,18.903980433940887,0.60927,0.58442,0.625,0.60403,0.62395,0.6908398032188415,3.4541990160942078,1713341220,,True,100,7d973cc8,2024-04-17_10-07-00,11.97776460647583,1202.3644194602966,30960,AT-MB-PC-E13,127.0.0.1,1202.3644194602966,100,64,3,0.5,1e-05,7d973cc8
0.84906,0.81452,0.85593,0.83471,0.9352,0.3126559884232633,10.630303606390953,0.7351,0.69512,0.79167,0.74026,0.77198,0.7156862616539001,3.5784313082695007,1713342135,,True,100,c45319a9,2024-04-17_10-22-15,21.13469672203064,2112.082522392273,15728,AT-MB-PC-E13,127.0.0.1,2112.082522392273,100,256,6,0.5,0.001,c45319a9
0.48019,0.43316,0.54237,0.48166,0.49538,0.7432300448417664,25.269821524620056,0.5298,0.50476,0.73611,0.59887,0.51881,0.724519419670105,3.622597098350525,1713341287,,True,5,74adc1c3,2024-04-17_10-08-07,11.836047172546387,66.20604181289673,30960,AT-MB-PC-E13,127.0.0.1,66.20604181289673,5,64,3,0.5,1e-05,74adc1c3
0.45849,0.43972,0.78814,0.56449,0.48862,0.7999537411858054,27.198427200317383,0.4106,0.432,0.75,0.54822,0.41983,0.790567946434021,3.952839732170105,1713341403,,True,5,ce316659,2024-04-17_10-10-03,21.643529891967773,115.95987367630005,30960,AT-MB-PC-E13,127.0.0.1,115.95987367630005,5,64,6,0.5,1e-05,ce316659
0.94811,0.93895,0.94492,0.94192,0.99096,0.13206460907617035,4.490196708589792,0.7351,0.71622,0.73611,0.72603,0.79808,0.7079174876213074,3.539587438106537,1713342561,,True,100,c6ae4fa6,2024-04-17_10-29-21,11.47326135635376,1158.0470559597015,30960,AT-MB-PC-E13,127.0.0.1,1158.0470559597015,100,64,3,0.0,0.0001,c6ae4fa6
0.77925,0.738,0.78178,0.75926,0.84623,0.49550339579582214,16.847115457057953,0.56291,0.6,0.25,0.35294,0.6773,0.9682398796081543,4.8411993980407715,1713342306,,True,15,8cee0c61,2024-04-17_10-25-06,11.067163228988647,171.57455110549927,15728,AT-MB-PC-E13,127.0.0.1,171.57455110549927,15,256,3,0.5,0.001,8cee0c61
0.55094,0.49543,0.45975,0.47692,0.54668,0.7112986638265497,24.18415457010269,0.5298,1.0,0.01389,0.0274,0.4993,0.8600433111190796,4.300216555595398,1713342481,,True,5,d850acf9,2024-04-17_10-28-01,33.1825795173645,174.3789267539978,15728,AT-MB-PC-E13,127.0.0.1,174.3789267539978,5,256,10,0.5,0.0001,d850acf9
0.56038,0.50607,0.52966,0.5176,0.57945,0.6926059582654167,23.54860258102417,0.56291,0.57143,0.33333,0.42105,0.54167,0.6992165207862854,3.496082603931427,1713342645,,True,5,f7df984c,2024-04-17_10-30-45,33.932049036026,164.57008457183838,15728,AT-MB-PC-E13,127.0.0.1,164.57008457183838,5,256,10,0.2,1e-05,f7df984c
0.93491,0.91546,0.94068,0.9279,0.98056,0.1829968640471206,6.2218933776021,0.71523,0.71014,0.68056,0.69504,0.8161,0.6401090264320374,3.2005451321601868,1713344609,,True,100,ee86158c,2024-04-17_11-03-29,20.47983717918396,2047.525720357895,30960,AT-MB-PC-E13,127.0.0.1,2047.525720357895,100,64,6,0.2,0.0001,ee86158c
0.48019,0.43316,0.54237,0.48166,0.49538,0.7432306794559255,25.269843101501465,0.5298,0.50476,0.73611,0.59887,0.5189,0.7245171546936036,3.6225857734680176,1713342705,,True,5,a791d2d5,2024-04-17_10-31-45,10.989931344985962,59.685290575027466,15728,AT-MB-PC-E13,127.0.0.1,59.685290575027466,5,256,3,0.5,1e-05,a791d2d5
