train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/optimizer/base_learning_rate
0.4989,0.49943,0.97236,0.65991,0.52658,0.6930285476339169,216.22490686178207,0.4984,0.49918,0.9696,0.65905,0.52729,0.6930285842654804,216.91794687509537,1715719168,,False,1,c871ef0d,2024-05-14_22-39-28,45.549123764038086,45.549123764038086,33880,AT-MB-PC-E13,127.0.0.1,45.549123764038086,1,256,3,0.001
0.96019,0.95504,0.96585,0.96041,0.99575,0.17271712181107618,53.88774200505577,1.0,1.0,1.0,1.0,1.0,0.00045404035319833046,0.14211463055107743,1715719193,,False,2,c871ef0d,2024-05-14_22-39-53,24.955751419067383,70.50487518310547,33880,AT-MB-PC-E13,127.0.0.1,70.50487518310547,2,256,3,0.001
1.0,1.0,1.0,1.0,1.0,0.00011805754002125468,0.03683395248663146,1.0,1.0,1.0,1.0,1.0,2.3306099204530645e-05,0.007294809051018092,1715719218,,False,3,c871ef0d,2024-05-14_22-40-18,24.71380877494812,95.21868395805359,33880,AT-MB-PC-E13,127.0.0.1,95.21868395805359,3,256,3,0.001
1.0,1.0,1.0,1.0,1.0,7.976913467590026e-06,0.002488797001888088,1.0,1.0,1.0,1.0,1.0,3.418217518036038e-06,0.00106990208314528,1715719243,,False,4,c871ef0d,2024-05-14_22-40-43,24.994730472564697,120.21341443061829,33880,AT-MB-PC-E13,127.0.0.1,120.21341443061829,4,256,3,0.001
1.0,1.0,1.0,1.0,1.0,2.0907071074724663e-06,0.0006523006175314094,1.0,1.0,1.0,1.0,1.0,1.5144376581670127e-06,0.000474018987006275,1715719268,,False,5,c871ef0d,2024-05-14_22-41-08,24.613372564315796,144.82678699493408,33880,AT-MB-PC-E13,127.0.0.1,144.82678699493408,5,256,3,0.001
1.0,1.0,1.0,1.0,1.0,1.0796520515445088e-06,0.0003368514400818867,1.0,1.0,1.0,1.0,1.0,8.585677034016073e-07,0.0002687316911647031,1715719292,,False,6,c871ef0d,2024-05-14_22-41-32,24.83149242401123,169.6582794189453,33880,AT-MB-PC-E13,127.0.0.1,169.6582794189453,6,256,3,0.001
1.0,1.0,1.0,1.0,1.0,6.45963263893124e-07,0.00020154053833465468,1.0,1.0,1.0,1.0,1.0,5.667683187350787e-07,0.00017739848376407963,1715719317,,False,7,c871ef0d,2024-05-14_22-41-57,24.666231870651245,194.32451128959656,33880,AT-MB-PC-E13,127.0.0.1,194.32451128959656,7,256,3,0.001
1.0,1.0,1.0,1.0,1.0,4.196354842600218e-07,0.0001309262710891268,1.0,1.0,1.0,1.0,1.0,3.7429175995716303e-07,0.00011715332086659203,1715719342,,False,8,c871ef0d,2024-05-14_22-42-22,24.825669050216675,219.15018033981323,33880,AT-MB-PC-E13,127.0.0.1,219.15018033981323,8,256,3,0.001
1.0,1.0,1.0,1.0,1.0,2.822504519789097e-07,8.806214101741983e-05,1.0,1.0,1.0,1.0,1.0,2.5191820852156414e-07,7.885039926724957e-05,1715719367,,False,9,c871ef0d,2024-05-14_22-42-47,25.128137588500977,244.2783179283142,33880,AT-MB-PC-E13,127.0.0.1,244.2783179283142,9,256,3,0.001
1.0,1.0,1.0,1.0,1.0,1.9584156472053103e-07,6.110256819280568e-05,1.0,1.0,1.0,1.0,1.0,1.806816237073856e-07,5.655334822041169e-05,1715719393,,True,10,c871ef0d,2024-05-14_22-43-13,25.708130598068237,269.98644852638245,33880,AT-MB-PC-E13,127.0.0.1,269.98644852638245,10,256,3,0.001
